first_name,id,total_publications,research_orgs,last_name,orcid_id,full_name,url
Patrick,ur.014113764735.88,2,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Baer,,Patrick Baer,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.014113764735.88
H,ur.014033631763.97,2,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}, {'id': 'grid.1957.a', 'acronym': 'RWTH', 'name': 'RWTH Aachen University', 'country_name': 'Germany'}]",Staubach,,H Staubach,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.014033631763.97
Peter,ur.016145270305.72,2,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Roth,,Peter Roth,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.016145270305.72
Otto,ur.016214351003.74,2,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Maerten,,Otto Maerten,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.016214351003.74
Jan,ur.011710454043.27,2,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Wilkes,,Jan Wilkes,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.011710454043.27
Oliver,ur.014244267674.85,2,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Nottrodt,,Oliver Nottrodt,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.014244267674.85
S,ur.016113205135.08,2,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Gausmann,,S Gausmann,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.016113205135.08
A,ur.015315624535.01,2,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Hartung,,A Hartung,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.015315624535.01
Hendrik,ur.015211034231.08,2,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Sändker,,Hendrik Sändker,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.015211034231.08
Michael,ur.016067306313.66,2,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Schlösser,,Michael Schlösser,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.016067306313.66
Johannes,ur.013702676230.94,2,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Eckstaedt,,Johannes Eckstaedt,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.013702676230.94
Jens,ur.012710242661.24,2,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Schüttler,,Jens Schüttler,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.012710242661.24
Daniel,ur.01361051104.91,2,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Schnitzler,,Daniel Schnitzler,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01361051104.91
Rudolf,ur.016217213631.71,2,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Meyer,,Rudolf Meyer,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.016217213631.71
Jan,ur.01346472205.71,2,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Caron,,Jan Caron,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01346472205.71
G,ur.01344265223.52,2,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Meineke,,G Meineke,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01344265223.52
Vahid Nazery,ur.013752621075.42,2,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Goneghany,,Vahid Nazery Goneghany,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.013752621075.42
Joachim,ur.014606245675.64,2,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Hertzberg,,Joachim Hertzberg,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.014606245675.64
Alp,ur.012605475526.44,2,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}, {'id': 'grid.1957.a', 'acronym': 'RWTH', 'name': 'RWTH Aachen University', 'country_name': 'Germany'}]",Özmert,,Alp Özmert,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.012605475526.44
Manuela,ur.01074551177.20,2,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Hoehne,,Manuela Hoehne,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01074551177.20
Thomas,ur.013044624564.90,2,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Schwarz,,Thomas Schwarz,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.013044624564.90
B,ur.015666623225.96,2,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Holtgen,,B Holtgen,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.015666623225.96
Enno,ur.010017452633.84,2,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Pawlowski,,Enno Pawlowski,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.010017452633.84
Malte,ur.013617733165.09,2,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Schulz-Ruthenberg,,Malte Schulz-Ruthenberg,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.013617733165.09
Carsten,ur.012231006261.90,2,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Johnigk,,Carsten Johnigk,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.012231006261.90
Ingo,ur.010700233113.75,2,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Moench,,Ingo Moench,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.010700233113.75
Kai-Uwe,ur.016346467211.61,2,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Preissig,,Kai-Uwe Preissig,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.016346467211.61
Paul,ur.015715051634.08,2,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Heinen,,Paul Heinen,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.015715051634.08
B,ur.010474472234.19,2,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}, {'id': 'grid.6936.a', 'acronym': 'TUM', 'name': 'Technical University Munich', 'country_name': 'Germany'}]",Läßiger,,B Läßiger,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.010474472234.19
Jens,ur.011631427316.13,2,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Poehler,,Jens Poehler,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.011631427316.13
Juergen,ur.015753256234.95,2,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Klein,,Juergen Klein,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.015753256234.95
Jörg,ur.010211530347.91,2,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Diettrich,,Jörg Diettrich,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.010211530347.91
Alexander,ur.013631654013.38,2,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Gatej,,Alexander Gatej,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.013631654013.38
Cristian-Alexander,ur.01300357005.87,2,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Tulea,,Cristian-Alexander Tulea,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01300357005.87
F J,ur.011213562173.92,2,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Faber,,F J Faber,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.011213562173.92
P,ur.010431051063.17,2,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Usedom,,P Usedom,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.010431051063.17
F,ur.011122205221.17,2,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Schneider,,F Schneider,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.011122205221.17
Peter,ur.013224652441.21,2,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Rusbuldt,,Peter Rusbuldt,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.013224652441.21
Arnd,ur.015452226260.36,2,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Koesters,,Arnd Koesters,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.015452226260.36
Andreas,ur.010707502124.70,2,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Brenner,,Andreas Brenner,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.010707502124.70
Ludwig,ur.010550561213.73,2,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Pongratz,,Ludwig Pongratz,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.010550561213.73
Patricia,ur.012371061104.87,2,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Betz,,Patricia Betz,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.012371061104.87
Welf,ur.014473364677.28,2,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Wawers,,Welf Wawers,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.014473364677.28
Pelin,ur.014441371077.82,2,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Cebeci,['0000-0002-4342-5901'],Pelin Cebeci,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.014441371077.82
André,ur.014133026762.28,2,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Lamott,,André Lamott,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.014133026762.28
Okan,ur.07361667352.78,2,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Güdükkurt,,Okan Güdükkurt,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.07361667352.78
R,ur.011112554506.13,2,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}, {'id': 'grid.1957.a', 'acronym': 'RWTH', 'name': 'RWTH Aachen University', 'country_name': 'Germany'}]",Haas,,R Haas,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.011112554506.13
Marc,ur.0677140044.77,2,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Kraushaar,,Marc Kraushaar,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.0677140044.77
Jana,ur.014577232247.40,2,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Kelbassa,,Jana Kelbassa,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.014577232247.40
Christian,ur.012420651674.00,2,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Knaak,,Christian Knaak,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.012420651674.00
Reinhard,ur.010335357461.29,1,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Freudenberg,,Reinhard Freudenberg,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.010335357461.29
