,total_grants,id,last_grant_year
16758,0,ur.01221473567.56,
16759,4,ur.01220465254.38,2017.0
16760,0,ur.01220443336.95,
16761,0,ur.01221610164.40,
16762,0,ur.01221452447.79,
16763,0,ur.01210405617.51,
16764,2,ur.012136262024.91,2012.0
16765,0,ur.01221332202.06,
16766,3,ur.01223231055.41,2020.0
16767,0,ur.01207400306.03,
16768,6,ur.01333402326.06,2024.0
16769,4,ur.01207265411.26,2019.0
16770,1,ur.01221667361.26,2012.0
16771,10,ur.013302730255.05,2022.0
16772,0,ur.01221401164.51,
16773,1,ur.01213270277.03,2008.0
16774,0,ur.01207145150.24,
16775,1,ur.01206377524.54,2022.0
16776,6,ur.01206776144.04,2020.0
16777,0,ur.01332127050.96,
16778,3,ur.01221627564.16,2015.0
16779,9,ur.01206377452.62,2016.0
16780,0,ur.01207627754.59,
16781,7,ur.01210443750.12,2024.0
16782,0,ur.01211713667.68,
16783,30,ur.01327565654.71,2026.0
16784,2,ur.01221145515.68,2009.0
16785,1,ur.01207163644.47,2022.0
16786,3,ur.013300550556.79,2023.0
16787,0,ur.01223370727.12,
16788,8,ur.01212501203.03,2023.0
16789,0,ur.01220246700.26,
16790,0,ur.01332676230.26,
16791,0,ur.01205272526.37,
16792,0,ur.01332030712.49,
16793,0,ur.01207142662.57,
16794,0,ur.012134503104.30,
16795,0,ur.012141007214.14,
16796,0,ur.013331210635.68,
16797,7,ur.01212265075.85,2024.0
16798,0,ur.01221701665.07,
16799,13,ur.01213531561.64,2023.0
16800,0,ur.01174353151.06,
16801,1,ur.01171662072.71,2014.0
16802,0,ur.01171117034.94,
16803,0,ur.01215503752.86,
16804,0,ur.011674001145.43,
16805,0,ur.01167270021.89,
16806,0,ur.01174233341.89,
16807,0,ur.01170764334.60,
16808,0,ur.01170654125.49,
16809,0,ur.01217161375.13,
16810,0,ur.01222137436.42,
16811,0,ur.011704167624.34,
16812,0,ur.01174276732.22,
16813,0,ur.012174624021.09,
16814,0,ur.01171372434.19,
16815,3,ur.012160153777.51,2015.0
16816,2,ur.011714230127.61,2023.0
16817,0,ur.012235073463.20,
16818,0,ur.01220004063.23,
16819,2,ur.01171745311.21,2018.0
16820,0,ur.01174533567.32,
16821,0,ur.01174323177.00,
16822,0,ur.01173214041.31,
16823,0,ur.01174272134.28,
16824,0,ur.01167305152.09,
16825,0,ur.01167666600.89,
16826,0,ur.01172745522.01,
16827,0,ur.01170451374.19,
16828,0,ur.01217664064.92,
16829,0,ur.01174423312.93,
16830,0,ur.01173353342.29,
16831,0,ur.01215771444.48,
16832,0,ur.01216621245.68,
16833,2,ur.01172114043.92,2016.0
16834,0,ur.01167217446.48,
16835,0,ur.01173352757.54,
16836,0,ur.01174761147.68,
16837,0,ur.011732750665.72,
16838,0,ur.01172514344.13,
16839,22,ur.01216253676.21,2020.0
16840,0,ur.01222572507.29,
16841,2,ur.011730243663.93,2024.0
16842,5,ur.01215402776.57,2018.0
16843,0,ur.01222226217.89,
16844,0,ur.01203366716.53,
16845,35,ur.011706770152.25,2025.0
16846,0,ur.01175726757.60,
16847,0,ur.011677703442.41,
16848,0,ur.011725545617.68,
16849,0,ur.01215212446.47,
16850,1,ur.01203023767.99,2018.0
16851,2,ur.01223476707.97,2008.0
16852,0,ur.01171053140.33,
16853,0,ur.01173242543.29,
16854,0,ur.01170403747.16,
16855,0,ur.01175456423.76,
16856,2,ur.01223547205.43,2011.0
16857,0,ur.01217751365.60,
16858,0,ur.01170576777.55,
16859,0,ur.011747562753.38,
16860,0,ur.011700003742.04,
16861,1,ur.01174025532.44,2006.0
16862,13,ur.01174347762.31,2022.0
16863,20,ur.01170734406.37,2024.0
16864,1,ur.01214402263.72,2022.0
16865,0,ur.01172127230.16,
16866,0,ur.01217170236.30,
16867,0,ur.01216006246.40,
16868,1,ur.01175036460.93,2017.0
16869,0,ur.01173053046.66,
16870,15,ur.01167271464.36,2023.0
16871,0,ur.01222336205.08,
16872,4,ur.01214723155.00,2012.0
16873,1,ur.01205240267.34,2017.0
16874,9,ur.01170530630.85,2023.0
16875,0,ur.01222305332.22,
16876,0,ur.01170205402.42,
16877,1,ur.01222154657.02,2020.0
16878,12,ur.012153563107.88,2023.0
16879,8,ur.01173107361.01,2024.0
16880,3,ur.01172600345.48,2017.0
16881,12,ur.01220125371.89,2018.0
16882,1,ur.01217150152.39,2023.0
16883,2,ur.01216766426.38,2022.0
16884,15,ur.01167210140.32,2020.0
16885,9,ur.012157567677.07,2023.0
16886,0,ur.01175317164.47,
16887,17,ur.011761304667.21,2019.0
16888,1,ur.01215612217.04,2007.0
16889,21,ur.012235032777.55,2022.0
16890,0,ur.01175752651.98,
16891,26,ur.011677655217.83,2023.0
16892,5,ur.01175032471.11,2024.0
16893,0,ur.01175447102.78,
16894,0,ur.01222652411.43,
16895,0,ur.011710216242.24,
16896,8,ur.01172220560.58,2021.0
16897,0,ur.01171506535.99,
16898,1,ur.01172374352.60,2012.0
16899,0,ur.01174411751.53,
16900,10,ur.01174707054.04,2022.0
16901,0,ur.01171267121.91,
16902,0,ur.011711163241.16,
16903,0,ur.01174651745.28,
16904,0,ur.01217604301.64,
16905,0,ur.01216043611.95,
16906,0,ur.011701350155.79,
16907,0,ur.012153546142.03,
16908,0,ur.01170270527.06,
16909,0,ur.01172165306.02,
16910,0,ur.01172515316.54,
16911,0,ur.01215315506.10,
16912,0,ur.011723672711.55,
16913,0,ur.01174120053.99,
16914,4,ur.01222127134.55,2021.0
16915,1,ur.01176212107.61,2021.0
16916,0,ur.012160351451.44,
16917,0,ur.01215214760.29,
16918,2,ur.01217443527.06,2024.0
16919,0,ur.01172400023.17,
16920,0,ur.01171720103.44,
16921,0,ur.01216211166.84,
16922,0,ur.01176210174.07,
16923,0,ur.01173212161.43,
16924,0,ur.01202725507.31,
16925,0,ur.01217027750.89,
16926,0,ur.01222453475.59,
16927,0,ur.01175764557.39,
16928,1,ur.01171233446.62,1996.0
16929,7,ur.01174177365.59,2019.0
16930,0,ur.01216313563.17,
16931,0,ur.01222241512.24,
16932,0,ur.01174217016.51,
16933,0,ur.01171017227.80,
16934,1,ur.01170342635.58,2015.0
16935,0,ur.01215004433.62,
16936,0,ur.01217773157.22,
16937,0,ur.01170574711.22,
16938,0,ur.01175446704.19,
16939,0,ur.01171367444.30,
16940,0,ur.01173332154.09,
16941,0,ur.01216532126.70,
16942,0,ur.01171033006.65,
16943,0,ur.01222264255.80,
16944,0,ur.01215063233.82,
16945,0,ur.011724267107.41,
16946,2,ur.01222257455.18,2014.0
16947,4,ur.01217155142.53,2021.0
16948,2,ur.01222377215.51,2022.0
16949,1,ur.01174107070.83,2023.0
16950,0,ur.01215570560.06,
16951,0,ur.01217361241.42,
16952,0,ur.01171164552.90,
16953,1,ur.01217520602.22,2017.0
16954,1,ur.01215157741.19,2018.0
16955,0,ur.011706755557.44,
16956,0,ur.01172611216.14,
16957,0,ur.01176201734.12,
16958,18,ur.01174563523.99,2024.0
16959,6,ur.01171745337.71,2021.0
16960,7,ur.01216241437.11,2023.0
16961,1,ur.01171331120.40,2019.0
16962,3,ur.01173636163.71,2022.0
16963,31,ur.012027672272.37,2022.0
16964,37,ur.01215555301.05,2023.0
16965,36,ur.01214566772.24,2017.0
16966,13,ur.01175261160.70,2023.0
16967,4,ur.01170362106.47,2014.0
16968,7,ur.01174755566.06,2020.0
16969,0,ur.01215575416.81,
16970,17,ur.01174156035.06,2023.0
16971,25,ur.01173203151.01,2023.0
16972,1,ur.01173172613.46,2020.0
16973,1,ur.01171625607.00,2019.0
16974,2,ur.01216546640.41,2023.0
16975,0,ur.011675700515.66,
16976,0,ur.011722643440.09,
16977,5,ur.01222335560.52,1998.0
16978,1,ur.01216167453.54,2021.0
16979,0,ur.01222373360.22,
16980,0,ur.01175327567.98,
16981,0,ur.01220016014.50,
16982,0,ur.01174112500.95,
16983,0,ur.01175230363.46,
16984,0,ur.01167631334.03,
16985,0,ur.01220037240.16,
16986,10,ur.012163667554.13,2023.0
16987,23,ur.01214751414.33,2020.0
16988,0,ur.01174375730.88,
16989,0,ur.01217447220.86,
16990,0,ur.01215163502.83,
16991,22,ur.01172651274.05,2024.0
16992,9,ur.01172341251.30,2019.0
16993,2,ur.01172221021.14,2020.0
16994,0,ur.01172557065.27,
16995,0,ur.011755452215.85,
16996,0,ur.01172323536.75,
16997,0,ur.01176010226.05,
16998,0,ur.01172643612.84,
16999,0,ur.01167532622.77,
17000,0,ur.01220035355.21,
17001,0,ur.011751215754.41,
17002,0,ur.01172256460.67,
17003,0,ur.01175467572.05,
17004,0,ur.01216335156.02,
17005,0,ur.01222052457.15,
17006,0,ur.01216311025.24,
17007,0,ur.01223500040.09,
17008,0,ur.01215301764.45,
17009,0,ur.011723223451.33,
17010,0,ur.01202735401.36,
17011,0,ur.01215472054.28,
17012,0,ur.01170102761.14,
17013,0,ur.01170231363.04,
17014,1,ur.01174707016.86,2016.0
17015,0,ur.01173622213.16,
17016,0,ur.01215570157.41,
17017,0,ur.01222140405.67,
17018,0,ur.01172147661.03,
17019,1,ur.01205277066.50,2011.0
17020,0,ur.01172330557.75,
17021,0,ur.01216765332.34,
17022,0,ur.01172076302.97,
17023,0,ur.01216475034.98,
17024,0,ur.01222201154.64,
17025,0,ur.01171743143.68,
17026,0,ur.01171224710.75,
17027,0,ur.01173507512.23,
17028,0,ur.01172670020.17,
17029,0,ur.01173607207.01,
17030,1,ur.01171666422.11,2014.0
17031,0,ur.01222222437.16,
17032,0,ur.01170032044.75,
17033,0,ur.01171435730.94,
17034,0,ur.01171757215.05,
17035,4,ur.01202565704.42,2018.0
17036,5,ur.01216550310.17,2018.0
17037,0,ur.01173341502.91,
17038,7,ur.01175033432.20,2023.0
17039,1,ur.01216463205.83,2013.0
17040,16,ur.01203366046.08,2025.0
17041,1,ur.01172052565.77,2012.0
17042,8,ur.01215544457.76,2018.0
17043,1,ur.011701556564.34,2002.0
17044,0,ur.01222706313.94,
17045,0,ur.011730302433.56,
17046,0,ur.01170315733.50,
17047,0,ur.01216077777.83,
17048,4,ur.01217122632.81,2023.0
17049,9,ur.01167443402.43,2017.0
17050,15,ur.01174455631.12,2024.0
17051,6,ur.01217774276.93,2019.0
17052,0,ur.01167620362.97,
17053,6,ur.01217007502.21,2020.0
17054,2,ur.01175574050.49,2014.0
17055,22,ur.01175460420.00,2021.0
17056,1,ur.01203161050.25,2015.0
17057,0,ur.01215370447.61,
17058,1,ur.01222263160.24,2023.0
17059,10,ur.01222652240.32,2014.0
17060,39,ur.01171635222.86,2023.0
17061,4,ur.01214644246.02,2019.0
17062,0,ur.01223542561.30,
17063,0,ur.01217261322.13,
17064,6,ur.01217036515.91,2017.0
17065,8,ur.01222100316.33,2014.0
17066,35,ur.01216111204.03,2022.0
17067,0,ur.01170542747.72,
17068,9,ur.01205245445.14,2022.0
17069,1,ur.01174214642.50,2012.0
17070,6,ur.01215273665.28,2020.0
17071,36,ur.012160034522.98,2022.0
17072,1,ur.01173001470.97,2009.0
17073,0,ur.01214757001.60,
17074,0,ur.011712217267.05,
17075,0,ur.01172022777.15,
17076,23,ur.01220077743.96,2023.0
17077,6,ur.01167774424.21,2020.0
17078,26,ur.012170511112.35,2011.0
17079,0,ur.011762433350.18,
17080,0,ur.01216602517.10,
17081,8,ur.01215426141.08,2021.0
17082,0,ur.01217051445.13,
17083,10,ur.01222726755.95,2024.0
17084,2,ur.01216373153.19,2012.0
17085,0,ur.01216641002.33,
17086,0,ur.01217241266.31,
17087,0,ur.01172621144.52,
17088,11,ur.011743751357.36,2020.0
17089,0,ur.011746743573.08,
17090,0,ur.01217347121.80,
17091,0,ur.01171240431.58,
17092,0,ur.01167673743.46,
17093,1,ur.01172702356.32,2012.0
17094,0,ur.01167746021.01,
17095,0,ur.01172170534.29,
17096,0,ur.01203320140.00,
17097,0,ur.01216320324.58,
17098,0,ur.01222413173.19,
17099,0,ur.01171742231.82,
17100,0,ur.011734512067.46,
17101,0,ur.011732243057.13,
17102,0,ur.01214741211.04,
17103,0,ur.01167400241.91,
17104,0,ur.01167627424.84,
17105,0,ur.01170113330.20,
17106,6,ur.01215361156.40,2018.0
17107,0,ur.01175701022.30,
17108,3,ur.01217142747.44,2013.0
17109,0,ur.01175260100.75,
17110,1,ur.01222373574.40,2017.0
17111,0,ur.01170770226.06,
17112,0,ur.01202656774.26,
17113,0,ur.01222162647.71,
17114,0,ur.01202745043.86,
17115,1,ur.01173641477.74,2014.0
17116,1,ur.011733470424.84,2018.0
17117,0,ur.011725224332.47,
17118,0,ur.012164414420.32,
17119,0,ur.011741445275.38,
17120,0,ur.011717236575.07,
17121,0,ur.012027521733.96,
17122,0,ur.01214414016.00,
17123,0,ur.01174034605.31,
17124,0,ur.01216533275.78,
17125,1,ur.01174526347.57,2019.0
17126,0,ur.01217372047.51,
17127,0,ur.012163233767.61,
17128,0,ur.011736123335.94,
17129,0,ur.01175131217.05,
17130,0,ur.01167626445.06,
17131,7,ur.012144200757.94,2019.0
17132,0,ur.012236715022.14,
17133,0,ur.011732351761.68,
17134,0,ur.01216044435.58,
17135,1,ur.01170763034.29,2016.0
17136,0,ur.01173304475.80,
17137,0,ur.01173477517.90,
17138,0,ur.01214645143.36,
17139,0,ur.011706646011.47,
17140,0,ur.01174430751.81,
17141,0,ur.01173246571.84,
17142,0,ur.012226314433.97,
17143,0,ur.01216152505.30,
17144,1,ur.01167465502.58,2005.0
17145,3,ur.01172764022.37,2017.0
17146,0,ur.01217420226.02,
17147,1,ur.01171471260.24,2013.0
17148,0,ur.01172716700.93,
17149,0,ur.01217721267.30,
17150,0,ur.01172151677.52,
17151,0,ur.01216602543.08,
17152,0,ur.01173113077.91,
17153,3,ur.01215724307.33,2020.0
17154,0,ur.01176106343.18,
17155,0,ur.01215555330.36,
17156,7,ur.011716651037.10,2023.0
17157,3,ur.01170025006.50,2012.0
17158,6,ur.01216325244.21,2023.0
17159,7,ur.01167360427.05,2019.0
17160,4,ur.01175607325.50,2019.0
17161,8,ur.01175532711.05,2023.0
17162,1,ur.01175266257.42,2019.0
17163,14,ur.01174303250.53,2021.0
17164,9,ur.01214777435.94,2021.0
17165,7,ur.01216435143.02,2024.0
17166,0,ur.01175106030.68,
17167,0,ur.01170202340.02,
17168,31,ur.01174165511.60,2016.0
17169,9,ur.01167466360.01,2019.0
17170,5,ur.01222530066.11,2019.0
17171,3,ur.01167467370.26,2022.0
17172,6,ur.01172675470.00,2017.0
17173,5,ur.01217262534.68,2016.0
17174,10,ur.01203160572.15,2025.0
17175,0,ur.01167164143.50,
17176,2,ur.01215257230.87,2021.0
17177,2,ur.01214622001.54,2013.0
17178,9,ur.01217033701.02,2021.0
17179,4,ur.012150532457.20,2020.0
17180,6,ur.011674435457.08,2012.0
17181,4,ur.01203013535.03,2021.0
17182,0,ur.01171037524.42,
17183,4,ur.011761300617.30,2023.0
17184,1,ur.01215142600.01,2016.0
17185,0,ur.011677152777.70,
17186,0,ur.01175106504.32,
17187,10,ur.01170567665.86,2024.0
17188,4,ur.01214621705.94,2019.0
17189,0,ur.01176243472.38,
17190,3,ur.01170407565.44,2024.0
17191,0,ur.01176134470.18,
17192,1,ur.01215215623.48,2022.0
17193,5,ur.01172435537.95,2019.0
17194,0,ur.01223456554.07,
17195,2,ur.01174037116.11,2016.0
17196,0,ur.01174264563.01,
17197,8,ur.01214775665.53,2020.0
17198,0,ur.01175467433.30,
17199,1,ur.01170400027.35,2020.0
17200,0,ur.01246053121.86,
17201,0,ur.012036552071.08,
17202,0,ur.01252060461.81,
17203,0,ur.01244450755.90,
17204,0,ur.01247640013.88,
17205,0,ur.01177733576.14,
17206,0,ur.01176503702.42,
17207,0,ur.012011222577.29,
17208,0,ur.011763267464.07,
17209,0,ur.01177555623.26,
17210,0,ur.01250071447.77,
17211,0,ur.012444715373.27,
17212,0,ur.01204673553.35,
17213,0,ur.01243345402.39,
17214,1,ur.01176456737.79,2000.0
17215,0,ur.012471550632.07,
17216,0,ur.012427663341.18,
17217,0,ur.01177112427.25,
17218,1,ur.01202635737.15,2020.0
17219,0,ur.01177064351.83,
17220,3,ur.01204414621.27,2019.0
17221,0,ur.01204106557.40,
17222,0,ur.01176514761.65,
17223,0,ur.01247616234.43,
17224,0,ur.01200452545.09,
17225,0,ur.01247556506.27,
17226,1,ur.01202340464.51,2021.0
17227,0,ur.01176656634.45,
17228,0,ur.01203533440.18,
17229,15,ur.01177666174.92,2024.0
17230,0,ur.01200244105.86,
17231,0,ur.01176650204.09,
17232,0,ur.01251750420.92,
17233,0,ur.01176507746.36,
17234,1,ur.01243217260.62,2010.0
17235,0,ur.01202422234.67,
17236,0,ur.01252174640.06,
17237,0,ur.01252020136.78,
17238,0,ur.01201133333.33,
17239,0,ur.01201223626.23,
17240,0,ur.01205227714.33,
17241,0,ur.01244562251.42,
17242,0,ur.01250520025.91,
17243,0,ur.01243172453.19,
17244,0,ur.012007021011.19,
17245,0,ur.012514063134.00,
17246,0,ur.01204007612.44,
17247,2,ur.01243301047.44,2019.0
17248,0,ur.01201352600.25,
17249,1,ur.011774672457.67,2022.0
17250,1,ur.012513775237.46,2011.0
17251,0,ur.01200155005.40,
17252,0,ur.01177403004.53,
17253,0,ur.011766761440.72,
17254,0,ur.01202345525.50,
17255,1,ur.01203457443.14,2013.0
17256,0,ur.01177202425.77,
17257,0,ur.01244341600.43,
17258,31,ur.01201342404.32,2022.0
17259,8,ur.012437743104.07,2021.0
17260,0,ur.01251657715.29,
17261,0,ur.01200652525.02,
17262,1,ur.012042065617.89,2008.0
17263,0,ur.01200543436.84,
17264,0,ur.01243764245.74,
17265,0,ur.012007731332.10,
17266,3,ur.01204572121.64,2022.0
17267,22,ur.01243167500.26,2021.0
17268,0,ur.01250641737.19,
17269,3,ur.01243563063.33,2019.0
17270,1,ur.012025150512.59,2021.0
17271,23,ur.01244540663.48,2023.0
17272,2,ur.01201204624.00,2012.0
17273,2,ur.01201227406.36,2022.0
17274,10,ur.01250136534.83,2021.0
17275,7,ur.01203525205.10,2021.0
17276,0,ur.01200074021.60,
17277,3,ur.01250531700.56,2022.0
17278,6,ur.01176326770.84,2021.0
17279,10,ur.01247474125.85,2020.0
17280,7,ur.01243161045.09,2021.0
17281,1,ur.01201713145.83,2014.0
17282,0,ur.01250446353.77,
17283,6,ur.01202535654.94,2023.0
17284,2,ur.01247203522.39,2019.0
17285,0,ur.01204442035.02,
17286,20,ur.01203447733.32,2019.0
17287,1,ur.01251127256.70,2017.0
17288,0,ur.01252134316.81,
17289,0,ur.01251652626.28,
17290,4,ur.01250467524.49,2021.0
17291,8,ur.012051755157.28,2019.0
17292,0,ur.01204236467.41,
17293,7,ur.01251227474.52,2024.0
17294,6,ur.01204624203.19,2013.0
17295,0,ur.01244102512.60,
17296,5,ur.01177033022.74,2024.0
17297,0,ur.01201467701.85,
17298,0,ur.01250316313.99,
17299,17,ur.01243206560.29,2020.0
17300,1,ur.01252036154.12,2008.0
17301,10,ur.01200103642.04,2022.0
17302,8,ur.01202226246.95,2016.0
17303,0,ur.01204044555.56,
17304,0,ur.012430523042.72,
17305,0,ur.01177630777.97,
17306,4,ur.01177277245.07,2022.0
17307,0,ur.01244141513.64,
17308,0,ur.01205142743.55,
17309,0,ur.01200056045.54,
17310,0,ur.01243312341.58,
17311,0,ur.012517477376.82,
17312,0,ur.01205131467.70,
17313,0,ur.012045012205.12,
17314,0,ur.012500475464.30,
17315,0,ur.011770216427.46,
17316,0,ur.012016155153.14,
17317,0,ur.01177074301.60,
17318,0,ur.01202275730.21,
17319,0,ur.012010710141.70,
17320,0,ur.01202534125.90,
17321,0,ur.01200074007.47,
17322,0,ur.01177637607.89,
17323,0,ur.01246040622.51,
17324,0,ur.01204351425.42,
17325,0,ur.01243144465.51,
17326,0,ur.012511125207.42,
17327,0,ur.01247775452.58,
17328,1,ur.01177733437.30,2020.0
17329,1,ur.01244134707.67,2015.0
17330,0,ur.01204142432.27,
17331,3,ur.01204363352.20,2018.0
17332,2,ur.01244355520.47,2017.0
17333,0,ur.01244446362.67,
17334,1,ur.01246010711.05,2013.0
17335,0,ur.01204464705.12,
17336,7,ur.01251507223.44,2023.0
17337,0,ur.01244144375.80,
17338,0,ur.01201216676.14,
17339,0,ur.01202255360.42,
17340,0,ur.01176276634.19,
17341,0,ur.01204573264.22,
17342,1,ur.01244766722.03,2020.0
17343,0,ur.01177000641.95,
17344,2,ur.01177155074.15,2021.0
17345,0,ur.01205212631.09,
17346,0,ur.01202235134.36,
17347,8,ur.01204166431.07,2021.0
17348,0,ur.01247404320.65,
17349,8,ur.01250455063.56,2014.0
17350,0,ur.01201227045.21,
17351,0,ur.01176275704.55,
17352,0,ur.01244713157.00,
17353,0,ur.01244252757.43,
17354,0,ur.01177421502.28,
17355,0,ur.01243634753.24,
17356,11,ur.01202544175.44,2018.0
17357,4,ur.01176344257.88,2022.0
17358,0,ur.01251220110.80,
17359,0,ur.01251201032.94,
17360,1,ur.01201532735.06,2018.0
17361,2,ur.01244061741.63,2017.0
17362,0,ur.01202312433.43,
17363,2,ur.01202325064.85,2014.0
17364,10,ur.01201050276.14,2019.0
17365,2,ur.01200200656.34,2022.0
17366,5,ur.01204343731.23,2022.0
17367,13,ur.01243374360.61,2022.0
17368,0,ur.01205063373.19,
17369,8,ur.01243545405.22,2021.0
17370,3,ur.01251302407.13,2018.0
17371,0,ur.01251627670.91,
17372,0,ur.01204315642.59,
17373,0,ur.01177013055.95,
17374,2,ur.012520662144.22,2009.0
17375,0,ur.012443553107.28,
17376,19,ur.01252030657.16,2021.0
17377,4,ur.01203713705.56,2020.0
17378,2,ur.01203402036.84,2024.0
17379,10,ur.01247420142.08,2019.0
17380,0,ur.012477237046.49,
17381,2,ur.012050041113.89,2023.0
17382,22,ur.01201503470.99,2025.0
17383,0,ur.01251276655.11,
17384,9,ur.01250277313.19,2015.0
17385,2,ur.01252021312.78,2022.0
17386,3,ur.01245017746.37,2020.0
17387,1,ur.01204232320.69,2016.0
17388,1,ur.012023017017.41,2017.0
17389,22,ur.012040214217.46,2021.0
17390,2,ur.012051101747.19,2009.0
17391,6,ur.01201152047.48,2021.0
17392,8,ur.01177560016.69,2006.0
17393,1,ur.01250006615.24,2021.0
17394,1,ur.01251505667.42,2004.0
17395,2,ur.01250107632.42,2020.0
17396,0,ur.01243200713.33,
17397,0,ur.01246015046.15,
17398,9,ur.01202403764.52,2019.0
17399,11,ur.01176437025.21,2023.0
17400,0,ur.01251333770.06,
17401,0,ur.01202040521.24,
17402,1,ur.01203455434.08,2021.0
17403,0,ur.01201436325.56,
17404,0,ur.01251260267.26,
17405,0,ur.01176310045.30,
17406,0,ur.01251224251.68,
17407,0,ur.01201673321.12,
17408,0,ur.012037452051.41,
17409,0,ur.012016017517.56,
17410,0,ur.012016600773.62,
17411,0,ur.01203723060.50,
17412,0,ur.01242742351.74,
17413,0,ur.01244337231.29,
17414,1,ur.01205156742.06,2008.0
17415,4,ur.01247754503.05,2022.0
17416,0,ur.01251457257.54,
17417,0,ur.01177442511.60,
17418,1,ur.01176720055.04,2019.0
17419,0,ur.01203534424.01,
17420,0,ur.01203550172.31,
17421,0,ur.01177723636.82,
17422,0,ur.01252223323.66,
17423,0,ur.01246006263.72,
17424,0,ur.01200641345.22,
17425,1,ur.01204726310.17,2003.0
17426,0,ur.01202460010.72,
17427,0,ur.01203556644.88,
17428,5,ur.01176423040.14,2023.0
17429,0,ur.01250016032.45,
17430,0,ur.01250747276.07,
17431,0,ur.01247434726.92,
17432,0,ur.01251215425.07,
17433,0,ur.012473555277.74,
17434,6,ur.01200122224.35,2018.0
17435,0,ur.01251652261.22,
17436,1,ur.01251006527.22,2019.0
17437,0,ur.01243436753.33,
17438,1,ur.01261744143.83,2008.0
17439,0,ur.01177710067.72,
17440,0,ur.01251404547.16,
17441,0,ur.01203605077.08,
17442,0,ur.01252111345.95,
17443,0,ur.01243471252.95,
17444,2,ur.01204641130.94,2019.0
17445,0,ur.01203600553.49,
17446,29,ur.01176624231.59,2015.0
17447,1,ur.01250516101.19,2023.0
17448,1,ur.01243511426.66,2023.0
17449,0,ur.01200066210.67,
17450,0,ur.01176317475.08,
17451,0,ur.01177044327.72,
17452,0,ur.01247255204.57,
17453,0,ur.01251447132.93,
17454,0,ur.01205213211.52,
17455,6,ur.01177026245.58,2022.0
17456,4,ur.01205142047.85,2020.0
17457,7,ur.01177775000.99,2021.0
17458,22,ur.01200104730.58,2021.0
17459,0,ur.012476227507.86,
17460,0,ur.01202424204.40,
17461,10,ur.01204602655.67,2021.0
17462,0,ur.01204023352.02,
17463,3,ur.01177071515.87,2011.0
17464,0,ur.01204167220.78,
17465,0,ur.01177056532.75,
17466,3,ur.01247342606.84,2021.0
17467,4,ur.01251722506.29,2009.0
17468,2,ur.012475074077.36,2020.0
17469,6,ur.01251646207.60,2022.0
17470,14,ur.012472631104.65,2021.0
17471,0,ur.01243204777.53,
17472,21,ur.01247507651.17,2020.0
17473,14,ur.01247207307.77,2022.0
17474,0,ur.01204407342.54,
17475,25,ur.01243043504.13,2022.0
17476,0,ur.01251656751.50,
17477,7,ur.012014163302.64,2023.0
17478,1,ur.01251063611.34,2021.0
17479,2,ur.01200260024.09,2020.0
17480,6,ur.01177162230.39,2020.0
17481,0,ur.01205045646.26,
17482,5,ur.01252225104.06,2018.0
17483,9,ur.01201023215.01,2023.0
17484,13,ur.01247246533.81,2024.0
17485,11,ur.01252143533.94,2024.0
17486,0,ur.012011721474.14,
17487,5,ur.01223676315.96,2019.0
17488,0,ur.01244104326.62,
17489,2,ur.01205047474.38,2004.0
17490,1,ur.01242776774.78,2022.0
17491,0,ur.01177711666.56,
17492,2,ur.01247540161.04,2022.0
17493,0,ur.012460227205.83,
17494,8,ur.01204140017.27,2022.0
17495,3,ur.01247375013.30,2019.0
17496,10,ur.01176434731.15,2021.0
17497,0,ur.01251756075.95,
17498,0,ur.01247072575.44,
17499,2,ur.01177304556.49,2019.0
17500,0,ur.01204611514.79,
17501,0,ur.01250165410.78,
17502,0,ur.01244232760.93,
17503,0,ur.01202464756.63,
17504,0,ur.01205116107.08,
17505,0,ur.01202377451.51,
17506,0,ur.01250740627.42,
17507,0,ur.01251162634.08,
17508,0,ur.01246040440.16,
17509,0,ur.01177540221.07,
17510,0,ur.01247241137.65,
17511,0,ur.01247447665.07,
17512,0,ur.01200642545.42,
17513,0,ur.01244152021.78,
17514,0,ur.01177666241.85,
17515,8,ur.01204617477.48,2023.0
17516,1,ur.01247212041.70,2016.0
17517,0,ur.01244674730.82,
17518,0,ur.01203441030.12,
17519,0,ur.01251661136.71,
17520,0,ur.012520624252.55,
17521,0,ur.012035772267.80,
17522,0,ur.01200060567.36,
17523,0,ur.012022170201.04,
17524,0,ur.012441471371.31,
17525,0,ur.01204765226.05,
17526,0,ur.01247433316.67,
17527,5,ur.01177656576.89,2014.0
17528,0,ur.012006414204.10,
17529,0,ur.011764233143.38,
17530,0,ur.01200470257.70,
17531,0,ur.01202042337.13,
17532,0,ur.01244275247.45,
17533,0,ur.012522524561.91,
17534,0,ur.01201025173.03,
17535,0,ur.01251501760.46,
17536,0,ur.012521344545.05,
17537,7,ur.01247120673.28,2020.0
17538,1,ur.01251524601.66,2015.0
17539,0,ur.012476636242.09,
17540,0,ur.012014602123.08,
17541,1,ur.012445116457.00,2001.0
17542,0,ur.012441442745.86,
17543,0,ur.012434765743.51,
17544,1,ur.012050737647.90,2010.0
17545,0,ur.012515566216.18,
17546,0,ur.01243511530.45,
17547,0,ur.01223566461.13,
17548,0,ur.01200275506.40,
17549,0,ur.01245031215.79,
17550,1,ur.01204455327.13,2019.0
17551,0,ur.012516343777.29,
17552,7,ur.01203725110.74,2000.0
