,affiliations,corresponding,current_organization_id,first_name,is_bogus,last_name,orcid,researcher_id,pub_id
1042,"[{'id': 'grid.6363.0', 'name': 'Charité', 'city': 'Berlin', 'city_id': 2950159, 'country': 'Germany', 'country_code': 'DE', 'state': None, 'state_code': None}]",,grid.6363.0,Wing-Lee,,Chan,,ur.0763147222.93,pub.1119949216
1047,"[{'id': 'grid.419538.2', 'name': 'Max Planck Institute for Molecular Genetics', 'city': 'Berlin', 'city_id': 2950159, 'country': 'Germany', 'country_code': 'DE', 'state': None, 'state_code': None}, {'id': 'grid.6363.0', 'name': 'Charité', 'city': 'Berlin', 'city_id': 2950159, 'country': 'Germany', 'country_code': 'DE', 'state': None, 'state_code': None}]",True,grid.419538.2,Daniel M.,,Ibrahim,['0000-0002-0019-3354'],ur.0773275510.01,pub.1119949216
1048,"[{'id': 'grid.38142.3c', 'name': 'Harvard University', 'city': 'Cambridge', 'city_id': 4931972, 'country': 'United States', 'country_code': 'US', 'state': 'Massachusetts', 'state_code': 'US-MA'}, {'id': 'grid.66859.34', 'name': 'Broad Institute', 'city': 'Cambridge', 'city_id': 4931972, 'country': 'United States', 'country_code': 'US', 'state': 'Massachusetts', 'state_code': 'US-MA'}]",True,grid.38142.3c,Steven,,Gazal,['0000-0003-4510-5730'],ur.01066354456.51,pub.1117826627
1049,"[{'id': 'grid.66859.34', 'name': 'Broad Institute', 'city': 'Cambridge', 'city_id': 4931972, 'country': 'United States', 'country_code': 'US', 'state': 'Massachusetts', 'state_code': 'US-MA'}, {'id': 'grid.38142.3c', 'name': 'Harvard University', 'city': 'Cambridge', 'city_id': 4931972, 'country': 'United States', 'country_code': 'US', 'state': 'Massachusetts', 'state_code': 'US-MA'}]",,grid.38142.3c,Carla,,Marquez-Luna,,ur.01265125006.20,pub.1117826627
1050,"[{'id': 'grid.66859.34', 'name': 'Broad Institute', 'city': 'Cambridge', 'city_id': 4931972, 'country': 'United States', 'country_code': 'US', 'state': 'Massachusetts', 'state_code': 'US-MA'}]",True,grid.66859.34,Hilary K.,,Finucane,,ur.01217411134.93,pub.1117826627
1051,"[{'id': 'grid.66859.34', 'name': 'Broad Institute', 'city': 'Cambridge', 'city_id': 4931972, 'country': 'United States', 'country_code': 'US', 'state': 'Massachusetts', 'state_code': 'US-MA'}, {'id': 'grid.38142.3c', 'name': 'Harvard University', 'city': 'Cambridge', 'city_id': 4931972, 'country': 'United States', 'country_code': 'US', 'state': 'Massachusetts', 'state_code': 'US-MA'}]",True,grid.38142.3c,Alkes L.,,Price,,ur.01342616137.05,pub.1117826627
1081,"[{'id': 'grid.26999.3d', 'name': 'University of Tokyo', 'city': 'Tokyo', 'city_id': 1850147, 'country': 'Japan', 'country_code': 'JP', 'state': None, 'state_code': None}]",,grid.4989.c,Ikuo K.,,Suzuki,,ur.01252452225.37,pub.1118147460
1121,"[{'name': 'Center for Eating Disorders Rintveld, Altrecht Mental Health Institute, Zeist, the Netherlands'}]",,grid.5477.1,Unna N.,,Danner,,ur.01213757477.38,pub.1118009774
1126,"[{'id': 'grid.263306.2', 'name': 'Seattle University', 'city': 'Seattle', 'city_id': 5809844, 'country': 'United States', 'country_code': 'US', 'state': 'Washington', 'state_code': 'US-WA'}]",,grid.263306.2,Janiece E.,,DeSocio,,ur.01306624637.43,pub.1118009774
1135,"[{'id': 'grid.473715.3', 'name': 'Barcelona Institute for Science and Technology', 'city': 'Barcelona', 'city_id': 3128760, 'country': 'Spain', 'country_code': 'ES', 'state': None, 'state_code': None}, {'id': 'grid.5612.0', 'name': 'Pompeu Fabra University', 'city': 'Barcelona', 'city_id': 3128760, 'country': 'Spain', 'country_code': 'ES', 'state': None, 'state_code': None}, {'id': 'grid.466571.7', 'name': 'Centro de Investigación Biomédica en Red de Epidemiología y Salud Pública', 'city': 'Barcelona', 'city_id': 3128760, 'country': 'Spain', 'country_code': 'ES', 'state': None, 'state_code': None}]",,grid.5612.0,Geòrgia,,Escaramís,,ur.01064136251.87,pub.1118009774
1157,"[{'id': 'grid.10306.34', 'name': 'Wellcome Sanger Institute', 'city': 'Cambridge', 'city_id': 2653941, 'country': 'United Kingdom', 'country_code': 'GB', 'state': None, 'state_code': None}, {'id': 'grid.4567.0', 'name': 'Helmholtz Zentrum München', 'city': 'Munich', 'city_id': 2867714, 'country': 'Germany', 'country_code': 'DE', 'state': None, 'state_code': None}]",,grid.10306.34,Konstantinos,,Hatzikotoulas,['0000-0002-4699-3672'],ur.01002374162.44,pub.1118009774
1160,"[{'id': 'grid.13097.3c', 'name': ""King's College London"", 'city': 'London', 'city_id': 2643743, 'country': 'United Kingdom', 'country_code': 'GB', 'state': None, 'state_code': None}, {'name': 'Zorg op Orde, Leidschendam, the Netherlands'}]",,grid.13097.3c,Sietske G.,,Helder,,ur.0672005125.36,pub.1118009774
1237,"[{'id': 'grid.468622.c', 'name': 'GGZ Rivierduinen', 'city': 'Leiden', 'city_id': 2751773, 'country': 'Netherlands', 'country_code': 'NL', 'state': None, 'state_code': None}, {'id': 'grid.10419.3d', 'name': 'Leiden University Medical Center', 'city': 'Leiden', 'city_id': 2751773, 'country': 'Netherlands', 'country_code': 'NL', 'state': None, 'state_code': None}]",,grid.468622.c,Margarita C. T.,,Slof-Op ‘t Landt,['0000-0001-6135-2163'],ur.012362474373.78,pub.1118009774
1248,"[{'id': 'grid.22254.33', 'name': 'Poznan University of Medical Sciences', 'city': 'Poznań', 'city_id': 3088171, 'country': 'Poland', 'country_code': 'PL', 'state': None, 'state_code': None}]",,grid.22254.33,Marta,,Tyszkiewicz-Nwafor,['0000-0002-0141-4593'],ur.01213123440.18,pub.1118009774
1299,"[{'id': 'grid.4709.a', 'name': 'European Molecular Biology Laboratory', 'city': 'Heidelberg', 'city_id': 2907911, 'country': 'Germany', 'country_code': 'DE', 'state': None, 'state_code': None}, {'id': 'grid.462143.6', 'name': 'Institut de Génomique Fonctionnelle de Lyon', 'city': 'Lyon', 'city_id': 2996944, 'country': 'France', 'country_code': 'FR', 'state': None, 'state_code': None}]",True,grid.4444.0,Yad,,Ghavi-Helm,['0000-0003-2397-9576'],ur.01174107070.83,pub.1118016299
1300,"[{'id': 'grid.4709.a', 'name': 'European Molecular Biology Laboratory', 'city': 'Heidelberg', 'city_id': 2907911, 'country': 'Germany', 'country_code': 'DE', 'state': None, 'state_code': None}]",,grid.4709.a,Aleksander,,Jankowski,['0000-0002-2212-6224'],ur.01362132513.45,pub.1118016299
1301,"[{'id': 'grid.4709.a', 'name': 'European Molecular Biology Laboratory', 'city': 'Heidelberg', 'city_id': 2907911, 'country': 'Germany', 'country_code': 'DE', 'state': None, 'state_code': None}]",,grid.4709.a,Sascha,,Meiers,['0000-0003-2609-0000'],ur.01220035355.21,pub.1118016299
1302,"[{'id': 'grid.4709.a', 'name': 'European Molecular Biology Laboratory', 'city': 'Heidelberg', 'city_id': 2907911, 'country': 'Germany', 'country_code': 'DE', 'state': None, 'state_code': None}]",,grid.4709.a,Rebecca R.,,Viales,,ur.01327542052.08,pub.1118016299
1303,"[{'id': 'grid.4709.a', 'name': 'European Molecular Biology Laboratory', 'city': 'Heidelberg', 'city_id': 2907911, 'country': 'Germany', 'country_code': 'DE', 'state': None, 'state_code': None}]",True,grid.4709.a,Jan O.,,Korbel,['0000-0002-2798-3794'],ur.0772174216.94,pub.1118016299
1307,"[{'id': 'grid.47100.32', 'name': 'Yale University', 'city': 'New Haven', 'city_id': 4839366, 'country': 'United States', 'country_code': 'US', 'state': 'Connecticut', 'state_code': 'US-CT'}]",,grid.47100.32,Emily,,Smith,,ur.0756454551.07,pub.1119957965
1310,"[{'id': 'grid.47100.32', 'name': 'Yale University', 'city': 'New Haven', 'city_id': 4839366, 'country': 'United States', 'country_code': 'US', 'state': 'Connecticut', 'state_code': 'US-CT'}]",,grid.47100.32,Mateus,,Guerra,['0000-0002-8187-2753'],ur.0754376665.18,pub.1119957965
1313,"[{'id': 'grid.47100.32', 'name': 'Yale University', 'city': 'New Haven', 'city_id': 4839366, 'country': 'United States', 'country_code': 'US', 'state': 'Connecticut', 'state_code': 'US-CT'}]",,grid.47100.32,Mitra V.,,Mani,,ur.0652446474.70,pub.1119957965
1315,"[{'id': 'grid.47100.32', 'name': 'Yale University', 'city': 'New Haven', 'city_id': 4839366, 'country': 'United States', 'country_code': 'US', 'state': 'Connecticut', 'state_code': 'US-CT'}]",,grid.47100.32,Gerald,,Kayingo,,ur.01164264311.14,pub.1119957965
1318,"[{'id': 'grid.240324.3', 'name': 'New York University Langone Medical Center', 'city': 'New York', 'city_id': 5128581, 'country': 'United States', 'country_code': 'US', 'state': 'New York', 'state_code': 'US-NY'}]",,grid.240324.3,Ephraim,,Weiss,['0000-0002-8397-6919'],ur.0753055031.35,pub.1119957965
1322,"[{'id': 'grid.47100.32', 'name': 'Yale University', 'city': 'New Haven', 'city_id': 4839366, 'country': 'United States', 'country_code': 'US', 'state': 'Connecticut', 'state_code': 'US-CT'}]",,grid.47100.32,Adebowale,,Adeniran,,ur.0774751552.05,pub.1119957965
1330,"[{'id': 'grid.4280.e', 'name': 'National University of Singapore', 'city': 'Singapore', 'city_id': 1880252, 'country': 'Singapore', 'country_code': 'SG', 'state': None, 'state_code': None}]",,grid.4280.e,Fan,,Cao,['0000-0003-2355-7277'],ur.012375341617.41,pub.1118146389
1331,"[{'id': 'grid.4280.e', 'name': 'National University of Singapore', 'city': 'Singapore', 'city_id': 1880252, 'country': 'Singapore', 'country_code': 'SG', 'state': None, 'state_code': None}, {'id': 'grid.59025.3b', 'name': 'Nanyang Technological University', 'city': 'Singapore', 'city_id': 1880252, 'country': 'Singapore', 'country_code': 'SG', 'state': None, 'state_code': None}, {'id': 'grid.418812.6', 'name': 'Institute of Molecular and Cell Biology', 'city': 'Singapore', 'city_id': 1880252, 'country': 'Singapore', 'country_code': 'SG', 'state': None, 'state_code': None}]",True,grid.4280.e,Melissa J.,,Fullwood,['0000-0003-0321-7865'],ur.01341576455.22,pub.1118146389
1332,"[{'id': 'grid.38142.3c', 'name': 'Harvard University', 'city': 'Cambridge', 'city_id': 4931972, 'country': 'United States', 'country_code': 'US', 'state': 'Massachusetts', 'state_code': 'US-MA'}, {'id': 'grid.66859.34', 'name': 'Broad Institute', 'city': 'Cambridge', 'city_id': 4931972, 'country': 'United States', 'country_code': 'US', 'state': 'Massachusetts', 'state_code': 'US-MA'}]",True,grid.38142.3c,Steven,,Gazal,['0000-0003-4510-5730'],ur.01066354456.51,pub.1117727902
1333,"[{'id': 'grid.38142.3c', 'name': 'Harvard University', 'city': 'Cambridge', 'city_id': 4931972, 'country': 'United States', 'country_code': 'US', 'state': 'Massachusetts', 'state_code': 'US-MA'}, {'id': 'grid.66859.34', 'name': 'Broad Institute', 'city': 'Cambridge', 'city_id': 4931972, 'country': 'United States', 'country_code': 'US', 'state': 'Massachusetts', 'state_code': 'US-MA'}, {'id': 'grid.116068.8', 'name': 'Massachusetts Institute of Technology', 'city': 'Cambridge', 'city_id': 4931972, 'country': 'United States', 'country_code': 'US', 'state': 'Massachusetts', 'state_code': 'US-MA'}]",,grid.66859.34,Hilary K.,,Finucane,,ur.01217411134.93,pub.1117727902
1334,"[{'id': 'grid.420283.f', 'name': '23andMe (United States)', 'city': 'Mountain View', 'city_id': 5375480, 'country': 'United States', 'country_code': 'US', 'state': 'California', 'state_code': 'US-CA'}]",,grid.420283.f,Nicholas A.,,Furlotte,,ur.012171701167.35,pub.1117727902
1335,"[{'id': 'grid.38142.3c', 'name': 'Harvard University', 'city': 'Cambridge', 'city_id': 4931972, 'country': 'United States', 'country_code': 'US', 'state': 'Massachusetts', 'state_code': 'US-MA'}, {'id': 'grid.66859.34', 'name': 'Broad Institute', 'city': 'Cambridge', 'city_id': 4931972, 'country': 'United States', 'country_code': 'US', 'state': 'Massachusetts', 'state_code': 'US-MA'}]",,grid.38142.3c,Po-Ru,,Loh,['0000-0001-5542-9064'],ur.014211634457.16,pub.1117727902
1336,"[{'id': 'grid.38142.3c', 'name': 'Harvard University', 'city': 'Cambridge', 'city_id': 4931972, 'country': 'United States', 'country_code': 'US', 'state': 'Massachusetts', 'state_code': 'US-MA'}, {'id': 'grid.66859.34', 'name': 'Broad Institute', 'city': 'Cambridge', 'city_id': 4931972, 'country': 'United States', 'country_code': 'US', 'state': 'Massachusetts', 'state_code': 'US-MA'}]",,grid.4991.5,Pier Francesco,,Palamara,['0000-0002-7999-1972'],ur.0577752122.01,pub.1117727902
1337,"[{'id': 'grid.38142.3c', 'name': 'Harvard University', 'city': 'Cambridge', 'city_id': 4931972, 'country': 'United States', 'country_code': 'US', 'state': 'Massachusetts', 'state_code': 'US-MA'}, {'id': 'grid.66859.34', 'name': 'Broad Institute', 'city': 'Cambridge', 'city_id': 4931972, 'country': 'United States', 'country_code': 'US', 'state': 'Massachusetts', 'state_code': 'US-MA'}]",,grid.38142.3c,Xuanyao,,Liu,,ur.013001340432.35,pub.1117727902
1338,"[{'id': 'grid.66859.34', 'name': 'Broad Institute', 'city': 'Cambridge', 'city_id': 4931972, 'country': 'United States', 'country_code': 'US', 'state': 'Massachusetts', 'state_code': 'US-MA'}, {'id': 'grid.38142.3c', 'name': 'Harvard University', 'city': 'Cambridge', 'city_id': 4931972, 'country': 'United States', 'country_code': 'US', 'state': 'Massachusetts', 'state_code': 'US-MA'}]",,grid.38142.3c,Armin,,Schoech,,ur.014772144766.03,pub.1117727902
1339,"[{'id': 'grid.66859.34', 'name': 'Broad Institute', 'city': 'Cambridge', 'city_id': 4931972, 'country': 'United States', 'country_code': 'US', 'state': 'Massachusetts', 'state_code': 'US-MA'}]",,grid.66859.34,Brendan,,Bulik-Sullivan,,ur.01201444625.22,pub.1117727902
1340,"[{'id': 'grid.66859.34', 'name': 'Broad Institute', 'city': 'Cambridge', 'city_id': 4931972, 'country': 'United States', 'country_code': 'US', 'state': 'Massachusetts', 'state_code': 'US-MA'}, {'id': 'grid.32224.35', 'name': 'Massachusetts General Hospital', 'city': 'Boston', 'city_id': 4930956, 'country': 'United States', 'country_code': 'US', 'state': 'Massachusetts', 'state_code': 'US-MA'}]",,grid.66859.34,Benjamin M.,,Neale,,ur.014377465057.81,pub.1117727902
1341,"[{'id': 'grid.38142.3c', 'name': 'Harvard University', 'city': 'Cambridge', 'city_id': 4931972, 'country': 'United States', 'country_code': 'US', 'state': 'Massachusetts', 'state_code': 'US-MA'}, {'id': 'grid.66859.34', 'name': 'Broad Institute', 'city': 'Cambridge', 'city_id': 4931972, 'country': 'United States', 'country_code': 'US', 'state': 'Massachusetts', 'state_code': 'US-MA'}]",,grid.65499.37,Alexander,,Gusev,['0000-0002-7980-4620'],ur.01047400610.27,pub.1117727902
1342,"[{'id': 'grid.66859.34', 'name': 'Broad Institute', 'city': 'Cambridge', 'city_id': 4931972, 'country': 'United States', 'country_code': 'US', 'state': 'Massachusetts', 'state_code': 'US-MA'}, {'id': 'grid.38142.3c', 'name': 'Harvard University', 'city': 'Cambridge', 'city_id': 4931972, 'country': 'United States', 'country_code': 'US', 'state': 'Massachusetts', 'state_code': 'US-MA'}]",True,grid.38142.3c,Alkes L.,,Price,,ur.01342616137.05,pub.1117727902
1344,"[{'id': 'grid.10784.3a', 'name': 'Chinese University of Hong Kong', 'city': 'Shatin', 'city_id': 1818920, 'country': 'China', 'country_code': 'CN', 'state': None, 'state_code': None}]",True,grid.10784.3a,Kevin Y.,,Yip,['0000-0001-5516-9944'],ur.0710624727.27,pub.1118144365
1345,"[{'id': 'grid.48336.3a', 'name': 'National Cancer Institute', 'city': 'Rockville', 'city_id': 4367175, 'country': 'United States', 'country_code': 'US', 'state': 'Maryland', 'state_code': 'US-MD'}]",,grid.48336.3a,Elizabeth H.,,Finn,['0000-0001-8320-2190'],ur.01264322467.25,pub.1118145638
1346,"[{'id': 'grid.48336.3a', 'name': 'National Cancer Institute', 'city': 'Rockville', 'city_id': 4367175, 'country': 'United States', 'country_code': 'US', 'state': 'Maryland', 'state_code': 'US-MD'}]",True,grid.48336.3a,Tom,,Misteli,['0000-0003-3530-3020'],ur.013417566277.54,pub.1118145638
1348,"[{'id': 'grid.266102.1', 'name': 'University of California, San Francisco', 'city': 'San Francisco', 'city_id': 5391959, 'country': 'United States', 'country_code': 'US', 'state': 'California', 'state_code': 'US-CA'}]",,grid.266102.1,Xiaoyu,,Yang,,ur.015154662263.38,pub.1120013333
1349,"[{'id': 'grid.266102.1', 'name': 'University of California, San Francisco', 'city': 'San Francisco', 'city_id': 5391959, 'country': 'United States', 'country_code': 'US', 'state': 'California', 'state_code': 'US-CA'}]",,grid.266102.1,Xingjie,,Ren,,ur.015752242663.45,pub.1120013333
1351,"[{'id': 'grid.266102.1', 'name': 'University of California, San Francisco', 'city': 'San Francisco', 'city_id': 5391959, 'country': 'United States', 'country_code': 'US', 'state': 'California', 'state_code': 'US-CA'}]",,grid.266102.1,Bingkun,,Li,,ur.012235073463.20,pub.1120013333
1352,"[{'id': 'grid.266102.1', 'name': 'University of California, San Francisco', 'city': 'San Francisco', 'city_id': 5391959, 'country': 'United States', 'country_code': 'US', 'state': 'California', 'state_code': 'US-CA'}]",,grid.266102.1,Ian R.,,Jones,,ur.014455025714.90,pub.1120013333
1353,"[{'id': 'grid.249878.8', 'name': 'Gladstone Institutes', 'city': 'San Francisco', 'city_id': 5391959, 'country': 'United States', 'country_code': 'US', 'state': 'California', 'state_code': 'US-CA'}]",,grid.249878.8,Chao,,Wang,['0000-0003-0357-4096'],ur.01011306162.46,pub.1120013333
1355,"[{'id': 'grid.266102.1', 'name': 'University of California, San Francisco', 'city': 'San Francisco', 'city_id': 5391959, 'country': 'United States', 'country_code': 'US', 'state': 'California', 'state_code': 'US-CA'}]",,grid.266102.1,Kenneth,,Wu,,ur.010642132463.04,pub.1120013333
1359,"[{'id': 'grid.12527.33', 'name': 'Tsinghua University', 'city': 'Beijing', 'city_id': 1816670, 'country': 'China', 'country_code': 'CN', 'state': None, 'state_code': None}]",,grid.12527.33,Si-Yao,,Lu,,ur.015777560464.75,pub.1120013333
1360,"[{'id': 'grid.25879.31', 'name': 'University of Pennsylvania', 'city': 'Philadelphia', 'city_id': 4560349, 'country': 'United States', 'country_code': 'US', 'state': 'Pennsylvania', 'state_code': 'US-PA'}]",,grid.25879.31,Guo-Li,,Ming,['0000-0002-2517-6075'],ur.011651157177.50,pub.1120013333
1361,"[{'id': 'grid.410711.2', 'name': 'University of North Carolina System', 'city': 'Chapel Hill', 'city_id': 4460162, 'country': 'United States', 'country_code': 'US', 'state': 'North Carolina', 'state_code': 'US-NC'}, {'id': 'grid.10698.36', 'name': 'University of North Carolina at Chapel Hill', 'city': 'Chapel Hill', 'city_id': 4460162, 'country': 'United States', 'country_code': 'US', 'state': 'North Carolina', 'state_code': 'US-NC'}]",,grid.10698.36,Yun,,Li,,ur.015447641407.74,pub.1120013333
1362,"[{'id': 'grid.12527.33', 'name': 'Tsinghua University', 'city': 'Beijing', 'city_id': 1816670, 'country': 'China', 'country_code': 'CN', 'state': None, 'state_code': None}]",,grid.12527.33,Jun,,Yao,"['0000-0002-8885-8698', '0000-0002-4916-3412']",ur.01227532770.40,pub.1120013333
1364,"[{'id': 'grid.250671.7', 'name': 'Salk Institute for Biological Studies', 'city': 'La Jolla', 'city_id': 5363943, 'country': 'United States', 'country_code': 'US', 'state': 'California', 'state_code': 'US-CA'}]",,grid.250671.7,Jesse R.,,Dixon,['0000-0002-6273-2181'],ur.0640665625.97,pub.1120013333
