,year,issue,id,pages,type,volume,title,journal.id,journal.title
30633,2013,12,pub.1018876252,4697-4702,article,110,Astrocyte pathology and the absence of non-cell autonomy in an induced pluripotent stem cell model of TDP-43 proteinopathy,jour.1082971,Proceedings of the National Academy of Sciences
30661,2013,5,pub.1055003771,2746-53,article,85,Nitrogen-14 nuclear quadrupole resonance spectroscopy: a promising analytical methodology for medicines authentication and counterfeit antimalarial analysis.,jour.1345331,Analytical Chemistry
30699,2013,3,pub.1022455162,698-707,article,69,Perfusion phantom: An efficient and reproducible method to simulate myocardial first‐pass perfusion measurements with cardiovascular magnetic resonance,jour.1095465,Magnetic Resonance in Medicine
30728,2013,3,pub.1049011750,372-380,article,111,Nerve growth factor (NGF): a potential urinary biomarker for overactive bladder syndrome (OAB)?,jour.1103922,BJU International
30755,2013,3,pub.1019472326,365-376,article,17,The complex effects of the slow‐releasing hydrogen sulfide donor GYY4137 in a model of acute joint inflammation and in human cartilage cells,jour.1027203,Journal of Cellular and Molecular Medicine
30757,2013,1,pub.1022020168,35-40,article,16,Association between DNA methylation of HSPB1 and death in low Gleason score prostate cancer,jour.1119336,Prostate Cancer and Prostatic Diseases
30793,2013,3,pub.1038888600,308-313,article,45,Reduced dosage of ERF causes complex craniosynostosis in humans and mice and links ERK1/2 signaling to regulation of osteogenesis,jour.1103138,Nature Genetics
30794,2013,3,pub.1045363491,376-389,article,23,The Histone Demethylase PHF8 Governs Retinoic Acid Response in Acute Promyelocytic Leukemia,jour.1030059,Cancer Cell
30865,2013,5,pub.1050220326,660-672,article,160,"TP53 mutations in myelodysplastic syndrome are strongly correlated with aberrations of chromosome 5, and correlate with adverse prognosis",jour.1017308,British Journal of Haematology
30932,2013,3,pub.1038685299,550-555,article,45,Signals regulating L-selectin-dependent leucocyte adhesion and transmigration,jour.1013739,The International Journal of Biochemistry & Cell Biology
30968,2013,3,pub.1014919238,157-168,article,20,New targets for the immunotherapy of colon cancer—does reactive disease hold the answer?,jour.1112008,Cancer Gene Therapy
30990,2013,8,pub.1027257952,3041-3046,article,110,Langerin negative dendritic cells promote potent CD8+ T-cell priming by skin delivery of live adenovirus vaccine microneedle arrays,jour.1082971,Proceedings of the National Academy of Sciences
30992,2013,4,pub.1013404230,493-504,article,200,Grb2 controls phosphorylation of FGFR2 by inhibiting receptor kinase and Shp2 phosphatase activity,jour.1017735,The Journal of Cell Biology
30996,2013,4,pub.1004245802,389-394,article,14,Physiological release of endogenous tau is stimulated by neuronal activity,jour.1023644,EMBO Reports
31002,2013,7,pub.1047434068,1112-1123,article,121,Peptide length determines the outcome of TCR/peptide-MHCI engagement,jour.1085025,Blood
31005,2013,7,pub.1019373753,2593-2598,article,110,"Involvement of Toso in activation of monocytes, macrophages, and granulocytes",jour.1082971,Proceedings of the National Academy of Sciences
31052,2013,1,pub.1043433918,r25,article,17,Discovery and validation of cell cycle arrest biomarkers in human acute kidney injury,jour.1117766,Critical Care
31059,2013,2,pub.1025269460,179,article,72,"Efficacy and safety of strontium ranelate in the treatment of knee osteoarthritis: results of a double-blind, randomised placebo-controlled trial",jour.1017226,Annals of the Rheumatic Diseases
31100,2013,2,pub.1045809942,342-348,article,82,Assessment of tumor heterogeneity by CT texture analysis: Can the largest cross-sectional area be used as an alternative to whole tumor analysis?,jour.1092504,European Journal of Radiology
31101,2013,2,pub.1021326074,145-154,article,45,Genome-wide association analyses identify 18 new loci associated with serum urate concentrations,jour.1103138,Nature Genetics
31151,2013,2,pub.1010014687,88-100,article,13,Six-of-the-best: unique contributions of γδ T cells to immunology,jour.1029717,Nature Reviews Immunology
31162,2013,1,pub.1028660221,42-49,article,26,Phenotype modulation of airway smooth muscle in asthma,jour.1313755,Pulmonary Pharmacology & Therapeutics
31169,2013,2,pub.1021666414,408-414,article,31,Brief Report: Self‐Organizing Neuroepithelium from Human Pluripotent Stem Cells Facilitates Derivation of Photoreceptors,jour.1094139,Stem Cells
31195,2013,2,pub.1061696012,387-399,article,32,Increasing the Automation of a 2D-3D Registration System,jour.1094287,IEEE Transactions on Medical Imaging
31212,2013,2,pub.1016852966,486-494,article,69,Prospective respiratory motion correction for coronary MR angiography using a 2D image navigator,jour.1095465,Magnetic Resonance in Medicine
31272,2013,2,pub.1010573882,122.e1-122.e6,article,208,Evaluation of a quantitative fetal fibronectin test for spontaneous preterm birth in symptomatic women,jour.1017013,American Journal of Obstetrics and Gynecology
31282,2013,2,pub.1024018460,192-200,article,15,Co-transplantation of islets with mesenchymal stem cells in microcapsules demonstrates graft outcome can be improved in an isolated-graft model of islet transplantation in mice,jour.1021747,Cytotherapy
31347,2013,1,pub.1001265921,e1003225,article,9,Loci Associated with N-Glycosylation of Human Immunoglobulin G Show Pleiotropy with Autoimmune Diseases and Haematological Cancers,jour.1034974,PLoS Genetics
31349,2013,1,pub.1021229352,cd004816,article,,Statins for the primary prevention of cardiovascular disease,jour.1022148,Cochrane Database of Systematic Reviews
31380,2013,1,pub.1035917673,848-864,article,13,Hybrid Radar Emitter Recognition Based on Rough k-Means Classifier and Relevance Vector Machine,jour.1033312,Sensors
31389,2013,1,pub.1056212906,127-41,article,10,Gene delivery using ternary lipopolyplexes incorporating branched cationic peptides: the role of Peptide sequence and branching.,jour.1033103,Molecular Pharmaceutics
31399,2013,1,pub.1012629075,19-26,article,54,Are Pretreatment 18F-FDG PET Tumor Textural Features in Non–Small Cell Lung Cancer Associated with Response and Survival After Chemoradiotherapy?,jour.1012368,Journal of Nuclear Medicine
31409,2013,1,pub.1020063069,194-204,article,19,"Biomarker Discovery in Non–Small Cell Lung Cancer: Integrating Gene Expression Profiling, Meta-analysis, and Tissue Microarray Validation",jour.1113735,Clinical Cancer Research
31494,2013,1,pub.1036480793,19-42,article,17,Respiratory motion models: A review,jour.1117349,Medical Image Analysis
31518,2013,Suppl 1,pub.1014730487,e37,article,15,Correlation between progression of left ventricular mass and atherosclerosis of carotid and coronary arteries in patients with type 2 diabetes mellitus under optimal medical treatment: a long-term CMR study,jour.1030439,Critical Reviews in Computed Tomography
31547,2013,1,pub.1044780334,205-213,article,62,Human β-Cell Killing by Autoreactive Preproinsulin-Specific CD8 T Cells Is Predominantly Granule-Mediated With the Potency Dependent Upon T-Cell Receptor Avidity,jour.1017423,Diabetes
31550,2013,1,pub.1024601187,25-33,article,45,Large-scale association analysis identifies new risk loci for coronary artery disease,jour.1103138,Nature Genetics
31589,2013,1,pub.1035358666,33-41,article,16,Allele-specific FKBP5 DNA demethylation mediates gene–childhood trauma interactions,jour.1118362,Nature Neuroscience
31593,2013,1,pub.1049606454,354-363,article,81,Streptococcus pneumoniae Capsular Serotype Invasiveness Correlates with the Degree of Factor H Binding and Opsonization with C3b/iC3b,jour.1013611,Infection and Immunity
31601,2013,1,pub.1051316850,133-140,article,40,Quantifying tumour heterogeneity in 18F-FDG PET/CT imaging by texture analysis,jour.1297401,European Journal of Nuclear Medicine and Molecular Imaging
31615,2013,1,pub.1001699428,31-72,article,16,Social networks on the Internet,jour.1136663,World Wide Web
31629,2013,1,pub.1018155050,59-66,article,13,The resolution of inflammation,jour.1029717,Nature Reviews Immunology
31636,2013,1,pub.1064078378,62-71,article,7,Fluorescence Intensity- and Lifetime-Based Glucose Sensing Using Glucose/Galactose-Binding Protein,jour.1038647,Journal of Diabetes Science and Technology
31747,2013,1,pub.1043899968,101-107,article,59,Digital PCR strategies in the development and analysis of molecular biomarkers for personalized medicine,jour.1103723,Methods
31767,2013,1,pub.1018202021,73-85,article,35,Autoimmune manifestations in viral hepatitis,jour.1038741,Seminars in Immunopathology
31773,2013,1,pub.1061695923,73-84,article,32,Personalization of Atrial Anatomy and Electrophysiology as a Basis for Clinical Modeling of Radio-Frequency Ablation of Atrial Fibrillation,jour.1094287,IEEE Transactions on Medical Imaging
31934,2013,,pub.1003979095,33,article,7,Peripheral blood RNA gene expression profiling in patients with bacterial meningitis,jour.1327448,Frontiers in Neuroscience
32311,2013,N Engl J Med 365 2011,pub.1041149054,38-47,article,1,Protein expression profiles of chemo-resistant mixed phenotype liver tumors using laser microdissection and LC–MS/MS proteomics,jour.1050478,EuPA Open Proteomics
32336,2013,43,pub.1018990952,4902-4904,article,49,CO 2 -switchable wormlike micelles,jour.1297159,Chemical Communications
32492,2012,1,pub.1016555938,1,article,2,A phenomenological model of seizure initiation suggests network structure may explain seizure frequency in idiopathic generalised epilepsy,jour.1045921,The Journal of Mathematical Neuroscience
32515,2012,6,pub.1034235233,960-967,article,11,Human serum metabolic profiles are age dependent,jour.1030078,Aging Cell
32521,2012,12,pub.1016174016,1294-1301,article,44,Bayesian refinement of association signals for 14 loci in 3 common diseases,jour.1103138,Nature Genetics
32577,2012,2-3,pub.1051244320,1047-1050,article,200,The role of single nucleotide polymorphism of D2 dopamine receptor gene on major depressive disorder and response to antidepressant treatment,jour.1090630,Psychiatry Research
32650,2012,12,pub.1044981111,1254-1260,article,17,Measuring endogenous changes in serotonergic neurotransmission in humans: a [11C]CUMI-101 PET challenge study,jour.1115540,Molecular Psychiatry
32695,2012,6,pub.1036528660,573-589,article,3,Assessment of tumor heterogeneity: an emerging imaging tool for clinical practice?,jour.1043606,Insights into Imaging
32701,2012,8,pub.1047384730,736-745,article,23,Association of pertussis and measles infections and immunizations with asthma and allergic sensitization in ISAAC Phase Two,jour.1101270,Pediatric Allergy and Immunology
32709,2012,12,pub.1051680071,3665-3678,article,36,Chondroitinase ABC promotes compensatory sprouting of the intact corticospinal tract and recovery of forelimb function following unilateral pyramidotomy in adult mice,jour.1099955,European Journal of Neuroscience
32841,2012,9859,pub.1013705877,2095-2128,article,380,Global and regional mortality from 235 causes of death for 20 age groups in 1990 and 2010: a systematic analysis for the Global Burden of Disease Study 2010,jour.1077219,The Lancet
32851,2012,12,pub.1019457886,2810-2817,article,132,NOTCH1 Signaling as a Therapeutic Target in Sézary Syndrome,jour.1358061,Journal of Investigative Dermatology
32915,2012,Suppl 1,pub.1051052569,p263,article,14,Infarct myocardium tissue heterogeneity assessment using pre-contrast and post-contrast T1 maps acquired with Modified Look-Locker Inversion Recovery (MOLLI) imaging,jour.1030439,Critical Reviews in Computed Tomography
32965,2012,12,pub.1031864126,1017-1032,article,26,"Targeting Glutamate Receptors to Tackle the Pathogenesis, Clinical Symptoms and Levodopa-Induced Dyskinesia Associated with Parkinson’s Disease",jour.1111875,CNS Drugs
32984,2012,7429,pub.1001826873,369-375,article,492,Seventy-five genetic loci influencing the human red blood cell,jour.1018957,Nature
33083,2012,5,pub.1069221134,360-70,article,12,Biology of circulating nucleic acids and possible roles in diagnosis and treatment in diabetes and cancer.,jour.1294852,Infectious Disorders - Drug Targets
33101,2012,3,pub.1025451252,1038-1053,article,63,Investigating white matter development in infancy and early childhood using myelin water faction and relaxation time mapping,jour.1103053,NeuroImage
33121,2012,21,pub.1041613992,2218-2229,article,60,"Oxidation-Specific Biomarkers, Prospective 15-Year Cardiovascular and Stroke Outcomes, and Net Reclassification of Cardiovascular Events",jour.1093746,Journal of the American College of Cardiology
33150,2012,10,pub.1013231784,1105-1113,article,82,Probenecid prevents acute tubular necrosis in a mouse model of aristolochic acid nephropathy,jour.1015319,Kidney International
33161,2012,11,pub.1061349747,1812-1815,article,16,Adaptive Compressive Spectrum Sensing for Wideband Cognitive Radios,jour.1033507,IEEE Communications Letters
33171,2012,11,pub.1041436306,1219-1220,article,217,A novel complement-mediated pathway for human TH2 induction via direct epithelial cell/T cell crosstalk,jour.1085455,Immunobiology
33196,2012,7422,pub.1046541188,119-124,article,491,Host–microbe interactions have shaped the genetic architecture of inflammatory bowel disease,jour.1018957,Nature
33223,2012,2,pub.1026009587,269-275,article,91,Rapid detection of sequence variation in Clostridium difficile genes using LATE-PCR with multiple mismatch-tolerant hybridization probes,jour.1094094,Journal of Microbiological Methods
33230,2012,11,pub.1052469252,1189,article,217,Negative regulation of human nature killer cells by complement,jour.1085455,Immunobiology
33233,2012,5,pub.1034949999,646-653.e3,article,164,The Study Of LoSmapimod treatment on inflammation and InfarCtSizE (SOLSTICE): Design and rationale,jour.1017004,American Heart Journal
33234,2012,11,pub.1026890923,1146,article,217,C5a/C5aR signaling is an important negative regulator of murine nature killer cell homeostasis and effector function,jour.1085455,Immunobiology
33244,2012,1,pub.1005607192,56-68,article,225,"Impact of multiple antigenic epitopes from ApoB100, hHSP60 and Chlamydophila pneumoniae on atherosclerotic lesion development in Apob tm2Sgy Ldlr tm1Her J mice",jour.1013420,Atherosclerosis
33274,2012,11,pub.1051522707,833-846,article,11,Drug repositioning for Alzheimer's disease,jour.1327423,Nature Reviews Drug Discovery
33279,2012,13,pub.1052153086,1487-1501,article,77,"Steroids excreted in urine by neonates with 21-hydroxylase deficiency. 3. Characterization, using GC–MS and GC–MS/MS, of androstanes and androstenes",jour.1018729,Steroids
33387,2012,11,pub.1031298326,1929-1936,article,44,Different PI 3-kinase inhibitors have distinct effects on endothelial permeability and leukocyte transmigration,jour.1013739,The International Journal of Biochemistry & Cell Biology
33421,2012,11,pub.1020256050,2127-2135,article,209,Tryptophan hydroxylase-1 regulates immune tolerance and inflammation,jour.1077126,Journal of Experimental Medicine
33444,2012,10,pub.1042523699,6474-6483,article,39,Analysis and comparison of two methods for motion correction in PET imaging,jour.1020133,Medical Physics
33494,2012,5,pub.1007908906,769-775,article,63,Age-dependent therapeutic effect of memantine in a mouse model of juvenile Batten disease,jour.1013165,Neuropharmacology
33567,2012,7420,pub.1007059619,355-360,article,490,The aged niche disrupts muscle stem cell quiescence,jour.1018957,Nature
33604,2012,4,pub.1029744504,799-806,article,2,FUS-SMN Protein Interactions Link the Motor Neuron Diseases ALS and SMA,jour.1046010,Cell Reports
33621,2012,10,pub.1048745964,3061-3067,article,64,Recommendations for the nomenclature of IgG4‐related disease and its individual organ system manifestations,jour.1017064,Arthritis & Rheumatology
33657,2012,1,pub.1052254656,3-23,article,370,The peripheral sensory nervous system in the vertebrate head: A gene regulatory perspective,jour.1017422,Developmental Biology
33678,2012,10,pub.1036070128,814-816,article,8,Cytochrome P450–catalyzed L-tryptophan nitration in thaxtomin phytotoxin biosynthesis,jour.1327431,Nature Chemical Biology
33679,2012,10,pub.1047306844,587-598,article,8,Osteoporosis—a risk factor for cardiovascular disease?,jour.1036168,Nature Reviews Rheumatology
33683,2012,10,pub.1003718794,1084-1089,article,44,Mapping cis- and trans-regulatory effects across multiple tissues in twins,jour.1103138,Nature Genetics
33703,2012,10,pub.1002689814,2593-2603,article,55,Cancer outcomes and all-cause mortality in adults allocated to metformin: systematic review and collaborative meta-analysis of randomised clinical trials,jour.1001482,Diabetologia
33751,2012,5,pub.1061736841,1967-1976,article,59,Investigation of MR-Based Attenuation Correction and Motion Compensation for Hybrid PET/MR,jour.1327790,IEEE Transactions on Nuclear Science
33772,2012,5,pub.1045867209,1059-1070,article,32,Dual Targeting of ErbB2 and MUC1 in Breast Cancer Using Chimeric Antigen Receptors Engineered to Provide Complementary Signaling,jour.1092207,Journal of Clinical Immunology
33783,2012,9,pub.1042571110,e44260,article,7,Plasma Based Markers of [11C] PiB-PET Brain Amyloid Burden,jour.1037553,PLoS ONE
33817,2012,37,pub.1030834070,31457-31461,article,287,Mapping of the CD23 Binding Site on Immunoglobulin E (IgE) and Allosteric Control of the IgE-FcϵRI Interaction*,jour.1077138,Journal of Biological Chemistry
33903,2012,3,pub.1049978594,724-741,article,40,Emerging anti-inflammatory strategies for COPD,jour.1097884,European Respiratory Journal
33969,2012,9,pub.1020325145,2183-2189,article,31,Specific protease activity indicates the degree of Pseudomonas aeruginosa infection in chronic infected wounds,jour.1093599,European Journal of Clinical Microbiology & Infectious Diseases
33970,2012,9,pub.1042019992,1067-1073,article,26,"The use of the twin model to investigate the genetics and epigenetics of skin diseases with genomic, transcriptomic and methylation data",jour.1103093,Journal of the European Academy of Dermatology and Venereology
34002,2012,3,pub.1011190753,339-352,article,124,The genetics and neuropathology of amyotrophic lateral sclerosis,jour.1019073,Acta Neuropathologica
34015,2012,6,pub.1041941471,503-516,article,36,Systematic review: faecal microbiota transplantation in the management of inflammatory bowel disease,jour.1097143,Alimentary Pharmacology & Therapeutics
34109,2012,5,pub.1015386983,1011-1027,article,23,Effective venue image retrieval using robust feature extraction and model constrained matching for mobile robot localization,jour.1045266,Machine Vision and Applications
34119,2012,9,pub.1027377235,1418-1422,article,18,EPHA4 is a disease modifier of amyotrophic lateral sclerosis in animal models and in humans,jour.1113716,Nature Medicine
34124,2012,,pub.1093447036,65-70,proceeding,,Object Pose Estimation and Tracking by Fusing Visual and Tactile Information,,
34247,2012,4,pub.1061692751,646-656,article,17,Miniature 3-Axis Distal Force Sensor for Minimally Invasive Surgical Palpation,jour.1033318,IEEE/ASME Transactions on Mechatronics
34254,2012,4,pub.1035577003,842-853,article,53,Role of Nox4 in murine models of kidney disease,jour.1097289,Free Radical Biology and Medicine
34260,2012,8,pub.1033888026,1208-1216,article,18,Pathological neoangiogenesis depends on oxidative stress regulation by ATM,jour.1113716,Nature Medicine
34291,2012,2,pub.1021770067,197-206,article,60,Serum Metabolite Concentrations and Decreased GFR in the General Population,jour.1092720,American Journal of Kidney Diseases
34305,2012,8,pub.1039634068,748-752,article,66,Routine EGFR and KRAS Mutation analysis using COLD‐PCR in non‐small cell lung cancer,jour.1297507,International Journal of Clinical Practice
34319,2012,8,pub.1036951211,1315-1320,article,44,Crosstalk between Nrf2 and the proteasome: Therapeutic potential of Nrf2 inducers in vascular disease and aging,jour.1013739,The International Journal of Biochemistry & Cell Biology
34370,2012,2,pub.1013800007,358-364,article,91,De Novo Mutations in MLL Cause Wiedemann-Steiner Syndrome,jour.1017012,The American Journal of Human Genetics
34374,2012,8,pub.1045412990,2677-2686,article,64,Derivation and validation of the Systemic Lupus International Collaborating Clinics classification criteria for systemic lupus erythematosus,jour.1017064,Arthritis & Rheumatology
34427,2012,8,pub.1004712561,1466-1474,article,48,"Development and assessment of experimental dental polymers with enhanced polymerisation, crosslink density and resistance to fluid permeability based on ethoxylated-Bisphenol-A-dimethacrylates and 2-Hydroxyethyl methacrylate",jour.1120691,European Polymer Journal
34471,2012,31,pub.1020551546,12686-12691,article,109,Crystal structure of IgE bound to its B-cell receptor CD23 reveals a mechanism of reciprocal allosteric inhibition with high affinity receptor FcεRI,jour.1082971,Proceedings of the National Academy of Sciences
34481,2012,28,pub.1024621950,11767-73,article,134,Ultrahigh-water-content supramolecular hydrogels exhibiting multistimuli responsiveness.,jour.1081898,Journal of the American Chemical Society
34527,2012,Pt_7,pub.1060398995,1506-1518,article,93,Immunization with recombinant macaque major histocompatibility complex class I and II and human immunodeficiency virus gp140 inhibits simian–human immunodeficiency virus infection in macaques,jour.1007277,Journal of General Virology
34538,2012,13,pub.1009886453,2845-2854,article,21,Calsyntenin-1 mediates axonal transport of the amyloid precursor protein and regulates Aβ production,jour.1102504,Human Molecular Genetics
34543,2012,3,pub.1015409264,233-234,article,2,OS100. Plasma placental growth factor (PLGF) measurement in women presenting with suspected pre-eclampsia: the pelican study,jour.1044677,Pregnancy Hypertension
34646,2012,2,pub.1002605629,140-153,article,367,Ring1a/b polycomb proteins regulate the mesenchymal stem cell niche in continuously growing incisors,jour.1017422,Developmental Biology
34676,2012,4,pub.1037959988,290-299,article,60,Prospective Study on Circulating MicroRNAs and Risk of Myocardial Infarction,jour.1093746,Journal of the American College of Cardiology
34699,2012,2,pub.1033836508,2188-2200,article,36,The dynamic evolution of focal‐onset epilepsies – combining theoretical and clinical observations,jour.1099955,European Journal of Neuroscience
34749,2012,7,pub.1036660222,1907-1914,article,41,Disabling of Nanoparticle Effects at Increased Temperature in Nanocomposite Solders,jour.1136213,Journal of Electronic Materials
34800,2012,7,pub.1028896531,1400-1409,article,20,The β-Globin Locus Control Region in Combination With the EF1α Short Promoter Allows Enhanced Lentiviral Vector-mediated Erythroid Gene Expression With Conserved Multilineage Activity,jour.1021346,Molecular Therapy
34859,2012,4,pub.1000076480,346-354,article,60,Elevated Plasma Levels of Neuropeptide Proenkephalin A Predict Mortality and Functional Outcome in Ischemic Stroke,jour.1093746,Journal of the American College of Cardiology
34950,2012,6,pub.1025993484,807-815,article,14,Are intracostal sutures better than pericostal sutures for closing a thoracotomy?,jour.1031596,Interactive Cardiovascular and Thoracic Surgery
34989,2012,6,pub.1040243497,1960-1969,article,64,Evaluation of TRAF6 in a large multiancestral lupus cohort,jour.1017064,Arthritis & Rheumatology
34992,2012,7403,pub.1014607335,346-352,article,486,"The genomic and transcriptomic architecture of 2,000 breast tumours reveals novel subgroups",jour.1018957,Nature
35017,2012,3,pub.1042877052,132-136,article,17,Estimating central systolic blood pressure during oscillometric determination of blood pressure,jour.1115380,Blood Pressure Monitoring
35034,2012,6,pub.1032266977,797-804,article,71,Synergistic effects of central nervous system‐directed gene therapy and bone marrow transplantation in the murine model of infantile neuronal ceroid lipofuscinosis,jour.1086831,Annals of Neurology
35046,2012,3,pub.1044704525,275-286,article,12,Selective PDE inhibitors as novel treatments for respiratory diseases,jour.1023872,Current Opinion in Pharmacology
35068,2012,3,pub.1061338165,281-294,article,6,On the Expanded Region of Picocells in Heterogeneous Networks,jour.1042034,IEEE Journal of Selected Topics in Signal Processing
35083,2012,6,pub.1042680549,584-596,article,17,Epigenetic regulation of the BDNF gene: implications for psychiatric disorders,jour.1115540,Molecular Psychiatry
35086,2012,6,pub.1022356000,659-669,article,44,A genome-wide approach accounting for body mass index identifies genetic variants influencing fasting glycemic traits and insulin resistance,jour.1103138,Nature Genetics
35089,2012,6,pub.1001512863,1628-1636,article,100A,Improving cellular function and immune protection via layer‐by‐layer nanocoating of pancreatic islet β‐cell spheroids cocultured with mesenchymal stem cells,jour.1034618,Journal of Biomedical Materials Research Part A
35112,2012,6,pub.1042182153,431-442,article,12,The role of complement in the early immune response to transplantation,jour.1029717,Nature Reviews Immunology
35113,2012,6,pub.1014483836,1092-1100,article,18,Smokers with active Crohn's disease have a clinically relevant dysbiosis of the gastrointestinal microbiota*,jour.1114191,Inflammatory Bowel Diseases
35117,2012,3,pub.1009728773,877-894,article,166,The use of animal models in diabetes research,jour.1009866,British Journal of Pharmacology
35152,2012,7403,pub.1034041413,400-404,article,486,The landscape of cancer genes and mutational processes in breast cancer,jour.1018957,Nature
35170,2012,18,pub.1015632879,4646-4652,article,33,Sustained release of proteins from high water content supramolecular polymer hydrogels,jour.1097145,Biomaterials
35172,2012,6,pub.1026743800,763-769,article,78,The role of Acinetobacter in the pathogenesis of multiple sclerosis examined by using Popper sequences,jour.1082814,Medical Hypotheses
35237,2012,21,pub.1024240895,17459-17470,article,287,"A Fluorescent Biosensor Reveals Conformational Changes in Human Immunoglobulin E Fc IMPLICATIONS FOR MECHANISMS OF RECEPTOR BINDING, INHIBITION, AND ALLERGEN RECOGNITION",jour.1077138,Journal of Biological Chemistry
35243,2012,5,pub.1055154827,1029-39,article,23,"Comparison of (64)Cu-complexing bifunctional chelators for radioimmunoconjugation: labeling efficiency, specific activity, and in vitro/in vivo stability.",jour.1100499,Bioconjugate Chemistry
35264,2012,18,pub.1037991080,6364-6372,article,32,"5,6-EET Is Released upon Neuronal Activity and Induces Mechanical Pain Hypersensitivity via TRPA1 on Central Afferent Terminals",jour.1092210,Journal of Neuroscience
35286,2012,5,pub.1006108410,796-804,article,53,MRI-Based Attenuation Correction for Hybrid PET/MRI Systems: A 4-Class Tissue Segmentation Technique Using a Combined Ultrashort-Echo-Time/Dixon MRI Sequence,jour.1012368,Journal of Nuclear Medicine
35291,2012,5,pub.1012547698,994-1007,article,149,The Life History of 21 Breast Cancers,jour.1019114,Cell
35341,2012,5,pub.1045709558,979-993,article,149,Mutational Processes Molding the Genomes of 21 Breast Cancers,jour.1019114,Cell
35344,2012,5,pub.1052981137,491-501,article,44,Genome-wide meta-analysis identifies 56 bone mineral density loci and reveals 14 loci associated with risk of fracture,jour.1103138,Nature Genetics
35384,2012,3,pub.1072305531,403-12,article,4,The birth pangs of monoclonal antibody therapeutics: the failure and legacy of Centoxin.,jour.1040328,mAbs
35398,2012,2,pub.1004465943,510-521,article,166,The functions of TRPA1 and TRPV1: moving away from sensory nerves,jour.1009866,British Journal of Pharmacology
35494,2012,7397,pub.1009348903,251-255,article,485,Mitochondrial DNA that escapes from autophagy causes inflammation and heart failure,jour.1018957,Nature
35540,2012,4,pub.1017145901,e1002629,article,8,Epigenome-Wide Scans Identify Differentially Methylated Regions for Age and Age-Related Phenotypes in a Healthy Ageing Population,jour.1034974,PLoS Genetics
35566,2012,4,pub.1013773193,e33891,article,7,"B-RAF Mutant Alleles Associated with Langerhans Cell Histiocytosis, a Granulomatous Pediatric Disease",jour.1037553,PLoS ONE
35567,2012,15,pub.1024880202,5803-5808,article,109,Mutant induced pluripotent stem cell lines recapitulate aspects of TDP-43 proteinopathies and reveal cell-specific vulnerability,jour.1082971,Proceedings of the National Academy of Sciences
35570,2012,6077,pub.1009358516,86-90,article,336,A Lineage of Myeloid Cells Independent of Myb and Hematopoietic Stem Cells,jour.1346339,Science
35575,2012,14,pub.1064356845,1038-1042,article,78,No consistent evidence for association between mtDNA variants and Alzheimer disease,jour.1018238,Neurology
35595,2012,2,pub.1033890769,185-192,article,25,Effects of heparin and related drugs on neutrophil function,jour.1313755,Pulmonary Pharmacology & Therapeutics
35609,2012,4,pub.1061643086,2256-2268,article,21,Gait Recognition with Shifted Energy Image and Structural Feature Extraction,jour.1129825,IEEE Transactions on Image Processing
35618,2012,4,pub.1021931729,215-223,article,18,The DWEYS peptide in systemic lupus erythematosus,jour.1297510,Trends in Molecular Medicine
35665,2012,,pub.1095257312,69-74,proceeding,,Mobility Enhancements for Heterogeneous Networks through Interference Coordination,,
35737,2012,4,pub.1005524399,785-796,article,30,Implantation Site and Lesion Topology Determine Efficacy of a Human Neural Stem Cell Line in a Rat Model of Chronic Stroke,jour.1094139,Stem Cells
35773,2012,4,pub.1068965498,565-576,article,18,Flexible Targeting of ErbB Dimers That Drive Tumorigenesis by Using Genetically Engineered T Cells,jour.1113628,Molecular Medicine
35774,2012,4,pub.1029188893,1210-1223,article,135,Delayed treatment with chondroitinase ABC promotes sensorimotor recovery and plasticity after stroke in aged rats,jour.1017305,Brain
35796,2012,3,pub.1039622099,193-195,article,19,Spotlight Issue: MicroRNAs in the Microcirculation—From Cellular Mechanisms to Clinical Markers,jour.1112292,Microcirculation
35811,2012,4,pub.1018546979,636-647,article,90,Combined Analysis of Genome-wide Association Studies for Crohn Disease and Psoriasis Identifies Seven Shared Susceptibility Loci,jour.1017012,The American Journal of Human Genetics
35859,2012,4,pub.1061612018,1218-1226,article,50,Through-the-Wall Sensing of Personnel using Passive Bistatic WiFi Radar at Standoff Distances,jour.1033615,IEEE Transactions on Geoscience and Remote Sensing
35940,2012,3,pub.1033462000,373-379,article,14,Multi-site left ventricular pacing as a potential treatment for patients with postero-lateral scar: insights from cardiac magnetic resonance imaging and invasive haemodynamic assessment,jour.1020804,EP Europace
35986,2012,6,pub.1030206110,1095-1099,article,106,Prognostic value of a cell cycle progression signature for prostate cancer death in a conservatively managed needle biopsy cohort,jour.1017082,British Journal of Cancer
36000,2012,3,pub.1041506239,635-645,article,129,"The who, where, and when of IgE in allergic airway disease",jour.1055081,Journal of Allergy and Clinical Immunology
36021,2012,1,pub.1008099363,12-17,article,221,The -omics era: Proteomics and lipidomics in vascular research,jour.1013420,Atherosclerosis
36037,2012,3,pub.1029024534,282-290,article,1820,Iron mobilization from transferrin by therapeutic iron chelating agents,jour.1327373,Biochimica et Biophysica Acta (BBA) - Lipids and Lipid Metabolism
36061,2012,3,pub.1034925700,283-289,article,13,Structural basis for the killing of human beta cells by CD8+ T cells in type 1 diabetes,jour.1022778,Nature Immunology
