,publication_ids,publication_date,FOR,inventor_names,id,year,filing_status,assignee_names,assignees,title,RCDC,granted_year,times_cited
190,"['pub.1000265239', 'pub.1012026812', 'pub.1052148416', 'pub.1011086077', 'pub.1052314366', 'pub.1036928791', 'pub.1013333913', 'pub.1017174209', 'pub.1010623470', 'pub.1050905915', 'pub.1033758120', 'pub.1005329962', 'pub.1053380054', 'pub.1023101596', 'pub.1002913830', 'pub.1037556614', 'pub.1049943893', 'pub.1040472108', 'pub.1042807769', 'pub.1037413561', 'pub.1052871501', 'pub.1019311005', 'pub.1032031090', 'pub.1002347564', 'pub.1030944355', 'pub.1008881767', 'pub.1029025338', 'pub.1023889337']",2017-10-19,"[{'id': '2581', 'name': '0601 Biochemistry and Cell Biology'}]","['FULLER, Will', 'FRASER, Niall']",WO-2017178838-A1,2017,Application,['UNIV OF DUNDEE'],"[{'id': 'grid.8241.f', 'name': 'University of Dundee', 'country_name': 'United Kingdom'}]",BINDING MODULATION,,,
191,"['pub.1047399119', 'pub.1039358551', 'pub.1022440560', 'pub.1037064127', 'pub.1049628834', 'pub.1014362235', 'pub.1030489232', 'pub.1064294700', 'pub.1032539198', 'pub.1049649547', 'pub.1053685755', 'pub.1055155045', 'pub.1030940694', 'pub.1013577460', 'pub.1026300497', 'pub.1027070456', 'pub.1055202339', 'pub.1010613532', 'pub.1023066723', 'pub.1043053454', 'pub.1030838413', 'pub.1037258303', 'pub.1008625747', 'pub.1047533707', 'pub.1049989637', 'pub.1036121432', 'pub.1017781574', 'pub.1026987459', 'pub.1052530094', 'pub.1041304217', 'pub.1033462598', 'pub.1025070210', 'pub.1024886437', 'pub.1017933346', 'pub.1025706397', 'pub.1005190142', 'pub.1053638832', 'pub.1036936959', 'pub.1046124320', 'pub.1048315908', 'pub.1009034800', 'pub.1020708258', 'pub.1034253462', 'pub.1042335567', 'pub.1030542094', 'pub.1005438533', 'pub.1017494019', 'pub.1018624051', 'pub.1052435377', 'pub.1022193526', 'pub.1034294803', 'pub.1025675008', 'pub.1051829247', 'pub.1031996087', 'pub.1008804718', 'pub.1041869085', 'pub.1032750609', 'pub.1037553441', 'pub.1055154898', 'pub.1029574168', 'pub.1047547257', 'pub.1055959772', 'pub.1046931132', 'pub.1011110534', 'pub.1049225691', 'pub.1033229440', 'pub.1049246901', 'pub.1050994284', 'pub.1042937766', 'pub.1048623979', 'pub.1064312707', 'pub.1064291618', 'pub.1027431274', 'pub.1046619185', 'pub.1055954119', 'pub.1044617887', 'pub.1013591425', 'pub.1012010114', 'pub.1071521763', 'pub.1049775779', 'pub.1014171488', 'pub.1006239695', 'pub.1064294167', 'pub.1069206277', 'pub.1014803178', 'pub.1064249558', 'pub.1012001943', 'pub.1009689186', 'pub.1013377416', 'pub.1029691638', 'pub.1053143323']",2017-07-04,,"['Torsten HAACK', 'Michael Wagner', 'Bernd Henkel', 'Siegfried Stengelin', 'Andreas EVERS', 'Martin BOSSART', 'Dieter Kadereit']",US-9694053-B2,2014,Grant,"['Sanofi SA', 'SANOFI SA']","[{'id': 'grid.417924.d', 'name': 'Sanofi (France)', 'country_name': 'France'}]",Dual GLP-1/glucagon receptor agonists,,2017.0,
192,['pub.1048541665'],2016-06-23,"[{'id': '2581', 'name': '0601 Biochemistry and Cell Biology'}]","['CUTHBERTSON, ALAN']",WO-2016096843-A1,2015,Application,['BAYER AS'],"[{'id': 'grid.457466.2', 'name': 'Bayer (Norway)', 'country_name': 'Norway'}]",RADIO-PHARMACEUTICAL COMPLEXES,,,3.0
193,"['pub.1006239695', 'pub.1041869085', 'pub.1012001943', 'pub.1023066723', 'pub.1034294803', 'pub.1013377416', 'pub.1014171488', 'pub.1024886437', 'pub.1030489232', 'pub.1030838413', 'pub.1036121432', 'pub.1069206277', 'pub.1046931132', 'pub.1043053454', 'pub.1008625747', 'pub.1029691638', 'pub.1027431274', 'pub.1010613532', 'pub.1036936959', 'pub.1044617887', 'pub.1012010114', 'pub.1033462598', 'pub.1048623979', 'pub.1031996087', 'pub.1053638832', 'pub.1017933346', 'pub.1055392788', 'pub.1049775779', 'pub.1051829247', 'pub.1030940694', 'pub.1009034800', 'pub.1017781574', 'pub.1052711241', 'pub.1013577460', 'pub.1037064127', 'pub.1064294700', 'pub.1055959772', 'pub.1046619185', 'pub.1032750609', 'pub.1048315908', 'pub.1013591425', 'pub.1008804718', 'pub.1037553441', 'pub.1055154898', 'pub.1005190142', 'pub.1064312707', 'pub.1049225691', 'pub.1042937766', 'pub.1025070210', 'pub.1020708258', 'pub.1041304217', 'pub.1037258303', 'pub.1049989637', 'pub.1053143323', 'pub.1011110534', 'pub.1022193526', 'pub.1025675008', 'pub.1046124320', 'pub.1033229440', 'pub.1052435377', 'pub.1025706397', 'pub.1047533707', 'pub.1071521763', 'pub.1052530094', 'pub.1042335567', 'pub.1047547257', 'pub.1055155045', 'pub.1022440560', 'pub.1030542094', 'pub.1032539198', 'pub.1055202339', 'pub.1026987459', 'pub.1064291618', 'pub.1064249558', 'pub.1048433436', 'pub.1039358551', 'pub.1055954119', 'pub.1017494019', 'pub.1018624051', 'pub.1027070456', 'pub.1034253462', 'pub.1050994284', 'pub.1049246901', 'pub.1047399119', 'pub.1014362235', 'pub.1009689186', 'pub.1005438533', 'pub.1049649547', 'pub.1026300497', 'pub.1014803178', 'pub.1053685755']",2017-06-06,,"['Torsten HAACK', 'Michael Wagner', 'Bernd Henkel', 'Siegfried Stengelin', 'Andreas EVERS', 'Martin Lorenz', 'Katrin LORENZ']",US-9670261-B2,2013,Grant,"['Sanofi SA', 'SANOFI SA']","[{'id': 'grid.417924.d', 'name': 'Sanofi (France)', 'country_name': 'France'}]",Functionalized exendin-4 derivatives,,2017.0,
194,['pub.1012179482'],2016-10-13,"[{'id': '2790', 'name': '0806 Information Systems'}]","['RIBEIRO, FLAVIO PROTASIO']",WO-2016164193-A1,2016,Application,['MICROSOFT TECHNOLOGY LICENSING LLC'],"[{'id': 'grid.419815.0', 'name': 'Microsoft (United States)', 'country_name': 'United States'}]",FORCE-SENSITIVE TOUCH SENSOR COMPENSATION,"[{'id': '337', 'name': 'Bioengineering'}, {'id': '507', 'name': 'Clinical Research'}]",,1.0
195,"['pub.1014677163', 'pub.1082809551', 'pub.1018841295', 'pub.1047705136', 'pub.1037448788', 'pub.1040051486', 'pub.1055948414', 'pub.1027808589', 'pub.1011017931', 'pub.1047784326', 'pub.1017908559', 'pub.1020669999']",2016-05-06,"[{'id': '3053', 'name': '1103 Clinical Sciences'}]","['Faust, Andreas', 'HERMANN, SVEN', 'ROTH, JOHANNES', 'SCHAEFERS, MICHAEL', 'VOGL, THOMAS']",WO-2016067238-A1,2015,Application,['UNIV MUENSTER WILHELMS'],"[{'id': 'grid.5949.1', 'acronym': 'WWU', 'name': 'University of Münster', 'country_name': 'Germany'}]",QUINOLINE-3-CARBOXAMIDE COMPOUNDS AND THEIR USE IN DIAGNOSIS,,,
196,"['pub.1047129953', 'pub.1049193059']",2017-05-26,,"['DUTTLINGER MADDUX, Regina', 'SVENSSON, Carl Anders', 'TIAN, JIN', 'BARRON, Harold V.']",WO-2017084989-A1,2016,Application,"['F HOFFMANN-LA ROCHE AG', 'Hoffmann-La Roche Inc']","[{'id': 'grid.418158.1', 'acronym': 'Roche', 'name': 'Roche (United States)', 'country_name': 'United States'}, {'id': 'grid.417570.0', 'name': 'Roche (Switzerland)', 'country_name': 'Switzerland'}]",ALEGLITAZAR FOR THE TREATMENT OF DIABETIC KIDNEY DISEASE,,,
197,"['pub.1063156056', 'pub.1012179482']",2017-04-04,"[{'id': '2790', 'name': '0806 Information Systems'}]",['Flavio Protasio Ribeiro'],US-9612685-B2,2015,Grant,"['Microsoft Technology Licensing LLC', 'MICROSOFT TECHNOLOGY LICENSING LLC']","[{'id': 'grid.419815.0', 'name': 'Microsoft (United States)', 'country_name': 'United States'}]",Force-sensitive touch sensor compensation,"[{'id': '507', 'name': 'Clinical Research'}, {'id': '337', 'name': 'Bioengineering'}]",2017.0,
198,"['pub.1039106177', 'pub.1011871738', 'pub.1029207836', 'pub.1048359985', 'pub.1031668044', 'pub.1046834783', 'pub.1084540242', 'pub.1021728780', 'pub.1069162640', 'pub.1056288075', 'pub.1027329021', 'pub.1037767661', 'pub.1015610566', 'pub.1068164552', 'pub.1022379201', 'pub.1006070831', 'pub.1024140888', 'pub.1063224247', 'pub.1085418305', 'pub.1021091361', 'pub.1010441627', 'pub.1020287603', 'pub.1033537206', 'pub.1014521134', 'pub.1050330967', 'pub.1032861860', 'pub.1051914468', 'pub.1049262462', 'pub.1086108276', 'pub.1063415457', 'pub.1016238999', 'pub.1053396901', 'pub.1049198117', 'pub.1019175787', 'pub.1053593452', 'pub.1016639091', 'pub.1042177075', 'pub.1002120822', 'pub.1020963246', 'pub.1001514550', 'pub.1069219133', 'pub.1028040568', 'pub.1078685547', 'pub.1000693742', 'pub.1015502620', 'pub.1018709933', 'pub.1017853288', 'pub.1027349662', 'pub.1015488641', 'pub.1051966877', 'pub.1053085287', 'pub.1049343559', 'pub.1049507797', 'pub.1011644762', 'pub.1091614531', 'pub.1027070456', 'pub.1024121433', 'pub.1048568508', 'pub.1090914054', 'pub.1003137831', 'pub.1028053937', 'pub.1032838753', 'pub.1011324352', 'pub.1005970899', 'pub.1056303062', 'pub.1037039385', 'pub.1043470291', 'pub.1053415993', 'pub.1038055377', 'pub.1044499719', 'pub.1090859638', 'pub.1000530697', 'pub.1053038796', 'pub.1043984211', 'pub.1045278392', 'pub.1011479086', 'pub.1049833185', 'pub.1000187837', 'pub.1015977854', 'pub.1055956899', 'pub.1019641526', 'pub.1003601828', 'pub.1051895990', 'pub.1043066315', 'pub.1007388211', 'pub.1012478801', 'pub.1020351264', 'pub.1041837128', 'pub.1035583227', 'pub.1009567277', 'pub.1042995627', 'pub.1012165895', 'pub.1048631514', 'pub.1007177780', 'pub.1051341630']",2018-06-12,"[{'id': '3142', 'name': '1112 Oncology and Carcinogenesis'}]",['Thomas Jorg Mehrling'],US-9993482-B2,2015,Grant,"['Purdue Pharma LP', 'PURDUE PHARMACEUTICAL PRODUCTS L P']","[{'id': 'grid.418726.e', 'name': 'Purdue Pharma (United States)', 'country_name': 'United States'}]",Pharmaceutical combination comprising a class III receptor tyrosine kinase inhibitor and the alkylating histone-deacetylase inhibitor fusion molecule EDO-S101 together with its use in the treatment of cancer,"[{'id': '503', 'name': 'Cancer'}]",2018.0,
199,"['pub.1061559502', 'pub.1061829379']",2018-07-10,"[{'id': '3001', 'name': '1005 Communications Technologies'}]","['Chun-Yuan CHIU', 'Ruo-Fei Ma', 'Nian Xia', 'Hsiao-Hwa Chen']",US-10021596-B2,2016,Grant,"['Industrial Technology Research Institute', 'IND TECH RES INST']","[{'id': 'grid.418030.e', 'acronym': 'ITRI', 'name': 'Industrial Technology Research Institute', 'country_name': 'Taiwan'}]","Communication system, communication device, base station and method thereof for D2D communications",,2018.0,
200,"['pub.1028906875', 'pub.1004178966']",2018-04-18,,"['LEE, SUNG-KOO', 'KIM, Mihyung']",EP-3290028-A4,2017,Application,"['ANTEROGEN CO Ltd', 'ANTEROGEN CO LTD']","[{'id': 'grid.497669.3', 'name': 'Anterogen ( South Korea)', 'country_name': 'South Korea'}, {'id': 'grid.497734.a', 'name': 'Bukwang Pharmaceutical (South Korea)', 'country_name': 'South Korea'}]",MESENCHYMAL STEM CELL-HYDROGEL-BIODEGRADABLE OR MESENCHYMAL STEM CELL-HYDROGEL-NONDEGRADABLE SUPPORT COMPOSITION FOR ALLEVIATING OR REMEDYING EPIDERMOLYSIS BULLOSA,,,
201,"['pub.1036391209', 'pub.1021062815', 'pub.1041175954', 'pub.1027847551']",2016-11-17,"[{'id': '2837', 'name': '0903 Biomedical Engineering'}]","['GROSS, PATRICK', 'FUDERER, MIHA']",WO-2016180786-A1,2016,Application,['KONINKLIJKE PHILIPS NV'],"[{'id': 'grid.417284.c', 'name': 'Philips (Netherlands)', 'country_name': 'Netherlands'}]",MAGNETIC RESONANCE EXAMINATION SYSTEM WITH FIELD PROBES,,,
202,"['pub.1028517484', 'pub.1018798093', 'pub.1046905262', 'pub.1002826442', 'pub.1039555225', 'pub.1000078970', 'pub.1048879048', 'pub.1032058328', 'pub.1033584157', 'pub.1048072452', 'pub.1064249333', 'pub.1001015195', 'pub.1019084457', 'pub.1027525295', 'pub.1075340203', 'pub.1045194098', 'pub.1038238002', 'pub.1013210262', 'pub.1019913005', 'pub.1049905838', 'pub.1014913506', 'pub.1004657232', 'pub.1037704665', 'pub.1039300406', 'pub.1022386748', 'pub.1056293131', 'pub.1047981827', 'pub.1002807296', 'pub.1062648194', 'pub.1024853003', 'pub.1027650624', 'pub.1011704049', 'pub.1049054231', 'pub.1023893418', 'pub.1014235403', 'pub.1010691385', 'pub.1030302547', 'pub.1006008281', 'pub.1039532573', 'pub.1047304721', 'pub.1000508026', 'pub.1015379095', 'pub.1023434755', 'pub.1045471415', 'pub.1016827215', 'pub.1052352207', 'pub.1017997508', 'pub.1034203521', 'pub.1035914238', 'pub.1001420541', 'pub.1033838071', 'pub.1013152275', 'pub.1022706333', 'pub.1047430625', 'pub.1026956595']",2016-12-08,"[{'id': '2581', 'name': '0601 Biochemistry and Cell Biology'}]","['FETISSOV, Sergueï', 'DECHELOTTE, PIERRE', 'BRETON, Jonathan', 'LAMBERT, GREGORY']",WO-2016193829-A1,2016,Application,"['INST NAT DE LA SANTE ET DE LA RECH MEDICALE (INSERM)', 'CENTRE HOSPITALIER UNIV DE ROUEN', 'Université de Rouen', 'TARGEDYS']","[{'id': 'grid.7429.8', 'acronym': 'INSERM', 'name': 'French Institute of Health and Medical Research', 'country_name': 'France'}, {'id': 'grid.41724.34', 'name': 'Centre Hospitalier Universitaire De Rouen', 'country_name': 'France'}, {'id': 'grid.10400.35', 'name': 'University of Rouen', 'country_name': 'France'}]",PHARMACEUTICAL AND FOOD COMPOSITIONS FOR INDUCING SATIATION AND PROLONGING SATIETY IN SUBJECTS IN NEED THEREOF.,,,1.0
203,"['pub.1017423660', 'pub.1044718581', 'pub.1015029541', 'pub.1034777350']",2017-04-13,"[{'id': '2581', 'name': '0601 Biochemistry and Cell Biology'}]","['MOSS, STEVEN', 'ELMER, ESKIL', 'HANSSON, Magnus Joakim', 'EHINGER, Karl Henrik Johannes', 'KARLSSON, Karl Michael', 'PIEL, Sarah']",WO-2017060400-A1,2016,Application,['NEUROVIVE PHARMACEUTICAL AB'],"[{'id': 'grid.476545.1', 'name': 'NeuroVive Pharmaceutical (Sweden)', 'country_name': 'Sweden'}]",PROTECTED CARBOXYLIC ACID-BASED METABOLITES FOR THE TREATMENT OF DISESASES RELATED TO MITOCHONDRIAL DYSFUNCTIONS,,,
204,"['pub.1009190745', 'pub.1034239060', 'pub.1040072135', 'pub.1044995197', 'pub.1044464559', 'pub.1046780013', 'pub.1012509039']",2018-04-11,"[{'id': '2620', 'name': '0604 Genetics'}]","['LONERGAN, Shaun', 'RYALS, JOHN, A.', 'MILBURN, MICHAEL, V.', 'KENNEDY, ADAM', 'GUO, LINING', 'LAWTON, KAY, A.']",EP-3215633-A4,2015,Application,"['Metabolon Inc', 'METABOLON INC']","[{'id': 'grid.429438.0', 'name': 'Metabolon (United States)', 'country_name': 'United States'}]","SYSTEM, METHOD AND APPARATUS FOR DETERMINING THE EFFECT OF GENETIC VARIANTS","[{'id': '526', 'name': 'Genetics'}]",,
205,"['pub.1046635350', 'pub.1043024856']",2016-10-06,"[{'id': '2581', 'name': '0601 Biochemistry and Cell Biology'}]","['VINCENT, CLAUDE']",WO-2016156527-A1,2016,Application,['INT NUTRITION RES COMPANY'],,COMPOSITION FOR THE TREATMENT OF A PATHOGENIC METABOLIC STATE OF THE INTESTINAL MICROBIOTA AND OF DERIVED DISEASES,"[{'id': '388', 'name': 'Nutrition'}, {'id': '558', 'name': 'Prevention'}, {'id': '496', 'name': 'Autoimmune Disease'}, {'id': '389', 'name': 'Obesity'}, {'id': '344', 'name': 'Digestive Diseases'}]",,2.0
206,"['pub.1045471994', 'pub.1014585435', 'pub.1045052658', 'pub.1027225100']",2017-10-05,"[{'id': '3142', 'name': '1112 Oncology and Carcinogenesis'}]","['POWELL, JONATHAN, JOSEPH', 'PEREIRA, Dora, I.A.']",WO-2017167972-A1,2017,Application,['MEDICAL RES COUNCIL'],"[{'id': 'grid.14105.31', 'acronym': 'MRC', 'name': 'Medical Research Council', 'country_name': 'United Kingdom'}]",FERRIC MALTOL COMPOSITIONS FOR USE IN THE TREATMENT OR PREVENTION OF CANCER AND TUMOURS,"[{'id': '503', 'name': 'Cancer'}, {'id': '558', 'name': 'Prevention'}, {'id': '344', 'name': 'Digestive Diseases'}, {'id': '414', 'name': 'Colo-Rectal Cancer'}]",,
207,"['pub.1044718581', 'pub.1015029541', 'pub.1017423660']",2017-04-13,"[{'id': '2581', 'name': '0601 Biochemistry and Cell Biology'}]","['MOSS, STEVEN', 'Elmér, Eskil', 'HANSSON, Magnus Joakim', 'EHINGER, Karl Henrik Johannes', 'KARLSSON, Karl Michael', 'PIEL, Sarah']",WO-2017060422-A1,2016,Application,['NEUROVIVE PHARMACEUTICAL AB'],"[{'id': 'grid.476545.1', 'name': 'NeuroVive Pharmaceutical (Sweden)', 'country_name': 'Sweden'}]",PROTECTED CARBOXYLIC ACID-BASED METABOLITES FOR THE TREATMENT OF MITOCHONDRIAL DISORDERS,,,
208,"['pub.1008981634', 'pub.1049406027', 'pub.1050960747', 'pub.1043279308', 'pub.1006253452', 'pub.1003714959', 'pub.1012073457', 'pub.1021812064', 'pub.1030942490', 'pub.1021809129', 'pub.1025208660', 'pub.1007401642', 'pub.1000935641', 'pub.1003008024', 'pub.1012935976', 'pub.1011882893', 'pub.1011024359', 'pub.1013588188', 'pub.1008633292', 'pub.1046147193', 'pub.1000059117', 'pub.1049682259', 'pub.1016174016', 'pub.1017148160', 'pub.1039183093', 'pub.1040018865', 'pub.1006094606', 'pub.1004787340', 'pub.1031231848', 'pub.1031382479', 'pub.1052981137', 'pub.1012100210', 'pub.1019025470', 'pub.1039338024', 'pub.1047891962', 'pub.1031699749', 'pub.1012207766', 'pub.1022035194', 'pub.1046520303', 'pub.1025469351', 'pub.1026249817', 'pub.1051134045', 'pub.1026830910', 'pub.1040273548', 'pub.1024158423', 'pub.1052255915', 'pub.1071542310', 'pub.1001826873', 'pub.1052626361', 'pub.1013812207', 'pub.1001723339', 'pub.1023033599', 'pub.1027313497', 'pub.1017634660', 'pub.1036599020', 'pub.1050402786', 'pub.1034813975', 'pub.1016321428', 'pub.1019223722', 'pub.1040271530', 'pub.1011673322', 'pub.1017092582', 'pub.1038635012', 'pub.1008435714', 'pub.1053003561', 'pub.1022356000', 'pub.1014756327', 'pub.1032190091', 'pub.1047951662', 'pub.1006357119', 'pub.1047117020', 'pub.1052303551', 'pub.1017006698']",2017-12-07,"[{'id': '3053', 'name': '1103 Clinical Sciences'}, {'id': '2581', 'name': '0601 Biochemistry and Cell Biology'}]","['FRASER, PETER', 'SCHOENFELDER, Stefan', 'SPIVAKOV, Mikhail']",WO-2017208001-A1,2017,Application,['BABRAHAM INST'],"[{'id': 'grid.418195.0', 'name': 'Babraham Institute', 'country_name': 'United Kingdom'}]",BIOMARKERS FOR PLATELET DISORDERS,"[{'id': '344', 'name': 'Digestive Diseases'}, {'id': '369', 'name': 'Inflammatory Bowel Disease'}, {'id': '304', 'name': 'Arthritis'}, {'id': '496', 'name': 'Autoimmune Disease'}, {'id': '388', 'name': 'Nutrition'}, {'id': '438', 'name': 'Diabetes'}]",,
209,"['pub.1046635350', 'pub.1060383814', 'pub.1039708388']",2018-09-04,"[{'id': '2581', 'name': '0601 Biochemistry and Cell Biology'}]",['Claude Vincent'],US-10064895-B2,2016,Grant,"['INTERNATIONAL NUTRITION RESEARCH Co', 'INTERNATIONAL NUTRITION RES COMPANY']",,Compositions and methods for treating a pathogenic metabolic condition of the gut microbiota and derived diseases,"[{'id': '388', 'name': 'Nutrition'}]",2018.0,
210,"['pub.1049054231', 'pub.1056293131', 'pub.1048072452', 'pub.1018798093', 'pub.1026956595', 'pub.1048879048', 'pub.1004657232', 'pub.1015379095', 'pub.1062648194', 'pub.1019084457', 'pub.1027650624', 'pub.1052352207', 'pub.1000078970', 'pub.1001015195', 'pub.1017997508', 'pub.1035914238', 'pub.1033838071', 'pub.1045194098', 'pub.1038238002', 'pub.1014235403', 'pub.1049905838', 'pub.1019913005', 'pub.1039300406', 'pub.1022706333', 'pub.1039532573', 'pub.1001420541', 'pub.1047304721', 'pub.1013210262', 'pub.1032058328', 'pub.1006008281', 'pub.1023434755', 'pub.1064249333', 'pub.1047981827', 'pub.1010691385', 'pub.1034203521', 'pub.1037704665', 'pub.1075340203', 'pub.1047430625', 'pub.1011704049', 'pub.1045471415', 'pub.1030302547', 'pub.1039555225', 'pub.1027525295', 'pub.1002826442', 'pub.1024853003', 'pub.1028517484', 'pub.1002807296', 'pub.1033584157', 'pub.1013152275', 'pub.1022386748', 'pub.1023893418', 'pub.1014913506', 'pub.1000508026', 'pub.1016827215']",2016-04-21,"[{'id': '2581', 'name': '0601 Biochemistry and Cell Biology'}]","['FETISSOV, SERGUEI', 'DECHELOTTE, PIERRE', 'BRETON, Jonathan', 'LAMBERT, GREGORY']",WO-2016059455-A1,2015,Application,"['INSERM INST NAT DE LA SANTÉ ET DE LA RECH MÉDICALE', 'CT HOSPITALIER UNIVERSITAIRE ROUEN', 'Université de Rouen', 'TARGEDYS']","[{'id': 'grid.10400.35', 'name': 'University of Rouen', 'country_name': 'France'}, {'id': 'grid.41724.34', 'name': 'Centre Hospitalier Universitaire De Rouen', 'country_name': 'France'}, {'id': 'grid.7429.8', 'acronym': 'INSERM', 'name': 'French Institute of Health and Medical Research', 'country_name': 'France'}]",PHARMACEUTICAL AND FOOD COMPOSITIONS FOR INDUCING SATIATION AND PROLONGING SATIETY IN SUBJECTS IN NEED THEREOF,,,2.0
211,"['pub.1044718581', 'pub.1015029541', 'pub.1017423660']",2017-04-13,"[{'id': '2581', 'name': '0601 Biochemistry and Cell Biology'}]","['MOSS, STEVEN', 'Elmér, Eskil', 'HANSSON, Magnus Joakim', 'EHINGER, Karl Henrik Johannes', 'KARLSSON, Karl Michael', 'PIEL, Sarah']",WO-2017060418-A1,2016,Application,['NEUROVIVE PHARMACEUTICAL AB'],"[{'id': 'grid.476545.1', 'name': 'NeuroVive Pharmaceutical (Sweden)', 'country_name': 'Sweden'}]",PROTECTED CARBOXYLIC ACID-BASED METABOLITES FOR THE TREATMENT OF MITOCHONDRIA-RELATED DISEASES,,,
212,"['pub.1002867235', 'pub.1025175402', 'pub.1040831735', 'pub.1032750061', 'pub.1042898074', 'pub.1043740201', 'pub.1017423660']",2016-01-07,"[{'id': '2581', 'name': '0601 Biochemistry and Cell Biology'}]","['CHOUCHANI, Edward', 'KRIEG, THOMAS', 'SAEB-PARSY, Kourosh', 'MURPHY, MICHAEL PATRICK', 'WORK, Lorraine', 'FREZZA, CHRISTIAN']",WO-2016001686-A1,2015,Application,"['MEDICAL RES COUNCIL', 'CHOUCHANI EDWARD', 'KRIEG THOMAS', 'SAEB-PARSY KOUROSH', 'UNIV GLASGOW']","[{'id': 'grid.14105.31', 'acronym': 'MRC', 'name': 'Medical Research Council', 'country_name': 'United Kingdom'}, {'id': 'grid.8756.c', 'name': 'University of Glasgow', 'country_name': 'United Kingdom'}]",SUCCINATE DEHYDROGENASE INHIBITORS (SDHi's),"[{'id': '559', 'name': 'Rare Diseases'}, {'id': '543', 'name': 'Orphan Drug'}]",,
213,"['pub.1046635350', 'pub.1043024856']",2016-10-07,"[{'id': '2581', 'name': '0601 Biochemistry and Cell Biology'}]",['VINCENT CLAUDE'],FR-3034317-A1,2015,Application,"['INTERNATIONAL NUTRITION RESEARCH Co', 'Int Nutrition Res Co', 'INT NUTRITION RES COMPANY']",,Composition for the treatment of a state of the intestinal metabolic pathogenic microbiota and of diseases derived,"[{'id': '388', 'name': 'Nutrition'}, {'id': '558', 'name': 'Prevention'}, {'id': '389', 'name': 'Obesity'}, {'id': '344', 'name': 'Digestive Diseases'}]",,
214,"['pub.1053088809', 'pub.1012868720', 'pub.1050249412', 'pub.1016670774', 'pub.1029270993', 'pub.1011338307', 'pub.1000302363', 'pub.1041044240', 'pub.1040855309', 'pub.1035940958', 'pub.1008872881', 'pub.1021453389', 'pub.1001627398', 'pub.1018708872', 'pub.1046951438', 'pub.1007139882', 'pub.1037440395', 'pub.1020582984', 'pub.1038811201', 'pub.1034724285', 'pub.1004290844', 'pub.1017782718', 'pub.1027113143', 'pub.1021093950', 'pub.1012202603', 'pub.1013568604', 'pub.1008250963', 'pub.1026634351', 'pub.1010157777', 'pub.1002453635', 'pub.1021686161', 'pub.1029689961', 'pub.1013746272', 'pub.1029745759', 'pub.1044248970', 'pub.1040936914', 'pub.1032363110', 'pub.1038724905', 'pub.1023637164', 'pub.1020747186', 'pub.1041169168', 'pub.1000632466', 'pub.1035798756', 'pub.1034315300', 'pub.1025364412', 'pub.1047304169', 'pub.1013935649', 'pub.1000900337', 'pub.1051994662', 'pub.1028800465', 'pub.1004504748', 'pub.1007823118', 'pub.1030469327']",2016-03-31,"[{'id': '2620', 'name': '0604 Genetics'}]","['PLATT, Randall, Jeffrey', 'ZHANG, FENG', 'SLAYMAKER, Ian']",WO-2016049163-A2,2015,Application,"['BROAD INST INC', 'MASSACHUSETTS INST TECHNOLOGY']","[{'id': 'grid.116068.8', 'acronym': 'MIT', 'name': 'Massachusetts Institute of Technology', 'country_name': 'United States'}, {'id': 'grid.66859.34', 'name': 'Broad Institute', 'country_name': 'United States'}]",USE AND PRODUCTION OF CHD8+/- TRANSGENIC ANIMALS WITH BEHAVIORAL PHENOTYPES CHARACTERISTIC OF AUTISM SPECTRUM DISORDER,"[{'id': '526', 'name': 'Genetics'}, {'id': '361', 'name': 'Gene Therapy'}, {'id': '338', 'name': 'Biotechnology'}, {'id': '536', 'name': 'Intellectual and Developmental Disabilities (IDD)'}, {'id': '387', 'name': 'Neurosciences'}, {'id': '380', 'name': 'Mental Health'}, {'id': '501', 'name': 'Brain Disorders'}, {'id': '310', 'name': 'Autism'}]",,15.0
