,id,name,country_name,acronym,grant_id,grant_year,grant_title
1245,grid.4305.2,University of Edinburgh,United Kingdom,,US-9989658-B2,2017,"Method of, and apparatus for, processing positron emission tomography data"
1246,grid.504690.e,Io Therapeutics (United States),United States,,US-10004709-B2,2018,Receptor subtype and function selective retinoid and rexinoid compounds in combination with immune modulators for cancer immunotherapy
1247,grid.410783.9,Kansai Medical University,Japan,KMU,WO-2015012175-A1,2014,DIAGNOSTIC DRUG AND THERAPEUTIC DRUG FOR SMALL CELL LUNG CANCER
1248,grid.429438.0,Metabolon (United States),United States,,EP-3215633-A4,2015,"SYSTEM, METHOD AND APPARATUS FOR DETERMINING THE EFFECT OF GENETIC VARIANTS"
1249,grid.59025.3b,Nanyang Technological University,Singapore,NTU,US-9974886-B2,2013,"Methods of manufacturing hydrogel microparticles having living cells, and compositions for manufacturing a scaffold for tissue engineering"
1250,grid.420061.1,Boehringer Ingelheim (Germany),Germany,,WO-2013026797-A1,2012,NOVEL PIPERIDINO-DIHYDROTHIENOPYRIMIDINE SULFOXIDES AND THEIR USE FOR TREATING COPD AND ASTHMA
1251,grid.419474.b,Lockheed Martin (United States),United States,,US-8281141-B2,2010,Method and apparatus for monitoring and analyzing degree of trust and information assurance attributes information in a data providence architecture workflow
1252,grid.185006.a,La Jolla Institute For Allergy & Immunology,United States,LIAI,WO-2011127288-A2,2011,"METHODS AND USES OF NUR77 AND NUR77 AGONISTS TO MODULATE MACROPHAGES AND MONOCYTES, AND TREAT INFLAMMATION, INFLAMMATORY DISEASE AND CARDIOVASCULAR DISEASE"
1253,grid.504690.e,Io Therapeutics (United States),United States,,US-9907768-B2,2017,Receptor subtype and function selective retinoid and rexinoid compounds in combination with immune modulators for cancer immunotherapy
1254,grid.419474.b,Lockheed Martin (United States),United States,,US-20100251374-A1,2010,METHOD AND APPARATUS FOR MONITORING AND ANALYZING DEGREE OF TRUST AND INFORMATION ASSURANCE ATTRIBUTES INFORMATION IN A DATA PROVIDENCE ARCHITECTURE WORKFLOW
1255,grid.411016.3,Auburn University System,United States,,US-9587221-B2,2014,Encapsulation and cardiac differentiation of hiPSCs in 3D PEG-fibrinogen hydrogels
1256,grid.7429.8,French Institute of Health and Medical Research,France,INSERM,WO-2015150491-A1,2015,AN ISOLATED DONOR MHC-DERIVED PEPTIDE AND USES THEREOF
1257,grid.4817.a,University of Nantes,France,,WO-2015150491-A1,2015,AN ISOLATED DONOR MHC-DERIVED PEPTIDE AND USES THEREOF
1258,grid.504690.e,Io Therapeutics (United States),United States,,US-10004708-B2,2018,Receptor subtype and function selective retinoid and rexinoid compounds in combination with immune modulators for cancer immunotherapy
1259,grid.463419.d,Agricultural Research Service,United States,ARS,US-9066965-B1,2013,Purified limonin glucoside for prevention and treatment of chronic diseases
1260,grid.429438.0,Metabolon (United States),United States,,EP-2726636-A4,2012,IDENTITY ELUCIDATION OF UNKNOWN METABOLITES
1261,grid.4567.0,Helmholtz Zentrum München,Germany,,EP-2726636-A4,2012,IDENTITY ELUCIDATION OF UNKNOWN METABOLITES
1262,grid.4567.0,Helmholtz Zentrum München,Germany,,EP-2726636-A2,2012,IDENTITY ELUCIDATION OF UNKNOWN METABOLITES
1263,grid.429438.0,Metabolon (United States),United States,,EP-2726636-A2,2012,IDENTITY ELUCIDATION OF UNKNOWN METABOLITES
1264,grid.429438.0,Metabolon (United States),United States,,WO-2015157407-A1,2015,SMALL MOLECULE BIOCHEMICAL PROFILING OF INDIVIDUAL SUBJECTS FOR DISEASE DIAGNOSIS AND HEALTH ASSESSMENT
1265,grid.59025.3b,Nanyang Technological University,Singapore,NTU,WO-2014025312-A1,2013,"METHODS OF MANUFACTURING HYDROGEL MICROPARTICLES HAVING LIVING CELLS, AND COMPOSITIONS FOR MANUFACTURING A SCAFFOLD FOR TISSUE ENGINEERING"
1266,grid.481938.f,Laboratoires Expanscience,France,,US-9952201-B2,2014,Method for evaluating the harmful effects of UV on children's skin
1267,grid.1013.3,University of Sydney,Australia,USYD,WO-2013086583-A1,2012,ASSAY AND METHOD FOR IDENTIFYING COMPOUNDS THAT INHIBIT EXCITOTOXIC SIGNALS
1268,grid.168010.e,Stanford University,United States,SU,US-10034645-B1,2017,Systems and methods for detecting complex networks in MRI image data
1269,grid.59409.31,Miltenyi Biotec (Germany),Germany,,EP-3211420-A1,2017,ASSAY FOR DETECTION OF CHIMERIC ANTIGEN RECEPTOR T CELLS
1270,grid.39382.33,Baylor College of Medicine,United States,BCM,EP-2694640-A1,2012,REVERSING THE EFFECTS OF THE TUMOR MICROENVIRONMENT USING CHIMERIC CYTOKINE RECEPTORS
1271,grid.7429.8,French Institute of Health and Medical Research,France,INSERM,WO-2014140243-A1,2014,METHOD AND PHARMACEUTICAL COMPOSITION FOR USE IN THE TREATMENT AND PREDICTION OF MYOCARDIAL INFARCTION
1272,grid.50550.35,Assistance Publique -Hopitaux De Paris,France,AP-HP,WO-2014140243-A1,2014,METHOD AND PHARMACEUTICAL COMPOSITION FOR USE IN THE TREATMENT AND PREDICTION OF MYOCARDIAL INFARCTION
1273,grid.10992.33,Paris Descartes University,France,,WO-2014140243-A1,2014,METHOD AND PHARMACEUTICAL COMPOSITION FOR USE IN THE TREATMENT AND PREDICTION OF MYOCARDIAL INFARCTION
1274,grid.462844.8,Sorbonne University,France,,WO-2014140243-A1,2014,METHOD AND PHARMACEUTICAL COMPOSITION FOR USE IN THE TREATMENT AND PREDICTION OF MYOCARDIAL INFARCTION
1275,grid.488228.c,Addex Therapeutics (Switzerland),Switzerland,,US-8906939-B2,2008,3-cyano-4-(4-tetrahydropyran-phenyl)-pyridin-2-one derivatives
1276,grid.419619.2,Janssen (Belgium),Belgium,,US-8906939-B2,2008,3-cyano-4-(4-tetrahydropyran-phenyl)-pyridin-2-one derivatives
1277,grid.488228.c,Addex Therapeutics (Switzerland),Switzerland,,US-8722894-B2,2008,"1,3-disubstituted-4-phenyl-1H-pyridin-2-ones"
1278,grid.419619.2,Janssen (Belgium),Belgium,,US-9708315-B2,2014,"1,2,4-triazolo[4,3-a]pyridine compounds and their use as positive allosteric modulators of MGLUR2 receptors"
1279,grid.488228.c,Addex Therapeutics (Switzerland),Switzerland,,US-8937060-B2,2010,"1,2,4-triazolo [4,3-A] pyridine derivatives and their use for the treatment of prevention of neurological and psychiatric disorders"
1280,grid.411347.4,Hospital Universitario Ramón y Cajal,Spain,,EP-2792752-A4,2012,METHOD FOR THE DIAGNOSIS AND/OR PROGNOSIS OF ACUTE RENAL DAMAGE
1281,grid.481938.f,Laboratoires Expanscience,France,,FR-3011008-A1,2013,Evaluation of the effects of uv deleterious on the skin of children
1282,grid.488228.c,Addex Therapeutics (Switzerland),Switzerland,,US-9132122-B2,2013,"1′,3′-disubstituted-4-phenyl-3,4,5,6-tetrahydro-2H,1′H-[1,4′]bipyridinyl-2′-ones"
1283,grid.488228.c,Addex Therapeutics (Switzerland),Switzerland,,US-8691813-B2,2009,Indole and benzoxazine derivatives as modulators of metabotropic glutamate receptors
1284,grid.488377.7,Regulus Therapeutics (United States),United States,,US-9970007-B2,2016,Targeting microRNAs for the treatment of fibrosis
1285,grid.488377.7,Regulus Therapeutics (United States),United States,,US-8815826-B2,2011,Targeting microRNAs for the treatment of fibrosis
1286,grid.465098.6,Wockhardt (India),India,,WO-2015063669-A1,2014,PHARMACEUTICAL COMPOSITIONS COMPRISING COMBINATION OF ROFLUMILAST AND ACEBROPHYLLINE OR PHARMACEUTICALLY ACCEPTABLE SALTS THEREOF
1287,grid.488228.c,Addex Therapeutics (Switzerland),Switzerland,,US-8748621-B2,2012,"1,3-disubstituted 4-(aryl-X-phenyl)-1H-pyridin-2-ones"
1288,grid.488228.c,Addex Therapeutics (Switzerland),Switzerland,,US-8946205-B2,2010,"1,2,4-triazolo[4,3-a]pyridine derivatives and their use as positive allosteric modulators of mGluR2 receptors"
1289,grid.488228.c,Addex Therapeutics (Switzerland),Switzerland,,US-9085577-B2,2014,"7-aryl-1,2,4-triazolo[4,3-A]pyridine derivatives and their use as positive allosteric modulators of mGluR2 receptors"
1290,grid.420545.2,Guy's and St Thomas' NHS Foundation Trust,United Kingdom,,WO-2013045920-A1,2012,PATIENT MONITORING METHOD AND MONITORING DEVICE
1291,grid.13097.3c,King's College London,United Kingdom,KCL,WO-2013045920-A1,2012,PATIENT MONITORING METHOD AND MONITORING DEVICE
1292,grid.428999.7,Pasteur Institute,France,,WO-2015010744-A1,2013,SERONEGATIVE SPONDYLOARTHROPATHY DIAGNOSIS AND TREATMENT
1293,grid.488228.c,Addex Therapeutics (Switzerland),Switzerland,,US-8697689-B2,2009,Indole and benzomorpholine derivatives as modulators of metabotropic glutamate receptors
1294,grid.488228.c,Addex Therapeutics (Switzerland),Switzerland,,US-9114138-B2,2008,"1′,3′-disubstituted-4-phenyl-3,4,5,6-tetrahydro-2H,1′H-[1,4′] bipyridinyl-2′-ones"
1295,grid.488228.c,Addex Therapeutics (Switzerland),Switzerland,,US-9266834-B2,2014,"1, 4-disubstituted 3-cyano-pyridone derivatives and their use as positive allosteric modulators of MGLUR2-receptors"
1296,grid.488377.7,Regulus Therapeutics (United States),United States,,US-9556435-B2,2015,Targeting microRNAs for the treatment of fibrosis
1297,grid.488228.c,Addex Therapeutics (Switzerland),Switzerland,,US-8716480-B2,2010,"7-aryl-1,2,4-triazolo[4,3-a]pyridine derivatives and their use as positive allosteric modulators of mGluR2 receptors"
1298,grid.42327.30,Hospital for Sick Children,Canada,,US-9393025-B2,2011,Use of remote ischemic conditioning for traumatic injury
1299,grid.471046.0,Canon (Japan),Japan,,US-20170039717-A1,2016,"IMAGE PROCESSING APPARATUS, IMAGE PROCESSING METHOD, AND STORAGE MEDIUM"
1300,grid.488228.c,Addex Therapeutics (Switzerland),Switzerland,,US-9226930-B2,2014,"1,2,4-triazolo [4,3-a] pyridine derivatives and their use for the treatment of prevention of neurological and psychiatric disorders"
1301,grid.419905.0,Nestlé (Switzerland),Switzerland,,WO-2018002240-A1,2017,NUTRITIONAL COMPOSITION COMPRISING A PROBIOTIC FOR THE PREVENTION AND/OR TREATMENT OF ANXIETY DISORDERS AND RELATED CONDITIONS IN A MAMMAL
1302,grid.419905.0,Nestlé (Switzerland),Switzerland,,WO-2018002238-A1,2017,NUTRITIONAL COMPOSITION COMPRISING A PROBIOTIC FOR THE PREVENTION AND/OR TREATMENT OF ANXIETY DISORDERS AND RELATED CONDITIONS IN A MAMMAL
1303,grid.488228.c,Addex Therapeutics (Switzerland),Switzerland,,US-8785486-B2,2008,"Imidazo[1,2-A]pyridine derivatives and their use as positive allosteric modulators of mGluR2 receptors"
1304,grid.419619.2,Janssen (Belgium),Belgium,,US-8785486-B2,2008,"Imidazo[1,2-A]pyridine derivatives and their use as positive allosteric modulators of mGluR2 receptors"
1305,grid.10306.34,Wellcome Sanger Institute,United Kingdom,WTSI,WO-2017182796-A1,2017,BACTERIOTHERAPY
1306,grid.488228.c,Addex Therapeutics (Switzerland),Switzerland,,US-9067891-B2,2012,"1,4-disubstituted 3-cyano-pyridone derivatives and their use as positive allosteric modulators of mGluR2-receptors"
1307,grid.488377.7,Regulus Therapeutics (United States),United States,,US-9181548-B2,2014,Targeting micrornas for the treatment of fibrosis
1308,grid.21729.3f,Columbia University,United States,CU,WO-2013122918-A1,2013,METHODS AND COMPOSITIONS FOR INHIBITING A MULTI-CANCER MESENCHYMAL TRANSITION MECHANISM
1309,grid.7429.8,French Institute of Health and Medical Research,France,INSERM,WO-2014064192-A1,2013,METHOD AND PHARMACEUTICAL COMPOSITION FOR USE IN THE TREATMENT AND PREDICTION OF MYOCARDIAL INFRACTION
1310,grid.7452.4,Paris Diderot University,France,,WO-2014064192-A1,2013,METHOD AND PHARMACEUTICAL COMPOSITION FOR USE IN THE TREATMENT AND PREDICTION OF MYOCARDIAL INFRACTION
1311,grid.10992.33,Paris Descartes University,France,,WO-2014064192-A1,2013,METHOD AND PHARMACEUTICAL COMPOSITION FOR USE IN THE TREATMENT AND PREDICTION OF MYOCARDIAL INFRACTION
1312,grid.488228.c,Addex Therapeutics (Switzerland),Switzerland,,US-10071095-B2,2017,"1,2,4-triazolo [4,3-A] pyridine derivatives and their use for the treatment of neurological and psychiatric disorders"
1313,grid.417886.4,Amgen (United States),United States,"Amgen, Inc.",WO-2017217985-A1,2016,"METHODS AND COMPOSITIONS FOR THE TREATMENT OF CELIAC DISEASE, NON-CELIAC GLUTEN SENSITIVITY, AND REFRACTORY CELIAC DISEASE"
1314,grid.476226.3,Celimmune (United States),United States,,WO-2017217985-A1,2016,"METHODS AND COMPOSITIONS FOR THE TREATMENT OF CELIAC DISEASE, NON-CELIAC GLUTEN SENSITIVITY, AND REFRACTORY CELIAC DISEASE"
1315,grid.39382.33,Baylor College of Medicine,United States,BCM,EP-2694640-A4,2012,REVERSING THE EFFECTS OF THE TUMOR MICROENVIRONMENT USING CHIMERIC CYTOKINE RECEPTORS
1316,grid.488228.c,Addex Therapeutics (Switzerland),Switzerland,,US-8691849-B2,2009,3-azabicyclo[3.1.0]hexyl derivatives as modulators of metabotropic glutamate receptors
1317,grid.418621.8,Philips (Germany),Germany,,WO-2014188368-A1,2014,A METHOD FOR GREY ZONE IMAGING USING RELATIVE R1 CHANGES
1318,grid.13097.3c,King's College London,United Kingdom,KCL,WO-2014188368-A1,2014,A METHOD FOR GREY ZONE IMAGING USING RELATIVE R1 CHANGES
1319,grid.417284.c,Philips (Netherlands),Netherlands,,WO-2014188368-A1,2014,A METHOD FOR GREY ZONE IMAGING USING RELATIVE R1 CHANGES
1320,grid.13097.3c,King's College London,United Kingdom,KCL,US-9471976-B2,2015,System and method for data driven gating of multiple bed positions
1321,grid.418143.b,General Electric (United States),United States,GE,US-9471976-B2,2015,System and method for data driven gating of multiple bed positions
1322,grid.136593.b,Osaka University,Japan,,WO-2013180238-A1,2013,THERAPEUTIC AGENT OR PROPHYLACTIC AGENT FOR DEMENTIA
1323,grid.488228.c,Addex Therapeutics (Switzerland),Switzerland,,US-9737533-B2,2015,"1,2,4-triazolo [4,3-A] pyridine derivatives and their use for the treatment of prevention of neurological and psychiatric disorders"
1324,grid.503422.2,University of Lille,France,UDL,WO-2015068075-A2,2014,DETECTION OF TAU
1325,grid.5583.b,Atomic Energy and Alternative Energies Commission,France,CEA,WO-2015068075-A2,2014,DETECTION OF TAU
1326,grid.4444.0,French National Centre for Scientific Research,France,CNRS,WO-2015068075-A2,2014,DETECTION OF TAU
1327,grid.410463.4,Centre Hospitalier Regional et Universitaire de Lille,France,,WO-2015068075-A2,2014,DETECTION OF TAU
1328,grid.7429.8,French Institute of Health and Medical Research,France,INSERM,WO-2015068075-A2,2014,DETECTION OF TAU
1329,grid.21072.36,Yerevan State University,Armenia,YSU,US-8841323-B2,2007,"1, 4-disubstituted 3-cyano-pyridone derivatives and their use as positive allosteric modulators of MGLUR2-receptors"
1330,grid.488228.c,Addex Therapeutics (Switzerland),Switzerland,,US-8841323-B2,2007,"1, 4-disubstituted 3-cyano-pyridone derivatives and their use as positive allosteric modulators of MGLUR2-receptors"
1331,grid.39382.33,Baylor College of Medicine,United States,BCM,EP-3305890-A1,2012,REVERSING THE EFFECTS OF THE TUMOR MICROENVIRONMENT USING CHIMERIC CYTOKINE RECEPTORS
1332,grid.4444.0,French National Centre for Scientific Research,France,CNRS,EP-3029151-A1,2014,Use of a novel combination of blood biomarkers for malignant erythroderma
1333,grid.50550.35,Assistance Publique -Hopitaux De Paris,France,AP-HP,EP-3029151-A1,2014,Use of a novel combination of blood biomarkers for malignant erythroderma
1334,grid.7429.8,French Institute of Health and Medical Research,France,INSERM,EP-3029151-A1,2014,Use of a novel combination of blood biomarkers for malignant erythroderma
1335,grid.7452.4,Paris Diderot University,France,,EP-3029151-A1,2014,Use of a novel combination of blood biomarkers for malignant erythroderma
1336,grid.6936.a,Technical University Munich,Germany,TUM,US-9757862-B2,2015,Tactile sensor
1337,grid.4444.0,French National Centre for Scientific Research,France,CNRS,WO-2015033267-A1,2014,USE OF ARPIN A NEW INHIBITOR OF THE ARP2/3 COMPLEX FOR THE DIAGNOSIS AND TREATMENT OF DISEASES
1338,grid.30389.31,University of California System,United States,,EP-2714932-A4,2012,GENES DYSREGULATED IN AUTISM AS BIOMARKERS AND TARGETS FOR THERAPEUTIC PATHWAYS
1339,grid.28287.37,Ericsson (Sweden),Sweden,,WO-2015110141-A1,2014,INTERFERENCE MITIGATION
1340,grid.426520.7,Zora Biosciences (Finland),Finland,,US-9459264-B2,2015,Lipidomic biomarkers for atherosclerosis and cardiovascular disease
1341,grid.471336.4,Yeda Research and Development (Israel),Israel,,WO-2014083567-A2,2013,"METHODS OF PREVENTING TUMOR METASTASIS, TREATING AND PROGNOSING CANCER AND IDENTIFYING AGENTS WHICH ARE PUTATIVE METASTASIS INHIBITORS"
1342,grid.28287.37,Ericsson (Sweden),Sweden,,US-10004085-B2,2014,Scheduling for heterogeneous networks
1343,grid.65456.34,Florida International University,United States,FIU,US-9986440-B2,2017,Interference and mobility management in UAV-assisted wireless networks
1344,grid.497526.b,Janssen (Ireland),Ireland,,US-10071961-B2,2017,Carboxamide derivatives and the use thereof as medicaments for the treatment of hepatitis B
1345,grid.5583.b,Atomic Energy and Alternative Energies Commission,France,CEA,WO-2017097720-A1,2016,"SYSTEM FOR DETECTING STRESSES OR STRAINS, IN PARTICULAR FOR A TOUCH SKIN"
1346,grid.425132.3,IntegraGen (France),France,,WO-2013132074-A3,2013,A GENOTYPING TEST FOR ASSESSING RISK OF AUTISM
1347,grid.426313.1,Telefónica (Spain),Spain,,US-9549409-B2,2013,Method for cancelling downlink interference in a LTE-advanced network
1348,grid.497526.b,Janssen (Ireland),Ireland,,US-9895349-B2,2014,N-phenyl-carboxamide derivatives and the use thereof as medicaments for the treatment of hepatitis B
1349,grid.419619.2,Janssen (Belgium),Belgium,,US-9895349-B2,2014,N-phenyl-carboxamide derivatives and the use thereof as medicaments for the treatment of hepatitis B
1350,grid.147455.6,Carnegie Mellon University,United States,CMU,US-9753023-B2,2016,Nanofiber grid and related methods
1351,grid.426520.7,Zora Biosciences (Finland),Finland,,EP-2385374-B2,2010,Lipidomic biomarkers for atherosclerosis and cardiovascular disease
1352,grid.423649.e,Continental (Germany),Germany,,WO-2017102634-A1,2016,METHOD AND APPARATUS FOR CAMERA-BASED ROAD SIGN RECOGNITION IN A MOTOR VEHICLE
1353,grid.419819.c,Nippon Telegraph and Telephone (Japan),Japan,NTT,US-9288022-B2,2013,"Method for controlling operation within a cell of a wireless cellular network, base station and wireless cellular network"
1354,grid.426520.7,Zora Biosciences (Finland),Finland,,US-9841431-B2,2015,Lipidomic biomarkers for identification of high-risk coronary artery disease patients
1355,grid.4563.4,University of Nottingham,United Kingdom,,WO-2016207638-A1,2016,CONTROLLED CELL DELIVERY VEHICLE AND TREATMENT OF TUMOURS
1356,grid.419318.6,Intel (United States),United States,,US-9775149-B2,2015,Interference management for dynamic uplink and downlink configuration
1357,grid.30389.31,University of California System,United States,,US-10002230-B2,2015,"Screening, diagnosis and prognosis of autism and other developmental disorders"
1358,grid.258799.8,Kyoto University,Japan,,EP-3008174-A4,2014,METHOD OF EFFICIENTLY ESTABLISHING INDUCED PLURIPOTENT STEM CELLS
1359,grid.21107.35,Johns Hopkins University,United States,JHU,US-9539259-B2,2013,Compounds and methods of use thereof for treating neurodegenerative disorders
1360,grid.28287.37,Ericsson (Sweden),Sweden,,US-8879492-B2,2011,Methods and arrangements for handling a downlink transmission in a cellular network
1361,grid.426313.1,Telefónica (Spain),Spain,,WO-2013189728-A1,2013,A METHOD FOR CANCELLING DOWNLINK INTERFERENCE IN A LTE-ADVANCED NETWORK
1362,grid.28287.37,Ericsson (Sweden),Sweden,,WO-2013007279-A1,2011,METHODS AND ARRANGEMENTS FOR HANDLING A DOWNLINK TRANSMISSION IN A CELLULAR NETWORK
1363,grid.1051.5,Baker IDI Heart and Diabetes Institute,Australia,,US-9255935-B2,2015,Lipid biomarkers for stable and unstable heart disease
1364,grid.411024.2,"University of Maryland, Baltimore",United States,UMAB,US-9868217-B2,2016,All-elastomer 3-axis contact resistive tactile sensor arrays and micromilled manufacturing methods thereof
1365,grid.164295.d,"University of Maryland, College Park",United States,UMCP,US-9868217-B2,2016,All-elastomer 3-axis contact resistive tactile sensor arrays and micromilled manufacturing methods thereof
1366,grid.410443.6,University System of Maryland,United States,USM,US-9868217-B2,2016,All-elastomer 3-axis contact resistive tactile sensor arrays and micromilled manufacturing methods thereof
1367,grid.421222.5,Cisco Systems (United States),United States,,US-9398586-B2,2014,Almost blank subframe based orthogonal resource allocation in a wireless network environment
1368,grid.6936.a,Technical University Munich,Germany,TUM,DE-102016108966-A1,2016,Visual-haptic sensor for 6D force / torque
1369,grid.425132.3,IntegraGen (France),France,,WO-2013132074-A2,2013,A GENOTYPING TEST FOR ASSESSING RISK OF AUTISM
1370,grid.497392.2,NEC (China),China,,WO-2013181806-A1,2012,METHOD AND APPARATUS FOR DECODING FEEDBACK SENSING FOR COGNITIVE RADIO NETWORKS
1371,grid.426520.7,Zora Biosciences (Finland),Finland,,US-9857386-B2,2016,Lipidomic biomarkers for atherosclerosis and cardiovascular disease
1372,grid.266684.8,University of Massachusetts System,United States,,US-9506033-B2,2013,Compositions and methods for inducing myoblast differentiation and myotube formation
1373,grid.418307.9,Greenwood Genetic Center,United States,GGC,US-9164106-B2,2013,Determination of decreased metabolism of tryptophan in diagnosis of autism spectrum disorders
1374,grid.421222.5,Cisco Systems (United States),United States,,US-10039095-B2,2016,Almost blank subframe based orthogonal resource allocation in a wireless network environment
1375,grid.419318.6,Intel (United States),United States,,EP-2807889-A4,2013,INTERFERENCE MANAGEMENT FOR DYNAMIC UPLINK AND DOWNLINK CONFIGURATION
1376,grid.21107.35,Johns Hopkins University,United States,JHU,EP-3076869-A4,2014,PERSONALIZED COMPUTATIONAL MODELING OF ATRIAL FIBROSIS TO GUIDE CATHETER ABLATION OF ATRIAL FIBRILLATION
1377,grid.65456.34,Florida International University,United States,FIU,US-9622133-B1,2015,Interference and mobility management in UAV-assisted wireless networks
1378,grid.418190.5,Thermo Fisher Scientific (United States),United States,Life Technologies,EP-2475791-A2,2010,ANALYSIS OF Y-CHROMOSOME STR MARKERS
1379,grid.420451.6,Google,United States,,US-9344248-B2,2011,Positioning reference signal assistance data signaling for enhanced interference coordination in a wireless communication network
1380,grid.21107.35,Johns Hopkins University,United States,JHU,WO-2015084876-A1,2014,PERSONALIZED COMPUTATIONAL MODELING OF ATRIAL FIBROSIS TO GUIDE CATHETER ABLATION OF ATRIAL FIBRILLATION
1381,grid.417893.0,Istituto Nazionale dei Tumori,Italy,INT,EP-3231811-A1,2016,"RETRO-INVERSO PEPTIDE INHIBITORS OF CELL MIGRATION, EXTRACELLULAR MATRIX AND ENDOTHELIAL INVASION BY TUMOR CELLS"
1382,grid.420451.6,Google,United States,,US-9485749-B2,2011,Idle state interference mitigation in wireless communication network
1383,grid.28287.37,Ericsson (Sweden),Sweden,,US-10014993-B2,2016,Downlink interference coordination in a radio communication network
1384,grid.497526.b,Janssen (Ireland),Ireland,,US-9884818-B2,2014,Sulphamoylpyrrolamide derivatives and the use thereof as medicaments for the treatment of hepatitis B
1385,grid.419619.2,Janssen (Belgium),Belgium,,US-9884818-B2,2014,Sulphamoylpyrrolamide derivatives and the use thereof as medicaments for the treatment of hepatitis B
1386,grid.10784.3a,Chinese University of Hong Kong,China,CUHK,US-9478854-B2,2014,Devices and methods for reducing interference between closely collocated antennas
1387,grid.419318.6,Intel (United States),United States,,EP-2807889-A1,2013,INTERFERENCE MANAGEMENT FOR DYNAMIC UPLINK AND DOWNLINK CONFIGURATION
1388,grid.418251.b,Fujitsu (Japan),Japan,,US-9396309-B2,2013,Display apparatus and display method displaying simulation results of a three dimensional model of an organ
1389,grid.26999.3d,University of Tokyo,Japan,UT,US-9396309-B2,2013,Display apparatus and display method displaying simulation results of a three dimensional model of an organ
1390,grid.38142.3c,Harvard University,United States,,US-9625333-B2,2014,Tactile sensor
1391,grid.467466.1,Motorola (United States),United States,,WO-2012064589-A1,2011,INTERFERENCE MEASUREMENTS IN ENHANCED INTER-CELL INTERFERENCE COORDINATION CAPABLE WIRELESS TERMINALS
1392,grid.426520.7,Zora Biosciences (Finland),Finland,,US-9046538-B2,2011,Lipidomic biomarkers for atherosclerosis and cardiovascular disease
1393,grid.5326.2,National Research Council,Italy,CNR,WO-2017122159-A1,2017,ENCAPSULATED TRANSDUCER FOR HAPTIC INTERFACES
1394,grid.263145.7,Sant'Anna School of Advanced Studies,Italy,,WO-2017122159-A1,2017,ENCAPSULATED TRANSDUCER FOR HAPTIC INTERFACES
1395,grid.471241.5,Renesas Electronics (Japan),Japan,,WO-2013008190-A3,2012,WIRELESS COMMUNICATIONS
1396,grid.6533.3,Nokia (Finland),Finland,,WO-2013037422-A1,2011,COMMUNICATIONS IN RADIO SERVICE AREAS
1397,grid.28287.37,Ericsson (Sweden),Sweden,,US-9356709-B2,2012,Downlink interference coordination in a radio communication network
1398,grid.420451.6,Google,United States,,US-8837301-B2,2011,Interference measurements in enhanced inter-cell interference coordination capable wireless terminals
1399,grid.467466.1,Motorola (United States),United States,,US-8837301-B2,2011,Interference measurements in enhanced inter-cell interference coordination capable wireless terminals
1400,grid.419318.6,Intel (United States),United States,,US-9635676-B2,2015,Apparatus for an enhanced node B for inter-cell interference coordination in wireless networks
1401,grid.430388.4,Qualcomm (United States),United States,,US-9497639-B2,2013,Methods and apparatus for adapting femtocell properties based on changes detected in network topology
1402,grid.6533.3,Nokia (Finland),Finland,,US-8989112-B2,2012,eICIC carrier aggregation using extension carriers
1403,grid.4444.0,French National Centre for Scientific Research,France,CNRS,EP-2842566-A1,2013,USE OF ARPIN A NEW INHIBITOR OF THE ARP2/3 COMPLEX FOR THE DIAGNOSIS AND TREATMENT OF DISEASES
1404,grid.4563.4,University of Nottingham,United Kingdom,,WO-2016207637-A1,2016,CELL MODIFICATION AND APPLICATION IN THERAPY
1405,grid.429056.c,Baruch S. Blumberg Institute,United States,,EP-3085368-A1,2012,SULFAMOYLBENZAMIDE DERIVATIVES AS ANTIVIRAL AGENTS AGAINST HBV INFECTION
1406,grid.166341.7,Drexel University,United States,,EP-3085368-A1,2012,SULFAMOYLBENZAMIDE DERIVATIVES AS ANTIVIRAL AGENTS AGAINST HBV INFECTION
1407,grid.420451.6,Google,United States,,US-9621308-B2,2014,Interference measurements in enhanced inter-cell interference coordination capable wireless terminals
1408,grid.467466.1,Motorola (United States),United States,,US-9621308-B2,2014,Interference measurements in enhanced inter-cell interference coordination capable wireless terminals
1409,grid.30389.31,University of California System,United States,,US-9239346-B2,2013,Systems for providing electro-mechanical sensors
1410,grid.418251.b,Fujitsu (Japan),Japan,,US-20130332134-A1,2013,"COMPUTER PRODUCT, DISPLAY METHOD, AND DISPLAY APPARATUS"
1411,grid.26999.3d,University of Tokyo,Japan,UT,US-20130332134-A1,2013,"COMPUTER PRODUCT, DISPLAY METHOD, AND DISPLAY APPARATUS"
1412,grid.30389.31,University of California System,United States,,EP-2877605-A4,2013,"SCREENING, DIAGNOSIS AND PROGNOSIS OF AUTISM AND OTHER DEVELOPMENTAL DISORDERS"
1413,grid.426520.7,Zora Biosciences (Finland),Finland,,US-9201080-B2,2011,Lipidomic biomarkers for identification of high-risk coronary artery disease patients
1414,grid.166341.7,Drexel University,United States,,US-9758477-B2,2015,Sulfamoylbenzamide derivatives as antiviral agents against HBV infection
1415,grid.429056.c,Baruch S. Blumberg Institute,United States,,US-9758477-B2,2015,Sulfamoylbenzamide derivatives as antiviral agents against HBV infection
