,id,name,country_name,acronym,grant_id,grant_year,grant_title
2229,grid.418722.a,Celgene (United States),United States,Celgene,US-9925207-B2,2014,Methods of treating myelodysplastic syndromes using lenalidomide
2230,grid.5386.8,Cornell University,United States,CU,US-9572789-B2,2016,Methods of treatment using modulators of SIRT2
2231,grid.38142.3c,Harvard University,United States,,US-9011861-B2,2011,Therapeutic compositions for the treatment of dry eye disease
2232,grid.453773.1,Wisconsin Alumni Research Foundation,United States,WARF,US-9290741-B2,2014,Simplified methods for generating endothelial cells from human pluripotent stem cells under defined conditions
2233,grid.497188.b,ServiceNow (United States),United States,,US-20140156581-A1,2013,A COMPUTER IMPLEMENTED SYSTEM FOR AUTOMATING THE GENERATION OF A BUSINESS DECISION ANALYTIC MODEL
2234,grid.471336.4,Yeda Research and Development (Israel),Israel,,WO-2014020608-A1,2013,METHODS OF DIAGNOSING AND TREATING MOTOR NEURON DISEASES
2235,grid.425902.8,Catalan Institution for Research and Advanced Studies,Spain,ICREA,WO-2018015291-A1,2017,METHODS OF DIAGNOSIS ALZHEIMER'S DISEASE
2236,grid.5333.6,Swiss Federal Institute of Technology in Lausanne,Switzerland,EPFL,WO-2018015291-A1,2017,METHODS OF DIAGNOSIS ALZHEIMER'S DISEASE
2237,grid.488354.6,Thrombogenics (Belgium),Belgium,,US-9089552-B2,2013,Improving trabeculectomy outcome by administering an anti-placental growth factor antibody
2238,grid.5386.8,Cornell University,United States,CU,US-9359293-B2,2012,Methods of treatment using modulators of SIRT2
2239,grid.10939.32,University of Tartu,Estonia,UT,EP-2594649-A1,2012,A method and a kit to predict response to antidepressant treatment
2240,grid.420097.8,MSD (Netherlands),Netherlands,MSD,WO-2012152898-A1,2012,TREATMENT OF MASTITIS
2241,grid.480357.d,Research Corporation Technologies (United States),United States,RCT,EP-2753688-A4,2012,VIABLE GRAM NEGATIVE BACTERIA WITH REDUCED PROTEOLYTIC ACTIVITY LACKING OUTER MEMBRANE AGONISTS OF TLR4/MD-2
2242,grid.1013.3,University of Sydney,Australia,USYD,EP-2709975-A1,2012,PRENYLATED HYDROXYSTILBENES
2243,grid.34477.33,University of Washington,United States,UW,US-9810693-B2,2013,Chromophoric polymer dots
2244,grid.417832.b,Biogen (United States),United States,,EP-1575531-B1,2003,THERAPIES FOR CHRONIC INFLAMMATORY DEMYELINATING POLYNEUROPATHY USING INTERFERON-BETA
2245,grid.467162.0,AbbVie (Germany),Germany,,US-8865650-B2,2013,Therapy for complications of diabetes
2246,grid.428240.8,Evotec (Germany),Germany,,US-8859545-B2,2010,"Tetrahydronaphthyridine and tetrahydropyrido[4,3-D]pyrimidine compounds and compositions thereof useful for the treatment of inflammatory and respiratory diseases"
2247,grid.34477.33,University of Washington,United States,UW,WO-2011057295-A2,2010,FUNCTIONALIZED CHROMOPHORIC POLYMER DOTS AND BIOCONJUGATES THEREOF
2248,grid.26090.3d,Clemson University,United States,,WO-2011057295-A2,2010,FUNCTIONALIZED CHROMOPHORIC POLYMER DOTS AND BIOCONJUGATES THEREOF
2249,grid.418267.e,Ligand Pharmaceuticals (United States),United States,,US-9662312-B2,2015,Method for treating glomerulosclerosis
2250,grid.488376.6,Reata Pharmaceuticals (United States),United States,,WO-2015027206-A1,2014,METHODS OF TREATING AND PREVENTING ENDOTHELIAL DYSFUNCTION USING BARDOXOLOLONE METHYL OR ANALOGS THEREOF
2251,grid.5252.0,Ludwig Maximilian University of Munich,Germany,LMU,EP-2703384-A1,2012,Inhibitors of CD40-TRAF6 interaction
2252,grid.170205.1,University of Chicago,United States,UC,US-9101576-B2,2012,Treatment of inflammatory diseases
2253,grid.250903.d,Feinstein Institute for Medical Research,United States,,WO-2015048083-A1,2014,PEPTIDES INHIBITING COLD-INDUCIBLE RNA BINDING PROTEIN ACTIVITY
2254,grid.5252.0,Ludwig Maximilian University of Munich,Germany,LMU,WO-2014033122-A1,2013,INHIBITORS OF CD40-TRAF6 INTERACTION
2255,grid.5284.b,University of Antwerp,Belgium,,WO-2013041577-A1,2012,METHODS FOR THE DIAGNOSIS OF AMYOTROPHIC LATERAL SCLEROSIS AND FRONTOTEMPORAL LOBAR DEGENERATION
2256,grid.34477.33,University of Washington,United States,UW,US-9797840-B2,2012,Highly fluorescent polymer nanoparticle
2257,grid.34477.33,University of Washington,United States,UW,EP-2809510-A4,2013,POLYELECTROLYTE-COATED POLYMER DOTS AND RELATED METHODS
2258,grid.467162.0,AbbVie (Germany),Germany,,US-9592231-B2,2014,Therapy for complications of diabetes
2259,grid.34477.33,University of Washington,United States,UW,US-10067139-B2,2013,Polyelectrolyte-coated polymer dots and related methods
2260,grid.239578.2,Cleveland Clinic,United States,,US-8263085-B2,2007,Gammaretrovirus associated with cancer
2261,grid.30389.31,University of California System,United States,,US-8263085-B2,2007,Gammaretrovirus associated with cancer
2262,grid.168010.e,Stanford University,United States,SU,US-20150031996-A1,2014,SEMICONDUCTING POLYMER NANOPARTICLES AS PHOTOACOUSTIC MOLECULAR IMAGING PROBES
2263,grid.170430.1,University of Central Florida,United States,UCF,US-9259468-B2,2012,Cancer therapy via selective uptake of specialized nanoparticles in cancer cells
2264,grid.170205.1,University of Chicago,United States,UC,US-9370497-B2,2015,Treatment of inflammatory diseases
2265,grid.170205.1,University of Chicago,United States,UC,US-8258150-B2,2007,Treatment of inflammatory diseases
2266,grid.34477.33,University of Washington,United States,UW,AU-2011317142-B2,2011,Chromophoric polymer dots
2267,grid.1013.3,University of Sydney,Australia,USYD,EP-2709975-A4,2012,PRENYLATED HYDROXYSTILBENES
2268,grid.467162.0,AbbVie (Germany),Germany,,US-8623819-B2,2013,Therapy for complications of diabetes
2269,grid.471046.0,Canon (Japan),Japan,,US-20170039776-A1,2016,"IMAGE PROCESSING APPARATUS, IMAGE PROCESSING METHOD, AND NON-TRANSITORY COMPUTER-READABLE STORAGE MEDIUM"
2270,grid.21107.35,Johns Hopkins University,United States,JHU,US-9539427-B2,2011,Methods for improving heart function
2271,grid.11899.38,University of Sao Paulo,Brazil,USP,WO-2011130812-A3,2011,"SUSPENSIONS FOR PREPARING BIOSILICATE-BASED BONE GRAFTS (SCAFFOLDS), THUS OBTAINED BONE GRAFTS AND METHODS FOR PRODUCING SAME"
2272,grid.411247.5,Federal University of São Carlos,Brazil,UFSCar,WO-2011130812-A3,2011,"SUSPENSIONS FOR PREPARING BIOSILICATE-BASED BONE GRAFTS (SCAFFOLDS), THUS OBTAINED BONE GRAFTS AND METHODS FOR PRODUCING SAME"
2273,grid.417832.b,Biogen (United States),United States,,EP-1575531-A2,2003,THERAPIES FOR CHRONIC INFLAMMATORY DEMYELINATING POLYNEUROPATHY USING INTERFERON-&bgr;
2274,grid.418267.e,Ligand Pharmaceuticals (United States),United States,,US-9993461-B2,2017,Method for treating disorders associated with glomerular function
2275,grid.7597.c,RIKEN,Japan,RIKEN ,WO-2012029993-A1,2011,METHOD OF DETECTING TYPE II DIABETES
2276,grid.418158.1,Roche (United States),United States,Roche,US-10082508-B2,2016,Automated analysis of circulating tumor cells
2277,grid.7700.0,Heidelberg University,Germany,,WO-2018083284-A1,2017,WNT ANTAGONISTS AND THEIR USE IN METHODS FOR TREATING MYOCARDIAL INFARCTION
2278,grid.5330.5,University of Erlangen-Nuremberg,Germany,FAU,WO-2018100139-A1,2017,"A CD33-, CD16- AND CD123-SPECIFIC SINGLE CHAIN TRIPLEBODY"
2279,grid.472773.2,Alkermes (Ireland),Ireland,,US-9090558-B2,2014,Prodrugs of fumarates and their use in treating various diseases
2280,grid.431072.3,AbbVie (United States),United States,"Abbvie Biotherapeutics, Inc",US-9963459-B1,2017,"Processes for the preparation of (3S,4R)-3-ethyl-4-(3H-imidazo[1,2-alpla]pyrrolo[2,3-e]-pyrazin-8-YL)-N-(2,2,2-Trifluoroethyl)pyrrol and solid state forms thereof"
2281,grid.431072.3,AbbVie (United States),United States,"Abbvie Biotherapeutics, Inc",US-10017517-B2,2018,"Processes for the preparation of (3S,4R)-3-ethyl-4-(3H-imidazo[1,2-α]pyrrolo[2,3-e]-pyrazin-8-yl)-N-(2,2,2-trifluorethyl)pyrrolidine-1-carboxamide and solid state forms thereof"
2282,grid.4444.0,French National Centre for Scientific Research,France,CNRS,US-8859537-B2,2005,Pharmaceutical composition for treating and/or preventing a pathology associated with an obsessional behavior or with obesity
2283,grid.38142.3c,Harvard University,United States,,US-9782417-B2,2016,Methods of increasing satellite cell proliferation with kinase inhibitors
2284,grid.116068.8,Massachusetts Institute of Technology,United States,MIT,US-9840479-B2,2015,Polyamine-fatty acid derived lipidoids and uses thereof
2285,grid.430119.e,Reset Therapeutics,United States,,US-9775845-B2,2016,Carbazole-containing sulfonamides as cryptochrome modulators
2286,grid.431072.3,AbbVie (United States),United States,"Abbvie Biotherapeutics, Inc",US-9879018-B2,2017,"Processes for the preparation of (3S,4R)-3-ethyl-4-(3H-imidazo[1,2-α]pyrrolo[2,3-e]-pyrazin-8-yl)-N-(2,2,2-trifluoroethyl and solid state forms thereof"
2287,grid.476085.8,Arbor Pharmaceuticals (United States),United States,,US-9452972-B2,2014,Methods of using prodrugs of methyl hydrogen fumarate and pharmaceutical compositions thereof
2288,grid.476085.8,Arbor Pharmaceuticals (United States),United States,,US-9597292-B2,2013,Oral dosage forms of methyl hydrogen fumarate and prodrugs thereof
2289,grid.38142.3c,Harvard University,United States,,US-9248185-B2,2012,Methods of increasing satellite cell proliferation
2290,grid.5386.8,Cornell University,United States,CU,US-9951388-B2,2012,Spectral imaging for measurement of nuclear pathology features in cancer cells prepared for in situ analysis
2291,grid.418158.1,Roche (United States),United States,Roche,US-9951388-B2,2012,Spectral imaging for measurement of nuclear pathology features in cancer cells prepared for in situ analysis
2292,grid.476085.8,Arbor Pharmaceuticals (United States),United States,,US-8785443-B2,2011,Methods of using prodrugs of methyl hydrogen fumarate and pharmaceutical compositions thereof
2293,grid.430119.e,Reset Therapeutics,United States,,US-10005759-B2,2015,"Carbazole-containing amides, carbamates, and ureas as cryptochrome modulators"
2294,grid.116068.8,Massachusetts Institute of Technology,United States,MIT,US-9315472-B2,2014,"1,3,5-triazinane-2,4,6-trione derivatives and uses thereof"
2295,grid.189504.1,Boston University,United States,BU,US-9814761-B2,2013,"Compositions, methods and assays comprising amylin or amlyin analogs for abeta-peptide mediated disorders"
2296,grid.463905.d,Innate Pharma (France),France,,US-9844593-B2,2011,Methods for treatment of recurrent hematological malignancies
2297,grid.7429.8,French Institute of Health and Medical Research,France,INSERM,WO-2016128523-A1,2016,METHODS FOR PREDICTING THE RESPONSIVENESS OF A PATIENT AFFECTED WITH MALIGNANT HEMATOLOGICAL DISEASE TO CHEMOTHERAPY TREATMENT AND METHODS OF TREATMENT OF SUCH DISEASE
2298,grid.50550.35,Assistance Publique -Hopitaux De Paris,France,AP-HP,WO-2016128523-A1,2016,METHODS FOR PREDICTING THE RESPONSIVENESS OF A PATIENT AFFECTED WITH MALIGNANT HEMATOLOGICAL DISEASE TO CHEMOTHERAPY TREATMENT AND METHODS OF TREATMENT OF SUCH DISEASE
2299,grid.4817.a,University of Nantes,France,,WO-2016128523-A1,2016,METHODS FOR PREDICTING THE RESPONSIVENESS OF A PATIENT AFFECTED WITH MALIGNANT HEMATOLOGICAL DISEASE TO CHEMOTHERAPY TREATMENT AND METHODS OF TREATMENT OF SUCH DISEASE
2300,grid.7252.2,University of Angers,France,,WO-2016128523-A1,2016,METHODS FOR PREDICTING THE RESPONSIVENESS OF A PATIENT AFFECTED WITH MALIGNANT HEMATOLOGICAL DISEASE TO CHEMOTHERAPY TREATMENT AND METHODS OF TREATMENT OF SUCH DISEASE
2301,grid.411147.6,Centre Hospitalier Universitaire de Angers,France,CHU,WO-2016128523-A1,2016,METHODS FOR PREDICTING THE RESPONSIVENESS OF A PATIENT AFFECTED WITH MALIGNANT HEMATOLOGICAL DISEASE TO CHEMOTHERAPY TREATMENT AND METHODS OF TREATMENT OF SUCH DISEASE
2302,grid.4444.0,French National Centre for Scientific Research,France,CNRS,WO-2016128523-A1,2016,METHODS FOR PREDICTING THE RESPONSIVENESS OF A PATIENT AFFECTED WITH MALIGNANT HEMATOLOGICAL DISEASE TO CHEMOTHERAPY TREATMENT AND METHODS OF TREATMENT OF SUCH DISEASE
2303,grid.10992.33,Paris Descartes University,France,,WO-2016128523-A1,2016,METHODS FOR PREDICTING THE RESPONSIVENESS OF A PATIENT AFFECTED WITH MALIGNANT HEMATOLOGICAL DISEASE TO CHEMOTHERAPY TREATMENT AND METHODS OF TREATMENT OF SUCH DISEASE
2304,grid.476085.8,Arbor Pharmaceuticals (United States),United States,,US-8148414-B2,2009,"Prodrugs of methyl hydrogen fumarate, pharmaceutical compositions thereof, and methods of use"
2305,grid.434011.3,Eos Neuroscience (United States),United States,,GB-2492719-A,2011,Methods and compositions for decreasing chronic pain
2306,grid.412860.9,Wake Forest Baptist Medical Center,United States,,GB-2492719-A,2011,Methods and compositions for decreasing chronic pain
2307,grid.13097.3c,King's College London,United Kingdom,KCL,US-8908875-B2,2012,Electronic device with digital reverberator and method
2308,grid.4444.0,French National Centre for Scientific Research,France,CNRS,US-8436021-B2,2008,Pharmaceutical composition for treating and/or preventing a pathology associated with an obsessional behavior or with obesity
2309,grid.434011.3,Eos Neuroscience (United States),United States,,WO-2011127088-A2,2011,METHODS AND COMPOSITIONS FOR DECREASING CHRONIC PAIN
2310,grid.418726.e,Purdue Pharma (United States),United States,,US-9993482-B2,2015,Pharmaceutical combination comprising a class III receptor tyrosine kinase inhibitor and the alkylating histone-deacetylase inhibitor fusion molecule EDO-S101 together with its use in the treatment of cancer
2311,grid.8954.0,University of Ljubljana,Slovenia,UL,WO-2013178794-A1,2013,A NOVEL METHOD FOR THE DIAGNOSIS OF ENDOMETRIOSIS
2312,grid.4567.0,Helmholtz Zentrum München,Germany,,WO-2013178794-A1,2013,A NOVEL METHOD FOR THE DIAGNOSIS OF ENDOMETRIOSIS
2313,grid.476085.8,Arbor Pharmaceuticals (United States),United States,,US-9999672-B2,2015,Pharmaceutical compositions of fumaric acid esters
2314,grid.281926.6,American Red Cross,United States,ARC,US-9051390-B2,2010,"Inhibition of prion propagation by receptor associated protein (RAP), its derivatives, mimetics and synthetic peptides"
2315,grid.185448.4,"Agency for Science, Technology and Research",Singapore,A*STAR,WO-2013158046-A1,2013,"RNAI-BASED THERAPIES FOR CARDIOMYOPATHIES, MUSCULAR DYSTROPHIES AND LAMINOPATHIES"
2316,grid.431072.3,AbbVie (United States),United States,"Abbvie Biotherapeutics, Inc",US-9879019-B2,2017,"Processes for the preparation of (3S,4R)-3-ethyl-4-(3H-imidazo[1,2-α]pyrrolo[2,3-e]-pyrazin-8-yl)-N-(2,2,2-trifluoroethyl)pyrrolidine-1-carboxamide and solid state forms thereof"
2317,grid.137628.9,New York University,United States,NYU,US-9783582-B2,2011,"Staphylococcus aureus leukocidins, therapeutic compositions, and uses thereof"
2318,grid.412860.9,Wake Forest Baptist Medical Center,United States,,US-9663824-B2,2014,Compositions and methods for epigenetic regulation of long chain polyunsaturated fatty acid production
2319,grid.116068.8,Massachusetts Institute of Technology,United States,MIT,US-9556110-B2,2015,Aminoalcohol lipidoids and uses thereof
2320,grid.55460.32,The University of Texas System,United States,UT System,WO-2017075147-A1,2016,CHIMERIC ANTIGEN RECEPTOR MOLECULES AND USES THEREOF
2321,grid.472773.2,Alkermes (Ireland),Ireland,,US-9505776-B2,2014,Prodrugs of fumarates and their use in treating various diseases
2322,grid.27235.31,United States Department of Health and Human Services,United States,DHHS,US-9101600-B2,2011,Compounds as RORγt modulators and uses thereof
2323,grid.137628.9,New York University,United States,NYU,US-9101600-B2,2011,Compounds as RORγt modulators and uses thereof
2324,grid.4444.0,French National Centre for Scientific Research,France,CNRS,US-9168250-B2,2013,Pharmaceutical composition for treating and/or preventing a pathology associated with an obsessional behavior or with obesity
2325,grid.5330.5,University of Erlangen-Nuremberg,Germany,FAU,EP-3330289-A1,2016,"A CD33-, CD16- AND CD123-SPECIFIC SINGLE CHAIN TRIPLEBODY"
2326,grid.7597.c,RIKEN,Japan,RIKEN ,WO-2012063829-A1,2011,"NOVEL GENE, AND OSTEOPOROSIS TESTING METHOD BASED ON SINGLE NUCLEOTIDE POLYMORPHISM ON FONG GENE LOCUS"
2327,grid.134563.6,University of Arizona,United States,UA,US-9435812-B2,2012,Expression of ETS related gene (ERG) and phosphatase and tensin homolog (PTEN) correlates with prostate cancer capsular penetration
2328,grid.418158.1,Roche (United States),United States,Roche,US-9435812-B2,2012,Expression of ETS related gene (ERG) and phosphatase and tensin homolog (PTEN) correlates with prostate cancer capsular penetration
2329,grid.417574.4,Abbott (United States),United States,,US-8183349-B2,2010,Markers of XMRV infection and uses thereof
2330,grid.116068.8,Massachusetts Institute of Technology,United States,MIT,US-9238716-B2,2012,Conjugated lipomers and uses thereof
2331,grid.476085.8,Arbor Pharmaceuticals (United States),United States,,US-9302977-B2,2014,Method of making monomethyl fumarate
2332,grid.472773.2,Alkermes (Ireland),Ireland,,US-8669281-B1,2013,Prodrugs of fumarates and their use in treating various diseases
2333,grid.410425.6,City Of Hope National Medical Center,United States,,US-9657105-B2,2013,CD123-specific chimeric antigen receptor redirected T cells and methods of their use
