id,investigator_id,first_name,last_name,middle_name,role,aff_id,aff_name,aff_state_code,aff_state,aff_country_code,aff_city_id,aff_city,aff_country
grant.2773951,ur.015627435357.32,Brian,Falzon,George,Co-PI,,,,,,,,
grant.2774992,ur.010040027705.69,Ian,Postlethwaite,,Co-PI,,,,,,,,
grant.2774992,ur.0601635253.39,David,Butler,,Co-PI,,,,,,,,
grant.2774992,ur.012246452362.22,Bogumil,Ulanicki,,Co-PI,,,,,,,,
grant.2774992,ur.014060127403.21,Ian,Marshall,William,Co-PI,,,,,,,,
grant.2774992,ur.01212100655.95,Richard,Fenner,,Co-PI,,,,,,,,
grant.2774992,ur.0722215374.50,Joby,Boxall,,Co-PI,,,,,,,,
grant.2774992,ur.015026531561.27,Soon-Thiam,Khu,,Co-PI,,,,,,,,
grant.2774992,ur.014034763271.27,Emmanuel,Prempain,,Co-PI,,,,,,,,
grant.2774992,ur.0742155350.57,Adrian John,Saul,,Co-PI,,,,,,,,
grant.2774992,ur.01263257674.56,Richard,Ashley,Martin,Co-PI,,,,,,,,
grant.2774992,ur.07420350267.30,Simon,Prescott,Linton,Co-PI,,,,,,,,
grant.2774992,ur.01236777520.34,Kenichi,Soga,,Co-PI,,,,,,,,
grant.2774992,ur.01116566403.23,Zoran,Kapelan,,Co-PI,,,,,,,,
grant.2767285,ur.015436016567.30,Valentina,Corradi,,Co-PI,,,,,,,,
grant.2767285,ur.012174210243.47,Marcelo,Fernandes,,Co-PI,,,,,,,,
grant.2769358,ur.010322313215.23,Martin Robert,Bridson,,PI,,,,,,,,
grant.2782402,ur.01354756077.46,Karl,Krushelnick,,Co-PI,,,,,,,,
grant.2782402,ur.01047066710.66,Michael,Poole,William,Co-PI,grid.14467.30,STFC - Laboratories,,South East,GB,2636389,,United Kingdom
grant.2774105,ur.01275403765.66,Costas,Anastassiou,Athanasiou,PI,,,,,,,,
grant.2764802,ur.01154133415.68,Carol,Dezateux,,PI,grid.4868.2,"Queen Mary, University of London",,London,GB,2643743,,United Kingdom
grant.2764802,ur.010616342352.79,Angela,Wade,,Co-PI,grid.83440.3b,University College London,,London,GB,2643743,,United Kingdom
grant.2764802,ur.01257340747.20,Maria,Bitner-Glindzicz,,Co-PI,grid.83440.3b,University College London,,London,GB,2643743,,United Kingdom
grant.2764802,ur.012653207302.16,Timothy,Cole,James,Co-PI,grid.83440.3b,University College London,,London,GB,2643743,,United Kingdom
grant.2764802,ur.012726321162.64,Catherine,Law,Mary,Co-PI,grid.83440.3b,University College London,,London,GB,2643743,,United Kingdom
grant.2764802,ur.01033323032.68,Marie,Newell,Louise,Co-PI,grid.83440.3b,University College London,,London,GB,2643743,,United Kingdom
grant.2764802,ur.01344270353.92,Mario,Cortina-Borja,,Co-PI,grid.83440.3b,University College London,,London,GB,2643743,,United Kingdom
grant.2764802,ur.01372515730.94,David,Ingram,,Co-PI,grid.83440.3b,University College London,,London,GB,2643743,,United Kingdom
grant.2764802,ur.012236726454.41,Patricia,Tookey,Ann,Co-PI,grid.83440.3b,University College London,,London,GB,2643743,,United Kingdom
grant.2764802,ur.016413064677.57,Ian,Wong,Chi,Co-PI,,,,,,,,
grant.2764802,ur.01220216602.50,Catherine,Peckham,,Co-PI,grid.83440.3b,University College London,,London,GB,2643743,,United Kingdom
grant.2755476,ur.0600474550.17,Myles,Allen,Robert,PI,,,,,,,,
grant.7388708,ur.01111677604.33,Mustafa,Djamgoz,,PI,,,,,,,,
grant.7388708,ur.01071503025.08,Scott,Fraser,,Co-PI,,,,,,,,
grant.2776792,ur.01001160734.76,Wuding,Zhou,,Co-PI,grid.13097.3c,King's College London,,London,GB,2643743,,United Kingdom
grant.2753179,ur.07762654212.28,Yasuhiro,Takeuchi,,Co-PI,grid.83440.3b,University College London,,London,GB,2643743,,United Kingdom
grant.2770065,ur.01161105370.25,Anne,Ridley,,PI,,,,,,,,
grant.2770065,ur.01321757215.68,Sarah,Heasman,,Co-PI,,,,,,,,
grant.3529625,ur.0616435342.74,Zita Maria Almeida,do Vale,,PI,grid.410926.8,ISEP - Instituto Superior de Engenharia do Porto,,PT-13,PT,2735943,Porto,PT
grant.3529625,ur.01115225542.42,José Marílio,Oliveira Cardoso,,Co-PI,grid.5808.5,Instituto Superiror de Engenharia do Porto,,PT-13,PT,2735943,PORTO,PT
grant.3529625,ur.01174043066.45,Ana Maria,Madureira,,Co-PI,grid.410926.8,Departamento de Engª Informática - Instituto Superior de Engenharia do Porto(ISEP),,PT-13,PT,2735943,Porto,PT
grant.3529625,ur.0732663742.45,Maria João,Carneiro Madureira,,Co-PI,grid.410926.8,ISEP - Instituto Superior de Engenharia do Porto,,PT-13,PT,2735943,Porto,PT
grant.3529625,ur.01000777142.09,Luís Filipe,Caeiro Castanheira,,Co-PI,,,,PT-13,PT,2735943,Porto,PT
grant.2776528,ur.0612357530.71,Anna,Crowley,Barbara,Co-PI,,,,,,,,
grant.2773604,ur.01112135725.18,Gail,Preston,Margaret,PI,grid.4991.5,University of Oxford,,South East,GB,2640729,,United Kingdom
grant.2758121,ur.0603672640.01,Graham,Ault,,Co-PI,,,,,,,,
grant.2758121,ur.01256134024.49,Roger,Goodall,Morgan,Co-PI,,,,,,,,
grant.2758121,ur.0714421660.42,Dave,Laurenson,,Co-PI,,,,,,,,
grant.2758121,ur.01145076660.26,James,McDonald,,Co-PI,,,,,,,,
grant.2758121,ur.07645556061.73,Philip,Moore,,Co-PI,,,,,,,,
grant.2766178,ur.0672113464.00,John,Iredale,,Co-PI,,,,,,,,
grant.2766178,ur.01111470547.53,Roger,Cox,David,Co-PI,,,,,,,,
grant.2766178,ur.01034443243.72,Christopher,Day,,Co-PI,,,,,,,,
grant.2766178,ur.015340260372.35,Ann,Daly,,Co-PI,,,,,,,,
grant.2766178,ur.01022472550.21,Robert,Johnson,,Co-PI,,,,,,,,
grant.2766178,ur.01044302750.61,Quentin,Anstee,Mark,Co-PI,,,,,,,,
grant.2766178,ur.014624240725.52,Kevin,Park,,Co-PI,,,,,,,,
grant.2766178,ur.07401035202.97,Stephen,Brown,,Co-PI,,,,,,,,
grant.2766178,ur.014754520544.21,David,Jones,Emrys,Co-PI,,,,,,,,
grant.2752649,ur.015702751117.97,Ken,Suzuki,,PI,grid.4868.2,"Queen Mary, University of London",,London,GB,2643743,,United Kingdom
grant.6770049,ur.01022060217.67,Arie,Deursen,Van,PI,grid.5292.c,Technische Universiteit Delft,,,NL,2757345,,
grant.6770049,ur.016061665012.59,Laurence,Duchien,,PI,,Centre de recherche INRIA Futurs,,,FR,3004630,,
grant.6770049,ur.015035777643.36,Bernard,Boigelot,,PI,grid.4861.b,Université de Liège,,,BE,2792413,,
grant.6770049,ur.016707307741.04,Thierry,Massart,,PI,grid.4989.c,Université Libre de Bruxelles,,,BE,2800866,,
grant.6770049,ur.07636756277.10,Kim,Mens,,PI,grid.7942.8,Université Catholique de Louvain,,,BE,2792073,,
grant.6770049,ur.015445033063.70,Serge,Demeyer,,PI,grid.5284.b,Universiteit Antwerpen,,,BE,2803138,,
grant.6770049,ur.016206253417.61,Pierre-Yes,Schobbens,,PI,grid.6520.1,Facultés Universitaires Notre-Dame de la Paix,,,BE,2790471,,
grant.6770049,ur.010047741465.52,Theo,D'hondt,,PI,grid.8767.e,Vrije Universiteit Brussel,,,BE,2800866,,
grant.6769915,ur.0607630424.14,François,Fuks,,PI,grid.4989.c,Université Libre de Bruxelles,,,BE,2800866,,
grant.6769915,ur.01057765162.19,Jan,Tavernier,,PI,grid.5342.0,Universiteit Gent,,,BE,2797656,,
grant.6769915,ur.01011027111.45,Kris,Gevaert,,PI,grid.5342.0,Universiteit Gent,,,BE,2797656,,
grant.6769915,ur.01351326125.53,Mark,Rider,,PI,grid.7942.8,Université Catholique de Louvain,,,BE,2792073,,
grant.6769915,ur.0737212206.32,Etienne,Waelkens,,PI,grid.5596.f,Katholieke Universiteit Leuven,,,BE,2792482,,
grant.6769915,ur.015302721754.55,Franck,Dequiedt,,PI,grid.410510.1,Gembloux Agro-Bio Tech,,,BE,2797713,,
grant.6769915,ur.0656237724.60,Frank,Wuytack,,PI,grid.5596.f,Katholieke Universiteit Leuven,,,BE,2792482,,
grant.2753701,ur.01110401146.53,Oliver,Billker,,PI,grid.10306.34,The Wellcome Trust  Sanger Institute,,East of England,GB,2653941,,
grant.2753561,ur.010573451367.06,Rubeta,Matin,Nishat,PI,grid.4991.5,University of Oxford,,South East,GB,2640729,,United Kingdom
grant.2765060,ur.015674304512.31,Janette,Atkinson,,PI,grid.83440.3b,University College London,,London,GB,2643743,,United Kingdom
grant.2765060,ur.01166637400.95,Oliver,Braddick,John,Co-PI,grid.4991.5,University of Oxford,,South East,GB,2640729,,United Kingdom
grant.2765060,ur.0106017142.61,John,Wattam-Bell,Richard,Co-PI,grid.83440.3b,University College London,,London,GB,2643743,,United Kingdom
grant.2758045,ur.011463366131.46,Johann,Kirsten,Frederick,Co-PI,,,,,,,,
grant.2758045,ur.01053107260.43,Marthinus,Gouse,,Co-PI,,,,,,,,
grant.2758045,ur.011155440571.23,Andrew,Dorward,Ross,Co-PI,,,,,,,,
grant.2758045,ur.07721156652.16,Jenifer,Piesse,,Co-PI,,,,,,,,
grant.2775642,ur.0710076631.50,Elise,Cartmell,,PI,grid.12026.37,Cranfield University,,East of England,GB,2652087,,United Kingdom
grant.2775642,ur.016570117414.48,Hoi,Yeung,,Co-PI,grid.12026.37,Cranfield University,,East of England,GB,2652087,,United Kingdom
grant.2771248,ur.01146074160.01,Martin,Howard,,Co-PI,,,,,,,,
grant.2753563,ur.01267642201.37,Daniel,Gale,,PI,grid.83440.3b,University College London,,London,GB,2643743,,United Kingdom
grant.2758977,ur.01014332570.48,Keith,Shine,Peter,PI,,,,,,,,
grant.2783394,ur.011143134655.51,David,Limebeer,,PI,,,,,,,,
grant.2778646,ur.01233116212.60,Jan,Domin,,PI,,,,,,,,
grant.2773372,ur.01130065235.18,Peter,Cherepanov,,PI,,,,,,,,
grant.2771579,ur.01066152572.08,Robert,Noland,B,Co-PI,,,,,,,,
grant.7046866,ur.0654261572.47,Derek,Dunn-Rankin,,PI,grid.30389.31,University of California,US-CA,,US,5378538,,
grant.7046866,ur.016603710667.38,Zeng-Guang,Yuan,,Co-PI,grid.419077.c,National Center for Space Exploration Research,US-OH,,US,5150529,,
grant.5211672,ur.0657730107.36,Tristan,Rivière,,PI,grid.5801.c,Departement Mathematik ETH Zürich,,,CH,2657896,,
grant.5211672,ur.01202422324.22,Tom,Ilmanen,,PI,grid.5801.c,ETH Zurich,,,CH,2657896,,
grant.5211672,ur.012261135332.89,Michael,Struwe,,PI,grid.5801.c,Departement Mathematik ETH Zürich,,,CH,2657896,,
grant.5211672,ur.011430213014.68,Michael,Blaser,,Co-PI,,,,,,,,
grant.5211672,ur.015731135227.99,Thiemo,Kessel,,Co-PI,,,,,,,,
grant.5211672,ur.01155173617.21,Gilles,Angelsberg,,Co-PI,grid.168010.e,Department of Mathematics Stanford University,US-CA,,US,5398563,,
grant.5211672,ur.012626767215.76,David,Pumberger,,Co-PI,,,,,,,,
grant.5211672,ur.010375333045.42,Tobias,Lamm,,Co-PI,grid.7892.4,Institut für Angewandte und Numerische Mathematik 1 Karlsruher Institut für Technologie,,,DE,2892794,,
grant.5211672,ur.013723155427.22,Jörg,Hättenschweiler,,Co-PI,,,,,,,,
grant.5211672,ur.015663022027.04,Wei,Zhu,,Co-PI,,,,,,,,
grant.5211672,ur.011526657617.14,Michael,Siepmann,,Co-PI,,,,,,,,
grant.5211672,ur.010423013005.22,Melanie,Rupflin,,Co-PI,,"MPI, Max-Planck-Institut für Gravitationsphysik Albert-Einstein-Institut",,,,,,
grant.7388810,ur.0635442726.13,David,Levison,,Co-PI,grid.8241.f,University of Dundee,,,GB,2650752,Dundee,United Kingdom
grant.7388810,ur.014763627152.10,Alastair,Thompson,,Co-PI,,,,,,,,
grant.7388810,ur.01060342777.66,Colin,Purdie,,Co-PI,,,,,,,,
grant.7388810,ur.01022255644.17,Simak,Ali,,Co-PI,,,,,,,,
grant.5210596,ur.016200210127.62,Till,Voss,,PI,grid.6612.3,University of Basel,,,CH,2661604,,
grant.5210596,ur.01313355511.12,Till,Voss,,PI,grid.416786.a,Departement für medizinische Parasitologie und Infektionsbiologie Schweiz. Tropen und Public Health-Institut,,,CH,2661604,,
grant.5210596,ur.015402627527.47,Christian,Flück,,Co-PI,,,,,,,,
grant.5210596,ur.01323324754.54,Igor,Niederwieser,,Co-PI,,,,,,,,
grant.2768398,ur.01066152572.08,Robert,Noland,B,PI,,,,,,,,
grant.2754851,ur.01271726670.64,Carla,Faria,Figueira De Morrison,PI,,,,,,,,
grant.2780917,ur.010105233122.34,Dario,Martelli,,PI,,,,,,,,
grant.2771247,ur.01024034770.04,David,Britton,,Co-PI,,,,,,,,
grant.2771247,ur.01327655160.08,Patrick,Koppenburg,Stefan,Co-PI,,,,,,,,
grant.2762395,ur.07762644433.02,Jeffery,Settle,John,PI,,,,,,,,
grant.2763249,ur.015745636050.01,Cinzia,Da Viá,,Co-PI,,,,,,,,
grant.2763249,ur.0730363100.09,Stephen,Watts,,Co-PI,,,,,,,,
grant.3496779,ur.0717452625.94,Elaine,Bignell,,PI,,,,,,,,
grant.2759318,ur.01362263454.17,Alexander,Henderson,John,PI,grid.5337.2,University of Bristol,,South West,GB,2654675,,United Kingdom
grant.2759318,ur.01004625741.05,David,Strachan,,Co-PI,,,,,,,,
grant.2759318,ur.01207404175.30,Seif,Shaheen,Omar,Co-PI,,,,,,,,
grant.2759318,ur.013113463132.22,Timothy James,Peters,,Co-PI,grid.5337.2,University of Bristol,,South West,GB,2654675,,United Kingdom
grant.2781665,ur.07612413745.25,Barry,Crittenden,,PI,grid.7340.0,University of Bath,,South West,GB,2656173,,United Kingdom
grant.2777914,ur.010040636671.63,Siyuan,Yu,,Co-PI,,,,,,,,
grant.2784716,ur.016664007265.34,Philip,Leong,,Co-PI,,,,,,,,
grant.2754766,ur.01231363020.24,Louise,Cramer,Pauline,Co-PI,,,,,,,,
grant.2782840,ur.01370524636.03,Anne-Gaelle,Borycki,,PI,grid.11835.3e,University of Sheffield,,Yorkshire and The Humber,GB,2638077,,United Kingdom
grant.2777454,ur.01332676636.16,Dwight,Barkley,,Co-PI,,,,,,,,
grant.2753546,ur.01175716171.37,Anna Louise,Goodman,,PI,grid.13097.3c,King's College London,,London,GB,2643743,,United Kingdom
grant.2765593,ur.0616747115.68,Robin,Leatherbarrow,John,PI,,,,,,,,
grant.2765936,ur.01370263615.30,Elisabeth,Carpenter,Paula,Co-PI,,,,,,,,
grant.2770124,ur.01001436220.67,Jonathan,Hays,Michael,PI,grid.4868.2,"Queen Mary, University of London",,London,GB,2643743,,United Kingdom
grant.2759783,ur.01145435221.10,David,Wilson,Ian,PI,grid.5335.0,University of Cambridge,,East of England,GB,2653941,,United Kingdom
grant.2777261,ur.01330247160.51,Isabelle,Hanlon,,Co-PI,,,,,,,,
grant.2770396,ur.0640042467.29,Delmiro,Fernandez-Reyes,,PI,grid.83440.3b,University College London,,London,GB,2643743,,United Kingdom
grant.2768309,ur.01223075500.15,Lesley,Gray,Janet,Co-PI,,,,,,,,
grant.2768309,ur.0661540324.17,Mike,Blackburn,,Co-PI,,,,,,,,
grant.2768309,ur.01346552400.36,Martyn,Chipperfield,,Co-PI,,,,,,,,
grant.2768309,ur.01304700170.44,Peter Howard,Haynes,,Co-PI,,,,,,,,
grant.2768309,ur.01301222260.05,Martin,Jarvis,John,Co-PI,,,,,,,,
grant.2787746,ur.0611736450.97,M,Sternberg,,PI,,,,,,,,
grant.2783385,ur.011764740403.17,Noel,O'Dowd,Patrick,Co-PI,,,,,,,,
grant.2761664,ur.01072750773.10,Siddharthan,Chandran,,PI,,,,,,,,
grant.2761664,ur.07624420664.45,Alastair,Compston,,Co-PI,grid.5335.0,University of Cambridge,,East of England,GB,2653941,,United Kingdom
grant.2761664,ur.013322552752.84,Alan,Thompson,James,Co-PI,,,,,,,,
grant.2761664,ur.015564263444.69,David,Miller,,Co-PI,,,,,,,,
grant.2761664,ur.011641734617.13,Alasdair,Coles,,Co-PI,grid.5335.0,University of Cambridge,,East of England,GB,2653941,,United Kingdom
grant.2778017,ur.01111564441.81,Peter,Parker,J,Co-PI,,,,,,,,
grant.2780881,ur.01316741215.76,Chris,Jiggins,David,Co-PI,,,,,,,,
grant.2776530,ur.0625321341.43,Gerald,Finnerty,Thomas,PI,grid.13097.3c,King's College London,,London,GB,2643743,,United Kingdom
grant.2787193,ur.0754204164.04,LIONEL,ROSSI,ROBERT,PI,,,,,,,,
grant.2780009,ur.0772713715.15,Annela,Seddon,Mary,PI,,,,,,,,
grant.2765481,ur.012763241624.52,Sarah,Butcher,Anne,PI,,,,,,,,
grant.2759730,ur.0673115154.27,Sarah,Rowland-Jones,Louise,Co-PI,grid.4991.5,University of Oxford,,South East,GB,2640729,,United Kingdom
grant.2759730,ur.0640227120.31,Jeremy,Farrar,,Co-PI,,,,,,,,
grant.2759730,ur.016656263502.44,Menno Douwe,De Jong,,Co-PI,,,,,,,,
grant.2785661,ur.01355651322.37,Andrew,Ho,Francis,PI,,,,,,,,
grant.2777535,ur.0651626037.84,Rainer,Heintzmann,,Co-PI,grid.13097.3c,King's College London,,London,GB,2643743,,United Kingdom
grant.2765298,ur.01355075550.72,Timothy,Jones,S,PI,,,,,,,,
grant.2781574,ur.01327306744.95,Colin,Gray,,Co-PI,,,,,,,,
grant.2781574,ur.012441640124.25,David John,Williams,,Co-PI,grid.6571.5,Loughborough University,,East Midlands,GB,2643567,,United Kingdom
grant.2781574,ur.011020060574.48,Stuart,Green,,Co-PI,,,,,,,,
grant.2781574,ur.0752424362.64,Andrew,Price,,Co-PI,grid.6571.5,Loughborough University,,East Midlands,GB,2643567,,United Kingdom
grant.2777010,ur.0642605602.48,Jon,Nield,,Co-PI,,,,,,,,
grant.2764916,ur.0656552206.25,Patrizia,Ferretti,,PI,grid.83440.3b,University College London,,London,GB,2643743,,United Kingdom
grant.2764916,ur.01233227217.27,Nicholas,Greene,,Co-PI,grid.83440.3b,University College London,,London,GB,2643743,,United Kingdom
grant.2771331,ur.014366513702.59,Ka,Chan,Lung,PI,,,,,,,,
grant.2764298,ur.0603602350.69,Glen,Powell,,PI,,,,,,,,
grant.2786977,ur.01102077044.50,Doreen,Cantrell,,Co-PI,,,,,,,,
grant.2786977,ur.01275635407.19,Veronique,Gouverneur,,Co-PI,,,,,,,,
grant.5213463,ur.01003211604.22,Peter,Diem,,PI,grid.411656.1,"Klinische Ernährung Endokrinologie und Diabetologie Inselspital, Universitätsspital Bern",,,CH,2661552,,
grant.5213463,ur.012604610164.23,Chris,Boesch,,PI,grid.5734.5,Abt. Magnetresonanz-Spektroskopie u. Method. Departement für Klinische Forschung Universität Bern,,,CH,2661552,,
grant.5213463,ur.0605531413.51,Christoph,Stettler,,PI,grid.483177.e,"Universitätsklinik für Diabetologie, Endokrinologie, Ernährungsmedizin & Metabolismus (UDEM)",,,CH,2661552,,
grant.5213463,ur.01203461753.15,Emanuel,Christ,,PI,grid.5734.5,University of Berne,,,CH,2661552,,
grant.5213463,ur.07355563247.00,Karin,Zwygart-Brügger,,Co-PI,grid.5734.5,Abt. Magnetresonanz-Spektroskopie u. Method. Departement für Klinische Forschung Universität Bern,,,CH,2661552,,
grant.2761583,ur.01360140717.04,Richard,Farndale,William,PI,grid.5335.0,University of Cambridge,,East of England,GB,2653941,,United Kingdom
grant.2758090,ur.015377475326.90,David,Coggon,,PI,,,,,,,,
grant.2758090,ur.01215460023.18,Keith,Palmer,T,Co-PI,,,,,,,,
grant.2764963,ur.013000407464.45,Elaine,Dennison,Margaret,Co-PI,grid.5491.9,University of Southampton,,South East,GB,2637487,,United Kingdom
grant.2765518,ur.0630773754.17,Colin,Baigent,,PI,,,,,,,,
grant.2765518,ur.01350536754.71,Jonathan,Emberson,,Co-PI,,,,,,,,
grant.2765518,ur.0641770103.91,Rory,Collins,,Co-PI,,,,,,,,
grant.2765518,ur.01003177447.77,Richard,Bulbulia,,Co-PI,,,,,,,,
grant.2766231,ur.01071111210.38,Glenys,Dawkins,Heather,PI,,,,,,,,
grant.2752838,ur.01211144453.76,Marion,MacFarlane,,PI,,,,,,,,
grant.2778654,ur.0622704043.68,Alexander,Hammers,,PI,,,,,,,,
grant.2784127,ur.01016207415.02,Jesus,Gil,,PI,grid.14105.31,MRC London Institute of Medical Sciences,,London,GB,2643743,,United Kingdom
grant.2751499,ur.015275111032.24,Florence Susan,Wong,,Co-PI,,,,,,,,
grant.2751499,ur.0611214260.14,Richard,Smith,,Co-PI,grid.5337.2,University of Bristol,,South West,GB,2654675,,United Kingdom
grant.2768980,ur.01165543051.34,Sarah,Lewington,Louise,Co-PI,grid.4991.5,University of Oxford,,South East,GB,2640729,,United Kingdom
grant.2768980,ur.01154304531.69,Yiping,Chen,P,Co-PI,grid.4991.5,University of Oxford,,South East,GB,2640729,,United Kingdom
grant.2768980,ur.01365374203.46,Ling,Yang,,Co-PI,grid.4991.5,University of Oxford,,South East,GB,2640729,,United Kingdom
grant.2768980,ur.01363321067.87,Iona,Millwood,Yap,Co-PI,grid.4991.5,University of Oxford,,South East,GB,2640729,,United Kingdom
grant.2768980,ur.01324240677.89,Derrick,Bennett,,Co-PI,grid.4991.5,University of Oxford,,South East,GB,2640729,,United Kingdom
grant.2768980,ur.01143660613.65,Om,Kurmi,Prakash,Co-PI,,,,,,,,
grant.2768980,ur.0611006023.05,Richard,Peto,,Co-PI,grid.4991.5,University of Oxford,,South East,GB,2640729,,United Kingdom
grant.2768980,ur.015103643107.11,Michael,Hill,Richard,Co-PI,grid.4991.5,University of Oxford,,South East,GB,2640729,,United Kingdom
grant.2768980,ur.0720615314.99,Robert,Clarke,Joseph,Co-PI,grid.4991.5,University of Oxford,,South East,GB,2640729,,United Kingdom
grant.2768980,ur.01175032471.11,Robin,Walters,George,Co-PI,grid.4991.5,University of Oxford,,South East,GB,2640729,,United Kingdom
grant.2756865,ur.015705435137.49,Nick,Paton,,PI,grid.415052.7,MRC Clinical Trials Unit,,London,GB,2643743,,
grant.2756865,ur.013542757437.16,Diana,Gibb,,Co-PI,grid.415052.7,MRC Clinical Trials Unit,,London,GB,2643743,,
grant.2756865,ur.0604766776.20,Janet,Darbyshire,Howard,Co-PI,grid.83440.3b,University College London,,London,GB,2643743,,United Kingdom
grant.2756865,ur.014335462727.29,Abdel,Babiker,Ghayoum,Co-PI,grid.83440.3b,University College London,,London,GB,2643743,,United Kingdom
grant.2756865,ur.014661724572.21,Ann,Walker,Sarah,Co-PI,grid.83440.3b,University College London,,London,GB,2643743,,United Kingdom
grant.2756865,ur.01365337023.02,Kholoud,Porter,,Co-PI,grid.83440.3b,University College London,,London,GB,2643743,,United Kingdom
grant.2757740,ur.0701555141.67,Roger,Buxton,,PI,,,,,,,,
grant.2769906,ur.01217162176.77,Keith,Godfrey,,Co-PI,grid.5491.9,University of Southampton,,South East,GB,2637487,,United Kingdom
grant.2769906,ur.01034270174.38,Sian,Robinson,,Co-PI,,,,,,,,
grant.2769906,ur.01156344335.14,Hazel,Inskip,,Co-PI,grid.5491.9,University of Southampton,,South East,GB,2637487,,United Kingdom
grant.2779060,ur.01370400044.89,Edmund,Harriss,,PI,,,,,,,,
grant.2770900,ur.01136256417.59,David,Balding,J,PI,,,,,,,,
grant.2779927,ur.01372702500.76,Paul Nicholas,Stavrinou,,PI,,,,,,,,
grant.2769550,ur.07666603403.77,Lyn Carey,Thomas,,Co-PI,,,,,,,,
grant.2769550,ur.013232332133.63,Jonathan,Crook,Nicholas,Co-PI,,,,,,,,
grant.2762982,ur.01330505330.93,Benjamin,Heydecker,,Co-PI,,,,,,,,
grant.2779618,ur.0611160317.08,Murray,Grant,,PI,,,,,,,,
grant.2772243,ur.01370755305.22,Andrew,Stagg,John,PI,grid.4868.2,"Queen Mary, University of London",,London,GB,2643743,,United Kingdom
grant.2772243,ur.01322754077.40,Philip,Calder,,Co-PI,,,,,,,,
grant.2786250,ur.01224656367.34,Bhavik,Patel,Anil,PI,,,,,,,,
grant.2753443,ur.01257001125.09,Jeremy David,Pearson,,Co-PI,,,,,,,,
grant.2753443,ur.015226375742.55,Giovanni,Mann,E.,Co-PI,,,,,,,,
grant.2765548,ur.01323735747.22,Achillefs,Kapanidis,,PI,grid.4991.5,University of Oxford,,South East,GB,2640729,,United Kingdom
grant.2773130,ur.01074457023.82,Philip,Edwards,John,Co-PI,,,,,,,,
grant.2771533,ur.015614374714.33,Geoff,Garnett,,PI,,,,,,,,
grant.2771533,ur.0610702343.94,Kevin,Fenton,,Co-PI,,,,,,,,
grant.2771661,ur.013562016532.11,Zheng,Cui,,Co-PI,,,,,,,,
grant.2771661,ur.0731154360.44,Beverley,Mckeon,,Co-PI,,,,,,,,
grant.2780636,ur.07400436251.12,David,Probert,,Co-PI,,,,,,,,
grant.2780636,ur.014366255164.42,Andy,Neely,,Co-PI,,,,,,,,
grant.2780636,ur.013433167673.02,Dennis,Kehoe,,Co-PI,,,,,,,,
grant.2780636,ur.014113701200.55,Neil Dempster,Burns,,Co-PI,,,,,,,,
grant.2764628,ur.01347147075.93,Aldo,Broccaccini,,Co-PI,,,,,,,,
grant.2786753,ur.014742037461.34,Hossein,Sharifi,,Co-PI,,,,,,,,
grant.3498014,ur.01205310250.47,Bogdan,Stefanski,,PI,,,,,,,,
grant.3863029,ur.01222312420.60,Roy,Grainger,Gordon,Co-PI,,,,,,,,
grant.2755769,ur.07506342334.33,Paddy,Horner,,PI,grid.5337.2,University of Bristol,,South West,GB,2654675,,United Kingdom
grant.2755769,ur.013634730122.03,Anne,Johnson,Mandall,Co-PI,,,,,,,,
grant.2755769,ur.01370272455.75,David,Cahill,,Co-PI,grid.5337.2,University of Bristol,,South West,GB,2654675,,United Kingdom
grant.5210125,ur.0625530537.00,Guy,Simpson,,PI,grid.5801.c,ETH Zurich,,,CH,2657896,,
grant.5210125,ur.0622450547.14,Jean-Pierre,Burg,,PI,grid.5801.c,Geologisches Institut ETH Zürich,,,CH,2657896,,
grant.5210125,ur.010621761726.77,Sonia,Scarselli,,Co-PI,,,,,,,,
grant.2783591,ur.01351523152.53,Anthony,Dorling,,PI,,,,,,,,
grant.2783591,ur.01000455376.91,Robert,Lechler,,Co-PI,,,,,,,,
grant.2785675,ur.07506342334.33,Paddy,Horner,,Co-PI,grid.5337.2,University of Bristol,,South West,GB,2654675,,United Kingdom
grant.2752503,ur.01316413614.23,Tamsin,Ford,,PI,grid.8391.3,University of Exeter,,South West,GB,2649808,,United Kingdom
grant.2753348,ur.0653641710.40,Meng,Li,,PI,grid.5600.3,Cardiff University,,Wales,GB,2653822,,United Kingdom
grant.2765375,ur.01015747001.22,Carol,Munro,Anne,PI,grid.7107.1,University of Aberdeen,,Scotland,GB,2657832,,United Kingdom
grant.2753980,ur.01266341201.83,Agnes,Kocsis,,Co-PI,,,,,,,,
grant.2753980,ur.01130030164.46,John,Green,,Co-PI,,,,,,,,
grant.2753980,ur.0657776410.65,Deborah,Williams,,Co-PI,,,,,,,,
grant.2753980,ur.0734306162.54,George,Kinghorn,,Co-PI,,,,,,,,
grant.2753980,ur.0612561701.59,Michael,Evangeli,,Co-PI,,,,,,,,
grant.5210207,ur.01176116640.06,Hans Peter,Linder,,PI,grid.7400.3,University of Zurich,,,CH,2657896,,
grant.5210207,ur.014474027507.82,Dominic,Mills,,Co-PI,grid.7400.3,Institut für Systematische Botanik und Botanischer Garten Universität Zürich,,,CH,2657896,,
grant.5210207,ur.07430741516.15,Hans-Heinrich,Spillmann,,Co-PI,,,,,,,,
grant.5210207,ur.015227464667.26,Pietro,Freihofer,,Co-PI,,,,,,,,
