,aff_city,aff_city_id,aff_country,aff_country_code,aff_id,aff_name,aff_state,aff_state_code,id,researcher_id,first_name,last_name
8607,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1102670389,ur.07415275742.67,SungMin,Nam
8608,Tokyo,1850147.0,Japan,JP,grid.265061.6,Tokai University,,,pub.1102670389,ur.016221700041.83,Keisuke,WATANABE
8609,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1102670389,ur.012717727401.50,Takashi,SONODA
8610,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1102670389,ur.07432545243.52,Amir ali,FOROUGH NASSIRAEI
8611,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1102670389,ur.010532502225.19,Kazuo,ISHII
8612,Tokyo,1850147.0,Japan,JP,grid.497092.1,JXTG Holdings (Japan),,,pub.1013741101,ur.07556620417.68,Keitaro,Fujii
8613,Tokyo,1850147.0,Japan,JP,grid.497092.1,JXTG Holdings (Japan),,,pub.1013741101,ur.011747142017.42,Yasushi,Sato
8614,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1013741101,ur.014760452272.34,Satoko,Takase
8615,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1013741101,ur.010647623656.74,Youichi,Shimizu
8616,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1102595150,ur.015246261276.83,Ken,Kishihara
8617,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1102595150,ur.014770667335.79,Takaharu,Tsuruta
8618,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1102595150,ur.013265612621.82,Hirofumi,Tanigawa
8619,Fukuoka,1863967.0,Japan,JP,grid.177174.3,Kyushu University,,,pub.1048634911,ur.0707073651.50,Hiromasa,Shikata
8620,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1048634911,ur.01042142003.28,Kousuke,Hanada
8621,Fukuoka,1863967.0,Japan,JP,grid.177174.3,Kyushu University,,,pub.1048634911,ur.01353012654.85,Tomokazu,Ushijima
8622,Fukuoka,1863967.0,Japan,JP,grid.177174.3,Kyushu University,,,pub.1048634911,ur.01071435451.32,Moeko,Nakashima
8623,Tokyo,1850147.0,Japan,JP,grid.26999.3d,University of Tokyo,,,pub.1048634911,ur.016245415444.19,Yutaka,Suzuki
8624,Fukuoka,1863967.0,Japan,JP,grid.177174.3,Kyushu University,,,pub.1048634911,ur.0712046666.08,Tomonao,Matsushita
8625,Tokyo,1850147.0,Japan,JP,grid.419082.6,Japan Science and Technology Agency,,,pub.1048634911,ur.0712046666.08,Tomonao,Matsushita
8626,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1033094713,ur.01224411623.20,Kazuhiro,Maeda
8627,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1033094713,ur.014747246675.66,Hiroyuki,Kurata
8628,Tokyo,1850147.0,Japan,JP,grid.26999.3d,University of Tokyo,,,pub.1023920927,ur.01142414103.12,Khurram,Bashir
8629,,,,,,"Plant Genomics Network Research Team, Center for Sustainable Resource Science, RIKEN Yokohama Campus, 1-7-22 Suehiro-cho, Tsurumi-ku, 230-0045, Yokohama City, Kanagawa, Japan",,,pub.1023920927,ur.01142414103.12,Khurram,Bashir
8630,,,,,,"Gene Discovery Research Group, Center for Sustainable Resource Science, RIKEN Yokohama Campus, 1-7-22 Suehiro-cho, Tsurumi-ku, 230-0045, Yokohama City, Kanagawa, Japan",,,pub.1023920927,ur.01042142003.28,Kousuke,Hanada
8631,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1023920927,ur.01042142003.28,Kousuke,Hanada
8632,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1023920927,ur.01030135054.80,Minami,Shimizu
8633,,,,,,"Plant Genomics Network Research Team, Center for Sustainable Resource Science, RIKEN Yokohama Campus, 1-7-22 Suehiro-cho, Tsurumi-ku, 230-0045, Yokohama City, Kanagawa, Japan",,,pub.1023920927,ur.0720477333.88,Motoaki,Seki
8634,Yokohama,1848354.0,Japan,JP,grid.268441.d,Yokohama City University,,,pub.1023920927,ur.0720477333.88,Motoaki,Seki
8635,Tokyo,1850147.0,Japan,JP,grid.26999.3d,University of Tokyo,,,pub.1023920927,ur.0621466335.08,Hiromi,Nakanishi
8636,Tokyo,1850147.0,Japan,JP,grid.26999.3d,University of Tokyo,,,pub.1023920927,ur.01241210212.54,Naoko K,Nishizawa
8637,Nonoichi,1854979.0,Japan,JP,grid.410789.3,Ishikawa Prefectural University,,,pub.1023920927,ur.01241210212.54,Naoko K,Nishizawa
8638,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1094533622,,Tsubasa,Nobeoka
8639,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1094533622,ur.010203570040.49,Leonardo,Lanante
8640,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1094533622,ur.016577737035.14,Masayuki,Kurosaki
8641,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1094533622,ur.011713744411.27,Hiroshi,Ochi
8642,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1094110915,ur.014356432763.99,Reina,Hongyo
8643,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1094110915,ur.014232511501.39,Thi Hong,Tran
8644,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1094110915,ur.010203570040.49,Leonardo,Lanante
8645,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1094110915,ur.011713744411.27,Hiroshi,Ochi
8646,,,,,,"Radrix co. ltd, , 680-4 Kawazu, Iizuka-shi, , Fukuoka, , 820-8502, , Japan,",,,pub.1094110915,ur.012317400335.05,Yuhei,Nagao
8647,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1095013612,ur.012166111363.13,Nana,Sutisna
8648,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1095013612,ur.010203570040.49,Leonardo,Lanante
8649,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1095013612,ur.012317400335.05,Yuhei,Nagao
8650,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1095013612,ur.016577737035.14,Masayuki,Kurosaki
8651,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1095013612,ur.011713744411.27,Hiroshi,Ochi
8652,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1093871859,,Tatsumi,Uwal
8653,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1093871859,ur.010203570040.49,Leonardo,Lanante
8654,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1093871859,ur.015240607043.63,Baiko,Sal
8655,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1093871859,ur.011713744411.27,Hiroshi,Ochi
8656,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1093871859,ur.012317400335.05,Yuhei,Nagao
8657,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1093871859,ur.012502720625.16,Nico,Surantha
8658,Varanasi,1253405.0,India,IN,grid.411507.6,Banaras Hindu University,,,pub.1009033523,ur.01243112474.16,Ashish,Kumar
8659,,,,,,Research Center for Advanced Eco‐Fitting Technology Kyushu Institute of Technology Wakamatsu‐ku Kitakyushu Japan,,,pub.1009033523,ur.07625661403.45,Wataru,Takashima
8660,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1009033523,ur.0660250201.50,Keiichi,Kaneto
8661,Varanasi,1253405.0,India,IN,grid.411507.6,Banaras Hindu University,,,pub.1009033523,ur.013323607735.44,Rajiv,Prakash
8662,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1040635315,ur.0660250201.50,Keiichi,Kaneto
8663,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1035319504,ur.01164516750.44,Kentaro,Inoue
8664,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1035319504,ur.01224411623.20,Kazuhiro,Maeda
8665,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1035319504,,Takaaki,Miyabe
8666,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1035319504,ur.01100627166.78,Yu,Matsuoka
8667,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1035319504,ur.014747246675.66,Hiroyuki,Kurata
8668,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1094672174,ur.010202521066.19,Koji,Tashiro
8669,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1094672174,ur.010203570040.49,Leonardo,Lanante
8670,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1094672174,ur.016577737035.14,Masayuki,Kurosaki
8671,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1094672174,ur.011713744411.27,Hiroshi,Ochi
8672,Tokyo,1850147.0,Japan,JP,grid.266298.1,University of Electro-Communications,,,pub.1056099157,ur.0665656544.77,Taro,Toyoda
8673,Tokyo,1850147.0,Japan,JP,grid.419082.6,Japan Science and Technology Agency,,,pub.1056099157,ur.0665656544.77,Taro,Toyoda
8674,Tokyo,1850147.0,Japan,JP,grid.266298.1,University of Electro-Communications,,,pub.1056099157,ur.016176011475.50,Witoon,Yindeesuk
8675,,,,,,"Bunkoukeiki Co., Ltd, 4-8 Takakura, Hachioji, Tokyo 192-0033, Japan",,,pub.1056099157,ur.010336434075.06,Keita,Kamiyama
8676,Tokyo,1850147.0,Japan,JP,grid.419082.6,Japan Science and Technology Agency,,,pub.1056099157,ur.01055753603.27,Shuzi,Hayase
8677,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1056099157,ur.01055753603.27,Shuzi,Hayase
8678,Tokyo,1850147.0,Japan,JP,grid.266298.1,University of Electro-Communications,,,pub.1056099157,ur.0617543344.56,Qing,Shen
8679,Tokyo,1850147.0,Japan,JP,grid.419082.6,Japan Science and Technology Agency,,,pub.1056099157,ur.0617543344.56,Qing,Shen
8680,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1044923453,ur.0700542027.77,Junshi,Sakamoto
8681,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1044923453,,M.,Sasaki
8682,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1044923453,,C.,Shiiba
8683,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1044923453,ur.01016124622.36,T.,Kusumoto
8684,Sendai,2111149.0,Japan,JP,grid.69566.3a,Tohoku University,,,pub.1098071229,ur.014415042336.19,Kenji,Tsutsumi
8685,Sendai,2111149.0,Japan,JP,grid.69566.3a,Tohoku University,,,pub.1098071229,ur.016056434261.89,Masaki,Fujita
8686,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1098071229,ur.011134613753.31,Masanori,Enoki
8687,,,,,,"Rutherford Appleton Labratory Research Complex at Harwell Oxford, Didcot Oxon OX11 0FA, United Kingdam",,,pub.1098071229,ur.011134613753.31,Masanori,Enoki
8688,Sendai,2111149.0,Japan,JP,grid.69566.3a,Tohoku University,,,pub.1098071229,ur.0726557561.43,Kentaro,Sato
8689,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1098071229,ur.01117406207.05,D.,Adroja
8690,,,,,,"Rutherford Appleton Labratory Research Complex at Harwell Oxford, Didcot Oxon OX11 0FA, United Kingdam",,,pub.1098071229,ur.01117406207.05,D.,Adroja
8691,Sendai,2111149.0,Japan,JP,grid.69566.3a,Tohoku University,,,pub.1098071229,ur.011460433522.57,Kazuyoshi,Yamada
8692,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1041193289,ur.010555711123.21,V S,Vyatkin
8693,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1041193289,ur.011353271523.58,K,Tanabe
8694,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1041193289,ur.016217354126.04,E S,Otabe
8695,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1041193289,ur.010074027265.36,M,Kiuchi
8696,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1041193289,ur.015261250732.69,T,Matsushita
8697,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1011852760,ur.01142104273.80,Kazunori,Mashiyama
8698,Fukayachō,1864031.0,Japan,JP,grid.443508.e,Saitama Institute of Technology,,,pub.1011852760,,Yuhei,Nozawa
8699,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1011852760,ur.01261100526.06,Yoshitaka,Ohtubo
8700,Fukayachō,1864031.0,Japan,JP,grid.443508.e,Saitama Institute of Technology,,,pub.1011852760,ur.01256332673.03,Takashi,Kumazawa
8701,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1011852760,ur.0734347734.26,Kiyonori,Yoshii
8702,Seri Kembangan,,Malaysia,MY,grid.11142.37,Universiti Putra Malaysia,,,pub.1020458432,ur.01204760207.03,Mior Ahmad Khushairi Mohd,Zahari
8703,Kuantan,1735227.0,Malaysia,MY,grid.440438.f,Universiti Malaysia Pahang,,,pub.1020458432,ur.01204760207.03,Mior Ahmad Khushairi Mohd,Zahari
8704,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1020458432,ur.011545475007.04,Sharifah Soplah Syed,Abdullah
8705,Kuala Lumpur,1735161.0,Malaysia,MY,grid.440439.e,University of Kuala Lumpur,,,pub.1020458432,ur.011545475007.04,Sharifah Soplah Syed,Abdullah
8706,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1020458432,ur.012522342736.53,Ahmad Muhaimin,Roslan
8707,Seri Kembangan,,Malaysia,MY,grid.11142.37,Universiti Putra Malaysia,,,pub.1020458432,ur.012522342736.53,Ahmad Muhaimin,Roslan
8708,Seri Kembangan,,Malaysia,MY,grid.11142.37,Universiti Putra Malaysia,,,pub.1020458432,ur.01171212461.29,Hidayah,Ariffin
8709,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1020458432,ur.012054304515.50,Yoshihito,Shirai
8710,Seri Kembangan,,Malaysia,MY,grid.11142.37,Universiti Putra Malaysia,,,pub.1020458432,ur.01110226223.39,Mohd Ali,Hassan
8711,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1004939048,,Kenji,Kimura
8712,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1004939048,ur.01261100526.06,Yoshitaka,Ohtubo
8713,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1004939048,ur.01172555050.20,Katsumi,Tateno
8714,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1004939048,ur.01306466255.75,Keita,Takeuchi
8715,Fukayachō,1864031.0,Japan,JP,grid.443508.e,Saitama Institute of Technology,,,pub.1004939048,ur.01256332673.03,Takashi,Kumazawa
8716,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1004939048,ur.0734347734.26,Kiyonori,Yoshii
8717,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1102594984,ur.015246261276.83,Ken,Kishihara
8718,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1102594984,ur.014770667335.79,Takaharu,Tsuruta
8719,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1070722118,,WU,Jiang
8720,Xi'an,1790630.0,China,CN,grid.43169.39,Xi'an Jiaotong University,,,pub.1070722118,,WU,Jiang
8721,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1070722118,ur.012345052347.46,Akira,MIYAHARA
8722,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1070722118,ur.014535373747.96,KHAN,Arifur
8723,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1070722118,ur.015761723101.49,Minoru,IWATA
8724,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1070722118,ur.013152454441.15,Kazuhiro,TOYODA
8725,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1070722118,ur.013152112405.28,CHO,Mengu
8726,Xi'an,1790630.0,China,CN,grid.43169.39,Xi'an Jiaotong University,,,pub.1070722118,ur.010253452627.00,Xiaoquan,ZHENG
8727,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1024143790,ur.010410746561.63,Yoshimasa,Takabatake
8728,Tokyo,1850147.0,Japan,JP,grid.419082.6,Japan Science and Technology Agency,,,pub.1024143790,ur.0711642737.85,Yasuo,Tabei
8729,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1024143790,ur.0760712756.93,Hiroshi,Sakamoto
8730,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1020925287,ur.010410746561.63,Yoshimasa,Takabatake
8731,Tokyo,1850147.0,Japan,JP,grid.419082.6,Japan Science and Technology Agency,,,pub.1020925287,ur.0711642737.85,Yasuo,Tabei
8732,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1020925287,ur.0760712756.93,Hiroshi,Sakamoto
8733,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1011386352,ur.010652405324.43,Tatsuya,Isoda
8734,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1011386352,ur.011107424325.85,Sozo,Inoue
8735,,,,,,"NTT FACILITIES, Toyoshima-ku Tokyo, Japan",,,pub.1011386352,,Shuji,Kutsuna
8736,,,,,,"NTT FACILITIES, Toyoshima-ku Tokyo, Japan",,,pub.1011386352,,Masato,Kawano
8737,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1036541751,ur.010647623656.74,Youichi,Shimizu
8738,Tokyo,1850147.0,Japan,JP,grid.266298.1,University of Electro-Communications,,,pub.1019223074,ur.0617543344.56,Qing,Shen
8739,Tokyo,1850147.0,Japan,JP,grid.419082.6,Japan Science and Technology Agency,,,pub.1019223074,ur.0617543344.56,Qing,Shen
8740,Tokyo,1850147.0,Japan,JP,grid.419082.6,Japan Science and Technology Agency,,,pub.1019223074,ur.0662411533.69,Yuhei,Ogomi
8741,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1019223074,ur.0662411533.69,Yuhei,Ogomi
8742,Tokyo,1850147.0,Japan,JP,grid.266298.1,University of Electro-Communications,,,pub.1019223074,ur.0671101011.41,Jin,Chang
8743,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1019223074,ur.01230223604.37,Syota,Tsukamoto
8744,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1019223074,ur.01124440224.52,Kenji,Kukihara
8745,Tokyo,1850147.0,Japan,JP,grid.266298.1,University of Electro-Communications,,,pub.1019223074,ur.01344452204.55,Takuya,Oshima
8746,Tokyo,1850147.0,Japan,JP,grid.266298.1,University of Electro-Communications,,,pub.1019223074,ur.01124550673.25,Naoya,Osada
8747,Hachiōji,1863440.0,Japan,JP,grid.443595.a,Chuo University,,,pub.1019223074,ur.01124550673.25,Naoya,Osada
8748,Tokyo,1850147.0,Japan,JP,grid.419082.6,Japan Science and Technology Agency,,,pub.1019223074,ur.0625276603.41,Kenji,Yoshino
8749,Miyazaki,1856717.0,Japan,JP,grid.410849.0,University of Miyazaki,,,pub.1019223074,ur.0625276603.41,Kenji,Yoshino
8750,Hachiōji,1863440.0,Japan,JP,grid.443595.a,Chuo University,,,pub.1019223074,ur.013554011561.50,Kenji,Katayama
8751,Tokyo,1850147.0,Japan,JP,grid.266298.1,University of Electro-Communications,,,pub.1019223074,ur.0665656544.77,Taro,Toyoda
8752,Tokyo,1850147.0,Japan,JP,grid.419082.6,Japan Science and Technology Agency,,,pub.1019223074,ur.0665656544.77,Taro,Toyoda
8753,Tokyo,1850147.0,Japan,JP,grid.419082.6,Japan Science and Technology Agency,,,pub.1019223074,ur.01055753603.27,Shuzi,Hayase
8754,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1019223074,ur.01055753603.27,Shuzi,Hayase
8755,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1044113825,ur.015436420213.21,Tsutomu,Nishizaki
8756,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1044113825,ur.010647623656.74,Youichi,Shimizu
8757,Kumamoto,1858421.0,Japan,JP,grid.274841.c,Kumamoto University,,,pub.1030639980,ur.07651700574.31,Takuya,Suetsugu
8758,,,,,,"ASCII Co., Ltd., Kawasaki 3086-9, 827-0003, Kawasaki-machiTagawa-Gun, Fukuoka, Japan",,,pub.1030639980,ur.07651700574.31,Takuya,Suetsugu
8759,,,,,,"Maruboshi Vinegar Co., Ltd., 2425 Tabara, 827-0004, Kawasaki-machi, Tagawa-GunFukuoka, Japan",,,pub.1030639980,ur.010613424017.94,Masahiro,Tanaka
8760,Kumamoto,1858421.0,Japan,JP,grid.274841.c,Kumamoto University,,,pub.1030639980,ur.010730514043.24,Hideo,Iwai
8761,,,,,,"ASCII Co., Ltd., Kawasaki 3086-9, 827-0003, Kawasaki-machiTagawa-Gun, Fukuoka, Japan",,,pub.1030639980,ur.010730514043.24,Hideo,Iwai
8762,Kumamoto,1858421.0,Japan,JP,grid.274841.c,Kumamoto University,,,pub.1030639980,ur.014016676700.23,Teruaki,Matsubara
8763,,,,,,"ASCII Co., Ltd., Kawasaki 3086-9, 827-0003, Kawasaki-machiTagawa-Gun, Fukuoka, Japan",,,pub.1030639980,ur.014016676700.23,Teruaki,Matsubara
8764,,,,,,"ASCII Co., Ltd., Kawasaki 3086-9, 827-0003, Kawasaki-machiTagawa-Gun, Fukuoka, Japan",,,pub.1030639980,ur.011124665214.14,Yukihiro,Kawamoto
8765,Nagoya,1856057.0,Japan,JP,grid.27476.30,Nagoya University,,,pub.1030639980,ur.011124665214.14,Yukihiro,Kawamoto
8766,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1030639980,,Chiho,Saito
8767,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1030639980,,Yoshito,Sasaki
8768,,,,,,"Maruboshi Vinegar Co., Ltd., 2425 Tabara, 827-0004, Kawasaki-machi, Tagawa-GunFukuoka, Japan",,,pub.1030639980,ur.015557371374.72,Munehiro,Hoshino
8769,Kumamoto,1858421.0,Japan,JP,grid.274841.c,Kumamoto University,,,pub.1030639980,ur.011455760041.89,Armando T,Quitain
8770,Kumamoto,1858421.0,Japan,JP,grid.274841.c,Kumamoto University,,,pub.1030639980,ur.016014127463.70,Mitsuru,Sasaki
8771,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1030639980,ur.0700542027.77,Junshi,Sakamoto
8772,Nagoya,1856057.0,Japan,JP,grid.27476.30,Nagoya University,,,pub.1030639980,ur.07376204272.72,Motonobu,Goto
8773,Wako,1907300.0,Japan,JP,grid.7597.c,RIKEN,,,pub.1027700147,ur.0762717346.92,Rebecca,Lyons
8774,Canberra,2172517.0,Australia,AU,grid.417667.5,Plant Industry,Australian Capital Territory,AU-ACT,pub.1027700147,ur.0762717346.92,Rebecca,Lyons
8775,Wako,1907300.0,Japan,JP,grid.7597.c,RIKEN,,,pub.1027700147,ur.01027221327.79,Akira,Iwase
8776,Wako,1907300.0,Japan,JP,grid.7597.c,RIKEN,,,pub.1027700147,,Thomas,Gänsewig
8777,Dundee,2650752.0,United Kingdom,GB,grid.8241.f,University of Dundee,,,pub.1027700147,ur.0747223741.84,Alexander,Sherstnev
8778,Dundee,2650752.0,United Kingdom,GB,grid.8241.f,University of Dundee,,,pub.1027700147,ur.01015337141.59,Céline,Duc
8779,Dundee,2650752.0,United Kingdom,GB,grid.8241.f,University of Dundee,,,pub.1027700147,ur.07567700357.93,Geoffrey J.,Barton
8780,Wako,1907300.0,Japan,JP,grid.7597.c,RIKEN,,,pub.1027700147,ur.01042142003.28,Kousuke,Hanada
8781,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1027700147,ur.01042142003.28,Kousuke,Hanada
8782,Wako,1907300.0,Japan,JP,grid.7597.c,RIKEN,,,pub.1027700147,ur.01322560714.21,Mieko,Higuchi-Takeuchi
8783,Wako,1907300.0,Japan,JP,grid.7597.c,RIKEN,,,pub.1027700147,ur.0727324034.16,Minami,Matsui
8784,Wako,1907300.0,Japan,JP,grid.7597.c,RIKEN,,,pub.1027700147,ur.01344363230.92,Keiko,Sugimoto
8785,Canberra,2172517.0,Australia,AU,grid.417667.5,Plant Industry,Australian Capital Territory,AU-ACT,pub.1027700147,ur.01372050757.54,Kemal,Kazan
8786,Dundee,2650752.0,United Kingdom,GB,grid.8241.f,University of Dundee,,,pub.1027700147,ur.0636636441.01,Gordon G.,Simpson
8787,Dundee,2650752.0,United Kingdom,GB,grid.43641.34,James Hutton Institute,,,pub.1027700147,ur.0636636441.01,Gordon G.,Simpson
8788,Wako,1907300.0,Japan,JP,grid.7597.c,RIKEN,,,pub.1027700147,ur.0654063714.49,Ken,Shirasu
8789,Kitakyushu,1859307.0,Japan,JP,grid.258806.1,Kyushu Institute of Technology,,,pub.1030490313,ur.015436420213.21,Tsutomu,Nishizaki
