FOR,publication_ids,assignees,publication_date,year,granted_year,title,times_cited,id,assignee_names,filing_status,inventor_names
"[{'id': '2837', 'name': '0903 Biomedical Engineering'}]",['pub.1026490137'],"[{'id': 'grid.421970.9', 'city_name': 'Blue Bell', 'name': 'Unisys (United States)', 'country_name': 'United States'}]",1987-08-05,1983,,Coated media for optical recording and associated coating techniques,0,EP-0230587-A2,"['Unisys Corp', 'UNISYS CORP']",Application,"['MAYER, THOMAS', 'BOLING, NORMAL L.', 'RANCOURT, JAMES D.', 'TEMPLE, MICHAEL D.']"
"[{'id': '2438', 'name': '0302 Inorganic Chemistry'}, {'id': '2471', 'name': '0306 Physical Chemistry (incl. Structural)'}]","['pub.1056127735', 'pub.1056170938', 'pub.1023926416', 'pub.1011341921', 'pub.1044510319']","[{'id': 'grid.420434.5', 'city_name': 'Arlington', 'acronym': 'DON', 'name': 'United States Department of the Navy', 'country_name': 'United States'}, {'id': 'grid.451285.f', 'city_name': 'Washington D.C.', 'name': 'Government of the United States of America', 'country_name': 'United States'}]",2015-01-01,2013,,Encapsulated Fluorescent Metal Nanoparticles as Indicators for Radiation,0,US-20150004715-A1,"['US Secretary of Navy', 'TRAMMELL SCOTT A', 'MARTIN BRETT D', 'US GOVERNMENT']",Application,"['Scott A. Trammell', 'Brett D. Martin']"
"[{'id': '2438', 'name': '0302 Inorganic Chemistry'}, {'id': '2471', 'name': '0306 Physical Chemistry (incl. Structural)'}]","['pub.1056127735', 'pub.1056170938', 'pub.1023926416', 'pub.1011341921', 'pub.1044510319']","[{'id': 'grid.420434.5', 'city_name': 'Arlington', 'acronym': 'DON', 'name': 'United States Department of the Navy', 'country_name': 'United States'}]",2017-05-09,2013,2017.0,Passive chemical system for detection of gamma irradiation,0,US-9643211-B2,"['US Secretary of Navy', 'TRAMMELL SCOTT A', 'MARTIN BRETT D', 'US NAVY']",Grant,"['Scott A. Trammell', 'Brett D. Martin']"
"[{'id': '2921', 'name': '0912 Materials Engineering'}]","['pub.1015568586', 'pub.1005137873', 'pub.1052791015', 'pub.1030461700', 'pub.1008727002', 'pub.1039487019', 'pub.1037286692', 'pub.1000486705', 'pub.1048487899', 'pub.1006936974', 'pub.1025714255', 'pub.1049099950', 'pub.1057987663', 'pub.1043428426']",,2016-03-31,2015,,ARTIFICIALLY-STRUCTURED SUPERCONDUCTING MATERIALS,1,WO-2016049446-A1,['URZHUMOV YAROSLAV A'],Application,"['URZHUMOV, YAROSLAV A.']"
"[{'id': '2921', 'name': '0912 Materials Engineering'}]","['pub.1061352628', 'pub.1024854129', 'pub.1052755034', 'pub.1057729086', 'pub.1057708388', 'pub.1061356557', 'pub.1061097416', 'pub.1042907682', 'pub.1061357272']","[{'id': 'grid.420434.5', 'city_name': 'Arlington', 'acronym': 'DON', 'name': 'United States Department of the Navy', 'country_name': 'United States'}]",2018-05-01,2017,2018.0,Damage-free plasma-enhanced CVD passivation of AlGaN/GaN high electron mobility transistors,0,US-9960266-B2,"['US Secretary of Navy', 'US NAVY']",Grant,"['Marko J. Tadjer', 'Andrew D. Koehler', 'Travis J. Anderson', 'Karl D. Hobart']"
"[{'id': '2581', 'name': '0601 Biochemistry and Cell Biology'}]",['pub.1021396702'],"[{'id': 'grid.5252.0', 'city_name': 'Munich', 'acronym': 'LMU', 'name': 'Ludwig Maximilian University of Munich', 'country_name': 'Germany'}]",2017-02-01,2015,,"BIS(3,4,5-TRINITROPYRAZOLYL)METHANE AND BIS(3,5-DINITRO-4-AMINOPYRAZOLYL)METHANE AS EXPLOSIVES",0,EP-3124473-A1,"['Ludwig Maximilians Universitaet Muenchen (LMU UNiversitaet)', 'LUDWIG-MAXIMILIANS-UNIVERSITÄT MÜNCHEN']",Application,"['FISCHER, DENNIS', 'Klapötke, Thomas, Prof. Dr.', 'Stierstorfer, Jörg, Dr.']"
"[{'id': '2480', 'name': '0307 Theoretical and Computational Chemistry'}]","['pub.1060764795', 'pub.1004366026', 'pub.1024817778', 'pub.1060645739']","[{'id': 'grid.420451.6', 'city_name': 'Mountain View', 'name': 'Google', 'country_name': 'United States'}]",2017-05-04,2015,,REMOVING LEAKAGE IN A QUANTUM BIT,0,WO-2017074379-A1,"['GOOGLE INC', 'BARENDS RAMI']",Application,"['BARENDS, Rami']"
"[{'id': '2471', 'name': '0306 Physical Chemistry (incl. Structural)'}]","['pub.1060593724', 'pub.1002117844', 'pub.1034705281', 'pub.1055734581', 'pub.1054968770', 'pub.1058067693', 'pub.1041706994', 'pub.1027027099', 'pub.1050393789', 'pub.1047959706', 'pub.1055824849', 'pub.1057996038', 'pub.1048124020', 'pub.1029867208', 'pub.1053350976', 'pub.1055149951', 'pub.1060574088', 'pub.1055655324', 'pub.1056044089', 'pub.1021085076', 'pub.1060577262', 'pub.1001075468', 'pub.1040242719', 'pub.1019650226', 'pub.1017127951']","[{'id': 'grid.453773.1', 'city_name': 'Madison', 'acronym': 'WARF', 'name': 'Wisconsin Alumni Research Foundation', 'country_name': 'United States'}]",2018-08-21,2015,2018.0,Diamond electron emitter using amino-termination,0,US-10052606-B2,"['Wisconsin Alumni Research Foundation', 'WISCONSIN ALUMNI RES FOUND']",Grant,"['Robert John Hamers', 'Di Zhu', 'Marco Diego Torelli']"
"[{'id': '2581', 'name': '0601 Biochemistry and Cell Biology'}]","['pub.1019617574', 'pub.1025844998']",,2018-10-02,2016,2018.0,Three-dimensional model of human cortex,0,US-10087417-B2,"['Lee Chun Ting', 'FREED WILLIAM J', 'LEE CHUN TING']",Grant,"['William J. Freed', 'Chun-Ting Lee']"
"[{'id': '2953', 'name': '0915 Interdisciplinary Engineering'}]","['pub.1035198251', 'pub.1003894005', 'pub.1018346096', 'pub.1025014635', 'pub.1039859667', 'pub.1020065881', 'pub.1037982157', 'pub.1037999847', 'pub.1014655305']","[{'id': 'grid.420434.5', 'city_name': 'Arlington', 'acronym': 'DON', 'name': 'United States Department of the Navy', 'country_name': 'United States'}]",2018-06-05,2015,2018.0,Mixed odor delivery device (MODD),0,US-9986720-B2,"['US Secretary of Navy', 'DEGREEFF LAURYN E', 'MALITO MICHAEL P', 'BRANDON ANDREW', 'KATILIE CHRISTOPHER J', 'US NAVY']",Grant,"['Lauryn E. DeGreeff', 'Michael P. Malito', 'Andrew Brandon', 'Christopher J. Katilie']"
"[{'id': '2409', 'name': '0205 Optical Physics'}]","['pub.1065239761', 'pub.1056750317', 'pub.1065234678', 'pub.1065209284', 'pub.1065226497', 'pub.1065239895', 'pub.1004601893', 'pub.1058109496', 'pub.1065231829', 'pub.1038873385', 'pub.1065226312', 'pub.1030472527', 'pub.1015262045', 'pub.1061095396', 'pub.1061372475', 'pub.1065187082', 'pub.1061704076', 'pub.1065186933', 'pub.1065211894', 'pub.1065237627', 'pub.1061284088', 'pub.1042944008', 'pub.1065121978', 'pub.1005035225', 'pub.1065127887', 'pub.1026489247', 'pub.1035125912', 'pub.1065222627', 'pub.1065192303', 'pub.1065191947']","[{'id': 'grid.410442.7', 'city_name': 'Lincoln', 'name': 'University of Nebraska System', 'country_name': 'United States'}, {'id': 'grid.420434.5', 'city_name': 'Arlington', 'acronym': 'DON', 'name': 'United States Department of the Navy', 'country_name': 'United States'}]",2018-06-12,2016,2018.0,Fiber-optic temperature and flow sensor system and methods,2,US-9995628-B1,"['NuTech Ventures Inc', 'US Secretary of Navy', 'UNIV NEBRASKA', 'NUTECH VENTURES']",Grant,"['Ming Han', 'Guigen Liu', 'Weilin Hou']"
"[{'id': '2581', 'name': '0601 Biochemistry and Cell Biology'}]",['pub.1021396702'],"[{'id': 'grid.5252.0', 'city_name': 'Munich', 'acronym': 'LMU', 'name': 'Ludwig Maximilian University of Munich', 'country_name': 'Germany'}]",2017-02-09,2016,,"BIS(3,4,5-TRINITROPYRAZOLYL)METHANE AND BIS(3,5-DINITRO-4-AMINOPYRAZOLYL)METHANE AS EXPLOSIVES",0,WO-2017021029-A1,['LUDWIG-MAXIMILIANS-UNIVERSITÄT MÜNCHEN'],Application,"['FISCHER, DENNIS', 'Klapötke, Thomas', 'Stierstorfer, Jörg']"
"[{'id': '3001', 'name': '1005 Communications Technologies'}]","['pub.1061710796', 'pub.1061409170']",,2016-12-22,2016,,A TUNEABLE MICROWAVE FILTER AND A TUNEABLE MICROWAVE MULTIPLEXER,0,WO-2016174424-A3,['RHODES DAVID'],Application,"['RHODES, DAVID']"
"[{'id': '2921', 'name': '0912 Materials Engineering'}]","['pub.1057822810', 'pub.1057815694', 'pub.1044074945', 'pub.1017136646', 'pub.1024959499', 'pub.1025743067']","[{'id': 'grid.420434.5', 'city_name': 'Arlington', 'acronym': 'DON', 'name': 'United States Department of the Navy', 'country_name': 'United States'}]",2015-10-08,2015,,BASAL PLANE DISLOCATION ELIMINATION IN 4H-SIC BY PULSED RAPID THERMAL ANNEALING,0,US-20150287613-A1,"['US Secretary of Navy', 'TADJER MARKO J', 'FEIGELSON BORIS N', 'MAHADIK NADEEMULLAH A', 'STAHLBUSH ROBERT E', 'IMHOFF EUGENE A', 'GREENLEE JORDAN']",Application,"['Marko J. Tadjer', 'Boris N. Feigelson', 'Nadeemullah A. Mahadik', 'Robert E. Stahlbush', 'Eugene A. Imhoff', 'Jordan Greenlee']"
"[{'id': '2447', 'name': '0303 Macromolecular and Materials Chemistry'}]","['pub.1004104956', 'pub.1015595540', 'pub.1012557065', 'pub.1056146802', 'pub.1022386256', 'pub.1031153665', 'pub.1040481751', 'pub.1072304781', 'pub.1018441237', 'pub.1000702174', 'pub.1033861445', 'pub.1025823655', 'pub.1050830483', 'pub.1025242501', 'pub.1012799178', 'pub.1016165732', 'pub.1056218982', 'pub.1025939268']","[{'id': 'grid.420434.5', 'city_name': 'Arlington', 'acronym': 'DON', 'name': 'United States Department of the Navy', 'country_name': 'United States'}]",2017-09-05,2014,2017.0,Metamaterial optical elements self-assembled on protein scaffolds,0,US-9751913-B2,"['US Secretary of Navy', 'RATNA BANAHALLI R', 'SOTO CARISSA M', 'RENDELL RONALD W', 'FONTANA JAKE', 'DESCHAMPS JEFFREY R', 'US NAVY']",Grant,"['Banahalli R. Ratna', 'Carissa M. Soto', 'Ronald W. Rendell', 'Jake Fontana', 'Jeffrey R. Deschamps']"
"[{'id': '2447', 'name': '0303 Macromolecular and Materials Chemistry'}]","['pub.1033861445', 'pub.1022386256', 'pub.1056218982']","[{'id': 'grid.451285.f', 'city_name': 'Washington D.C.', 'name': 'Government of the United States of America', 'country_name': 'United States'}, {'id': 'grid.420434.5', 'city_name': 'Arlington', 'acronym': 'DON', 'name': 'United States Department of the Navy', 'country_name': 'United States'}]",2014-07-10,2014,,Metamaterial Optical Elements Self-Assembled on Protein Scaffolds,0,US-20140194602-A1,"['US Secretary of Navy', 'RATNA BANAHALLI R', 'SOTO CARISSA M', 'RENDELL RONALD W', 'FONTANA JAKE', 'DESCHAMPS JEFFREY R', 'US GOVERNMENT']",Application,"['Banahalli R. Ratna', 'Carissa M. Soto', 'Ronald W. Rendell', 'Jake Fontana', 'Jeffrey R. Deschamps']"
"[{'id': '3021', 'name': '1007 Nanotechnology'}]","['pub.1033662788', 'pub.1027918831', 'pub.1051797084', 'pub.1000214999', 'pub.1015818806', 'pub.1041096485', 'pub.1031492038', 'pub.1020495965', 'pub.1017728638', 'pub.1056219431', 'pub.1030104744', 'pub.1023742282', 'pub.1039801234', 'pub.1056220504', 'pub.1010197142', 'pub.1056752221', 'pub.1008095699', 'pub.1013555642', 'pub.1061123530', 'pub.1050120921', 'pub.1040901416', 'pub.1051087398', 'pub.1056219451', 'pub.1013629582', 'pub.1056220080', 'pub.1057845317', 'pub.1065206066', 'pub.1021542605', 'pub.1043484090']","[{'id': 'grid.59025.3b', 'city_name': 'Singapore', 'acronym': 'NTU', 'name': 'Nanyang Technological University', 'country_name': 'Singapore'}]",2017-11-14,2015,2017.0,Laser and integrated graphene modulator,1,US-9819145-B2,"['Nanyang Technological University', 'UNIV NANYANG TECH']",Grant,"['Guozhen Liang', 'Qijie Wang']"
"[{'id': '2891', 'name': '0909 Geomatic Engineering'}]","['pub.1093212908', 'pub.1047657269']","[{'id': 'grid.420434.5', 'city_name': 'Arlington', 'acronym': 'DON', 'name': 'United States Department of the Navy', 'country_name': 'United States'}]",2014-07-02,2012,,AN ALGORITHM AND A METHOD FOR CHARACTERIZING SURFACES WITH FRACTAL NATURE,0,EP-2748746-A1,"['US Secretary of Navy', 'US GOV SEC NAVY']",Application,"['MICHOPOULOS, John, G.', 'ILIOPOULOS, ATHANASIOS']"
"[{'id': '2867', 'name': '0906 Electrical and Electronic Engineering'}]","['pub.1058076660', 'pub.1060820350', 'pub.1044031997']","[{'id': 'grid.30389.31', 'city_name': 'Oakland', 'name': 'University of California System', 'country_name': 'United States'}]",2017-07-11,2015,2017.0,Electric field control element for phonons,1,US-9705081-B2,"['University of California', 'UNIV CALIFORNIA']",Grant,['Michael Scheibner']
"[{'id': '2921', 'name': '0912 Materials Engineering'}]","['pub.1033694937', 'pub.1048487933', 'pub.1030813616', 'pub.1007368175', 'pub.1048554079', 'pub.1055411891', 'pub.1036150019', 'pub.1052223258', 'pub.1049188877', 'pub.1048765817', 'pub.1006134844', 'pub.1025114967', 'pub.1031741662', 'pub.1004505014', 'pub.1006567263', 'pub.1011849648', 'pub.1053237671']","[{'id': 'grid.65456.34', 'city_name': 'Miami', 'acronym': 'FIU', 'name': 'Florida International University', 'country_name': 'United States'}]",2018-03-20,2017,2018.0,Synthesis of high temperature ceramic powders,0,US-9919973-B1,"['Florida International University', 'CHENG ZHE', 'FOROUGHI PANIZ', 'BEHRENS ANDRES', 'THE FLORIDA INTERNATIONAL UNIV BOARD OF TRUSTEES']",Grant,"['Zhe Cheng', 'Paniz Foroughi', 'Andres Behrens']"
"[{'id': '2921', 'name': '0912 Materials Engineering'}]","['pub.1094384145', 'pub.1005365107', 'pub.1009832193']","[{'id': 'grid.5338.d', 'city_name': 'Valencia', 'acronym': 'UV', 'name': 'University of Valencia', 'country_name': 'Spain'}]",2016-06-02,2015,,METHOD FOR PRODUCING THIN LAYERS OF PHOTOELECTRIC MATERIAL WITH A PEROVSKITE-TYPE STRUCTURE AND LAYERS PRODUCED IN THIS WAY,0,WO-2016083633-A1,['UNI DE VALÈNCIA'],Application,"['BOLINK, Henk', 'LONGO, Giulia', 'SESSOLO, Michele', 'GIL ESCRIG, Lidon']"
"[{'id': '2409', 'name': '0205 Optical Physics'}]",['pub.1030180683'],,2016-07-27,2016,,DEVICE FOR MEASURING THE DISTANCE TO AN OBJECT WITHIN A BODY OF WATER,0,EP-3048453-A1,"['RIEGL Laser Measurement Systems GmbH', 'RIEGL LASER MEASUREMENT SYS']",Application,"['RIEGL, JOHANNES', 'RIEGL, Ursula', 'PFENNIGBAUER, MARTIN']"
"[{'id': '2891', 'name': '0909 Geomatic Engineering'}]","['pub.1093212908', 'pub.1047657269']","[{'id': 'grid.420434.5', 'city_name': 'Arlington', 'acronym': 'DON', 'name': 'United States Department of the Navy', 'country_name': 'United States'}]",2015-01-21,2012,,AN ALGORITHM AND A METHOD FOR CHARACTERIZING SURFACES WITH FRACTAL NATURE,0,EP-2748746-A4,"['US Secretary of Navy', 'US GOV SEC NAVY']",Application,"['MICHOPOULOS JOHN G', 'ILIOPOULOS ATHANASIOS']"
"[{'id': '2921', 'name': '0912 Materials Engineering'}]","['pub.1034968351', 'pub.1094384145']","[{'id': 'grid.4991.5', 'city_name': 'Oxford', 'name': 'University of Oxford', 'country_name': 'United Kingdom'}]",2016-01-14,2015,,TWO-STEP DEPOSITION PROCESS,0,WO-2016005758-A1,['ISIS INNOVATION'],Application,"['SNAITH, HENRY, J.', 'EPERON, Giles, E.', 'BALL, James, M.']"
"[{'id': '2421', 'name': '0299 Other Physical Sciences'}]",['pub.1007264173'],"[{'id': 'grid.420434.5', 'city_name': 'Arlington', 'acronym': 'DON', 'name': 'United States Department of the Navy', 'country_name': 'United States'}]",2017-04-26,2014,,METHOD AND APPARATUS FOR MULTIPLEXED FABRY-PEROT SPECTROSCOPY,0,EP-2999938-A4,"['US Secretary of Navy', 'US GOV SEC NAVY']",Application,"['YETZBACHER, Michael, K.', 'MILLER, CHRISTOPHER, W.', 'DEPRENGER, Michael, J.', 'BOUDREAU, Andrew, J.']"
"[{'id': '2921', 'name': '0912 Materials Engineering'}]","['pub.1045043880', 'pub.1061356637', 'pub.1061356252']","[{'id': 'grid.5583.b', 'city_name': 'Paris', 'acronym': 'CEA', 'name': 'Atomic Energy and Alternative Energies Commission', 'country_name': 'France'}]",2017-03-23,2016,,ENHANCEMENT-MODE FIELD-EFFECT TRANSISTOR COMPRISING AN ALGAN/GAN HETEROJUNCTION AND A P-DOPED DIAMOND GATE,0,WO-2017046077-A1,['COMMISSARIAT ENERGIE ATOMIQUE'],Application,"['MORVAN, ERWAN']"
"[{'id': '2921', 'name': '0912 Materials Engineering'}]","['pub.1049402220', 'pub.1020552102', 'pub.1014025811']","[{'id': 'grid.420434.5', 'city_name': 'Arlington', 'acronym': 'DON', 'name': 'United States Department of the Navy', 'country_name': 'United States'}]",2017-06-06,2015,2017.0,Solid phase epitaxy of 3C—SiC on Si(001),1,US-9673047-B2,"['US Secretary of Navy', 'LI CONNIE H', 'JERNIGAN GLENN G', 'JONKER BEREND T', 'GOSWAMI RAMASIS', 'HELLBERG CARL S', 'US NAVY']",Grant,"['Connie H. Li', 'Glenn G. Jernigan', 'Berend T. Jonker', 'Ramasis Goswami', 'Carl S. Hellberg']"
"[{'id': '2921', 'name': '0912 Materials Engineering'}]","['pub.1015403286', 'pub.1013289153']","[{'id': 'grid.425336.5', 'city_name': 'Gerbrunn', 'name': 'Nanoplus (Germany)', 'country_name': 'Germany'}]",2015-11-11,2015,,SEMICONDUCTOR LASER AND METHOD FOR MAKING A SEMICONDUCTOR LASER COMPRISING A FEEDBACK ELEMENT,0,EP-2942848-A1,"['NANOPLUS NANOSYSTEMS AND TECHNOLOGIES GMBH', 'NANOPLUS GMBH NANOSYSTEMS AND TECHNOLOGIES']",Application,"['Koeth, Johannes', 'NÄHLE LARS']"
"[{'id': '2837', 'name': '0903 Biomedical Engineering'}]","['pub.1061595668', 'pub.1061356637']","[{'id': 'grid.435086.c', 'city_name': 'Malibu', 'acronym': 'HRL', 'name': 'HRL Laboratories (United States)', 'country_name': 'United States'}]",2018-05-29,2016,2018.0,P-type diamond gate-GaN heterojunction FET structure,0,US-9985121-B1,"['HRL Laboratories LLC', 'HRL LAB LLC']",Grant,['Kenneth R. Elliott']
"[{'id': '2921', 'name': '0912 Materials Engineering'}]","['pub.1022286849', 'pub.1057913629', 'pub.1063078383']","[{'id': 'grid.5379.8', 'city_name': 'Manchester', 'name': 'University of Manchester', 'country_name': 'United Kingdom'}]",2015-11-26,2015,,DIELECTRIC MATERIALS FOR LOW VOLTAGE OFET OPERATION,0,WO-2015177541-A1,['UNIV MANCHESTER'],Application,"['TURNER, MICHAEL L.', 'FARAJI, Sheida', 'MAJEWSKI, Leszek']"
"[{'id': '2746', 'name': '0801 Artificial Intelligence and Image Processing'}]",['pub.1061485979'],"[{'id': 'grid.410484.d', 'city_name': 'Armonk', 'name': 'IBM (United States)', 'country_name': 'United States'}]",2017-06-08,2015,,USING A PLURALITY OF HETEROGENEOUS DECISION ENGINES TO PRODUCE A SINGLE DECISION,0,US-20170161634-A1,"['International Business Machines Corp', 'IBM']",Application,"['Xiang Li', 'Haifeng Liu', 'Jing Mei', 'Guo Tong Xie', 'Yi Qin Yu']"
"[{'id': '2837', 'name': '0903 Biomedical Engineering'}]","['pub.1061489630', 'pub.1011120231', 'pub.1061297785', 'pub.1061310752', 'pub.1071210038', 'pub.1061087180', 'pub.1026975785', 'pub.1070906949', 'pub.1071220860', 'pub.1061310483', 'pub.1006326589', 'pub.1065093976', 'pub.1056777313', 'pub.1056891755', 'pub.1061521432', 'pub.1061220308', 'pub.1061232336', 'pub.1056889971', 'pub.1057801775', 'pub.1061297758', 'pub.1061297765', 'pub.1061493584', 'pub.1061310121', 'pub.1008117816', 'pub.1061313196', 'pub.1056872273', 'pub.1061493726', 'pub.1061297783', 'pub.1061310751', 'pub.1021459387', 'pub.1032153908', 'pub.1061414162', 'pub.1056893545', 'pub.1025970746', 'pub.1020288645', 'pub.1061310642', 'pub.1061297760', 'pub.1061315366', 'pub.1023788871', 'pub.1032082504', 'pub.1061184899', 'pub.1061310794', 'pub.1029183181', 'pub.1061297777', 'pub.1023946801', 'pub.1061297774', 'pub.1057807351', 'pub.1027338580', 'pub.1061444261', 'pub.1012292497', 'pub.1061310328', 'pub.1061312853', 'pub.1071220645', 'pub.1000295294', 'pub.1057782543', 'pub.1061383843', 'pub.1061297763', 'pub.1061489968', 'pub.1061809227', 'pub.1073597592', 'pub.1061384969', 'pub.1061220416', 'pub.1061493417', 'pub.1061488720', 'pub.1061521730', 'pub.1061311234', 'pub.1049077259', 'pub.1061297767', 'pub.1061297753', 'pub.1056759155', 'pub.1061297759', 'pub.1056892442', 'pub.1008506860', 'pub.1061749339', 'pub.1049912960', 'pub.1061383518', 'pub.1061489751', 'pub.1061493516', 'pub.1061310643', 'pub.1061235002', 'pub.1061490295', 'pub.1061310845', 'pub.1071218241', 'pub.1061297755', 'pub.1061309831', 'pub.1061297754', 'pub.1013745779', 'pub.1061297780', 'pub.1056890047', 'pub.1056891466', 'pub.1061220427', 'pub.1061297764', 'pub.1061454982', 'pub.1061086815']",,2018-07-17,2016,2018.0,Load shedding in a guided surface wave power delivery system,0,US-10027177-B2,"['CPG Technologies LLC', 'CPG TECHNOLOGIES LLC']",Grant,"['James F. Corum', 'Kenneth L. Corum', 'James D. Lilly', 'Stephen W. Wilson', 'Basil F. Pinzone, Jr.', 'Joseph F. Pinzone', 'Richard T. Devereaux', 'John Robert Ashcroft', 'Michael W. Miller']"
"[{'id': '2921', 'name': '0912 Materials Engineering'}]","['pub.1004333271', 'pub.1002572741', 'pub.1040582146', 'pub.1020783603', 'pub.1031828555']","[{'id': 'grid.420434.5', 'city_name': 'Arlington', 'acronym': 'DON', 'name': 'United States Department of the Navy', 'country_name': 'United States'}]",2018-05-15,2017,2018.0,Frequency- and amplitude- modulated narrow-band infrared emitters,0,US-9971071-B2,"['US Secretary of Navy', 'US NAVY']",Grant,"['Joshua D. Caldwell', 'Virginia D. Wheeler', 'Marc Currie', 'Igor Vurgaftman', 'Jon-Paul Maria']"
"[{'id': '2471', 'name': '0306 Physical Chemistry (incl. Structural)'}]","['pub.1041920935', 'pub.1027580581', 'pub.1056222943', 'pub.1021520745', 'pub.1022054244', 'pub.1026905340', 'pub.1031137059', 'pub.1056055610', 'pub.1065234559', 'pub.1071378350', 'pub.1056224019']",,2018-03-06,2014,2018.0,Polyvalent functionalized nanoparticle-based in vivo diagnostic system,0,US-9910035-B1,"['Verily Life Sciences LLC', 'VERILY LIFE SCIENCES LLC']",Grant,"['Jerrod Joseph Schwartz', 'Mark Audeh', 'Vikram Singh Bajaj']"
"[{'id': '2913', 'name': '0911 Maritime Engineering'}]","['pub.1061297760', 'pub.1061315366', 'pub.1049912960', 'pub.1061297764', 'pub.1061297780', 'pub.1006326589', 'pub.1008117816', 'pub.1061297759', 'pub.1061297765', 'pub.1061184899', 'pub.1061384969', 'pub.1026975785', 'pub.1061087180', 'pub.1061232336', 'pub.1061310121', 'pub.1061493417', 'pub.1032082504', 'pub.1061235002', 'pub.1061310483', 'pub.1061297755', 'pub.1061383843', 'pub.1061489751', 'pub.1061220308', 'pub.1061489630', 'pub.1061297763', 'pub.1061310845', 'pub.1061310642', 'pub.1061444261', 'pub.1061297754', 'pub.1061490295', 'pub.1061086815', 'pub.1023788871', 'pub.1061297783', 'pub.1061297767', 'pub.1020288645', 'pub.1057782543', 'pub.1061310752', 'pub.1065093976', 'pub.1000295294', 'pub.1029183181', 'pub.1008506860', 'pub.1032153908', 'pub.1061749339', 'pub.1061297753', 'pub.1061310328', 'pub.1061313196', 'pub.1056872273', 'pub.1061454982', 'pub.1061414162', 'pub.1061312853', 'pub.1011120231', 'pub.1025970746', 'pub.1056759155', 'pub.1061488720', 'pub.1057801775', 'pub.1061521432', 'pub.1056777313', 'pub.1061493726', 'pub.1061310751', 'pub.1061297774', 'pub.1061297758', 'pub.1061297785', 'pub.1023946801', 'pub.1049077259', 'pub.1061310643', 'pub.1012292497', 'pub.1061521730', 'pub.1061383518', 'pub.1056893545', 'pub.1057807351', 'pub.1061489968', 'pub.1056892442', 'pub.1061493584', 'pub.1061310794', 'pub.1061220416', 'pub.1071210038', 'pub.1061297777', 'pub.1013745779', 'pub.1061311234', 'pub.1070906949', 'pub.1027338580', 'pub.1061493516', 'pub.1073597592', 'pub.1056890047', 'pub.1056891755', 'pub.1056889971', 'pub.1061309831']",,2016-11-15,2015,2016.0,Hybrid guided surface wave communication,121,US-9496921-B1,"['CPG Technologies LLC', 'CPG TECHNOLOGIES LLC', 'CPG TECH']",Grant,"['James F. Corum', 'Kenneth L. Corum', 'Basil F. Pinzone, Jr.', 'Joseph F. Pinzone']"
"[{'id': '3001', 'name': '1005 Communications Technologies'}, {'id': '2867', 'name': '0906 Electrical and Electronic Engineering'}]","['pub.1061297754', 'pub.1061383843', 'pub.1061297780', 'pub.1061311234', 'pub.1056890047', 'pub.1061220427', 'pub.1061087180', 'pub.1056889971', 'pub.1056777313', 'pub.1061384969', 'pub.1061488720', 'pub.1061489630', 'pub.1023946801', 'pub.1013745779', 'pub.1061297785', 'pub.1057782543', 'pub.1061310328', 'pub.1061383518', 'pub.1061297755', 'pub.1061297774', 'pub.1061312853', 'pub.1032153908', 'pub.1071220860', 'pub.1057807351', 'pub.1061297763', 'pub.1027338580', 'pub.1026975785', 'pub.1071220645', 'pub.1061310121', 'pub.1061493584', 'pub.1061297765', 'pub.1061297753', 'pub.1061489968', 'pub.1056872273', 'pub.1061315366', 'pub.1061493417', 'pub.1061297764', 'pub.1029183181', 'pub.1073597592', 'pub.1061310752', 'pub.1071210038', 'pub.1056892442', 'pub.1061454982', 'pub.1049912960', 'pub.1061444261', 'pub.1061232336', 'pub.1006326589', 'pub.1012292497', 'pub.1000295294', 'pub.1061809227', 'pub.1061220416', 'pub.1032082504', 'pub.1061184899', 'pub.1056759155', 'pub.1061297760', 'pub.1057801775', 'pub.1061310643', 'pub.1071218241', 'pub.1008506860', 'pub.1061493726', 'pub.1061493516', 'pub.1061086815', 'pub.1061521432', 'pub.1061297758', 'pub.1061297777', 'pub.1023788871', 'pub.1061297759', 'pub.1061297767', 'pub.1061414162', 'pub.1061297783', 'pub.1056891755', 'pub.1061490295', 'pub.1061489751', 'pub.1061309831', 'pub.1025970746', 'pub.1020288645', 'pub.1061235002', 'pub.1070906949', 'pub.1061521730', 'pub.1056893545', 'pub.1061310751', 'pub.1061312717', 'pub.1061310483', 'pub.1008117816', 'pub.1061220308', 'pub.1011120231', 'pub.1056891466', 'pub.1049077259', 'pub.1061310794', 'pub.1065093976', 'pub.1061310642', 'pub.1061749339', 'pub.1061310845', 'pub.1061313196']",,2018-02-06,2015,2018.0,Wired and wireless power distribution coexistence,3,US-9887558-B2,"['CPG Technologies LLC', 'CPG TECHNOLOGIES LLC']",Grant,"['James F. Corum', 'Kenneth L. Corum']"
