id,first_name,total_publications,research_orgs,last_name,current_research_org.id,current_research_org.acronym,name,country,orcid_id,full_name
ur.013532547513.93,David A,47,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}, {'id': 'grid.1957.a', 'acronym': 'RWTH', 'name': 'RWTH Aachen University', 'country_name': 'Germany'}]",Wesner,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,empty,David A Wesner
ur.012741102613.69,Martin M,46,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}, {'id': 'grid.1957.a', 'acronym': 'RWTH', 'name': 'RWTH Aachen University', 'country_name': 'Germany'}, {'id': 'grid.466709.a', 'acronym': 'IVV', 'name': 'Fraunhofer Institute for Process Engineering and Packaging', 'country_name': 'Germany'}]",Wehner,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,['0000-0003-0797-3369'],Martin M Wehner
ur.010226052301.59,Dirk,41,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Petring,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,empty,Dirk Petring
ur.0712207377.06,Volker,40,"[{'id': 'grid.6546.1', 'name': 'Technical University of Darmstadt', 'country_name': 'Germany'}, {'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Sturm,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,empty,Volker Sturm
ur.012563145625.21,Mingying,35,"[{'id': 'grid.458462.9', 'acronym': 'SIOM', 'name': 'Shanghai Institute of Optics and Fine Mechanics', 'country_name': 'China'}, {'id': 'grid.1957.a', 'acronym': 'RWTH', 'name': 'RWTH Aachen University', 'country_name': 'Germany'}, {'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Sun,grid.458462.9,SIOM,Shanghai Institute of Optics and Fine Mechanics,China,['0000-0002-7857-6179'],Mingying Sun
ur.015702720763.01,Edgar,35,"[{'id': 'grid.1957.a', 'acronym': 'RWTH', 'name': 'RWTH Aachen University', 'country_name': 'Germany'}, {'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Willenborg,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,empty,Edgar Willenborg
ur.013403236753.11,Urs,34,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}, {'id': 'grid.1957.a', 'acronym': 'RWTH', 'name': 'RWTH Aachen University', 'country_name': 'Germany'}]",Eppelt,grid.1957.a,RWTH,RWTH Aachen University,Germany,empty,Urs Eppelt
ur.011355145201.16,Ilya,34,"[{'id': 'grid.1957.a', 'acronym': 'RWTH', 'name': 'RWTH Aachen University', 'country_name': 'Germany'}, {'id': 'grid.170430.1', 'acronym': 'UCF', 'name': 'University of Central Florida', 'country_name': 'United States'}, {'id': 'grid.255966.b', 'acronym': 'FIT', 'name': 'Florida Institute of Technology', 'country_name': 'United States'}, {'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Mingareev,grid.255966.b,FIT,Florida Institute of Technology,United States,empty,Ilya Mingareev
ur.0766415000.77,Johannes,33,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}, {'id': 'grid.450272.6', 'acronym': 'MPQ', 'name': 'Max Planck Institute of Quantum Optics', 'country_name': 'Germany'}, {'id': 'grid.1957.a', 'acronym': 'RWTH', 'name': 'RWTH Aachen University', 'country_name': 'Germany'}]",Weitenberg,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,empty,Johannes Weitenberg
ur.014641726426.99,Jens,32,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Holtkamp,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,empty,Jens Holtkamp
ur.0640452463.78,Stefan,31,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}, {'id': 'grid.1957.a', 'acronym': 'RWTH', 'name': 'RWTH Aachen University', 'country_name': 'Germany'}]",Hengesbach,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,empty,Stefan Hengesbach
ur.015677745415.85,Norbert,31,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}, {'id': 'grid.1957.a', 'acronym': 'RWTH', 'name': 'RWTH Aachen University', 'country_name': 'Germany'}]",Pirch,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,empty,Norbert Pirch
ur.016170211151.66,Peter,30,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Abels,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,empty,Peter Abels
ur.015415312235.36,Konstantin,29,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}, {'id': 'grid.1957.a', 'acronym': 'RWTH', 'name': 'RWTH Aachen University', 'country_name': 'Germany'}]",Boucke,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,empty,Konstantin Boucke
ur.01150551330.91,Uwe,27,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Habich,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,empty,Uwe Habich
ur.0626502176.33,Peter,27,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}, {'id': 'grid.1957.a', 'acronym': 'RWTH', 'name': 'RWTH Aachen University', 'country_name': 'Germany'}]",Russbueldt,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,empty,Peter Russbueldt
ur.013726561207.54,Peter,26,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}, {'id': 'grid.1957.a', 'acronym': 'RWTH', 'name': 'RWTH Aachen University', 'country_name': 'Germany'}]",Rußbüldt,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,empty,Peter Rußbüldt
ur.01310625170.22,Dominik,25,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Esser,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,empty,Dominik Esser
ur.012033164037.28,Kolja,25,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Nicklaus,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,empty,Kolja Nicklaus
ur.011131707256.52,Ulrich,25,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}, {'id': 'grid.1957.a', 'acronym': 'RWTH', 'name': 'RWTH Aachen University', 'country_name': 'Germany'}, {'id': 'grid.4561.6', 'acronym': 'FHG', 'name': 'Fraunhofer Society', 'country_name': 'Germany'}]",Thombansen,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,empty,Ulrich Thombansen
ur.014533001637.47,Cord,23,"[{'id': 'grid.10493.3f', 'name': 'University of Rostock', 'country_name': 'Germany'}, {'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}, {'id': 'grid.440996.6', 'acronym': 'IAP', 'name': 'Leibniz Institute of Atmospheric Physics at the Rostock University', 'country_name': 'Germany'}]",Fricke-Begemann,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,empty,Cord Fricke-Begemann
ur.016270636233.45,Christian,23,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}, {'id': 'grid.1957.a', 'acronym': 'RWTH', 'name': 'RWTH Aachen University', 'country_name': 'Germany'}]",Hinke,grid.1957.a,RWTH,RWTH Aachen University,Germany,empty,Christian Hinke
ur.014204455447.83,Markus,23,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}, {'id': 'grid.1957.a', 'acronym': 'RWTH', 'name': 'RWTH Aachen University', 'country_name': 'Germany'}]",Niessen,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,empty,Markus Niessen
ur.016171245055.87,Ulrich,22,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Witte,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,empty,Ulrich Witte
ur.013153325360.01,Michael,22,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Strotkamp,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,['0000-0003-1017-3813'],Michael Strotkamp
ur.07433300547.21,Feng-Jiang,22,"[{'id': 'grid.170430.1', 'acronym': 'UCF', 'name': 'University of Central Florida', 'country_name': 'United States'}, {'id': 'grid.411404.4', 'name': 'Huaqiao University', 'country_name': 'China'}, {'id': 'grid.410726.6', 'acronym': 'UCAS', 'name': 'University of Chinese Academy of Sciences', 'country_name': 'China'}, {'id': 'grid.418036.8', 'acronym': 'FJIRSM', 'name': 'Fujian Institute of Research on the Structure of Matter', 'country_name': 'China'}, {'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Zhuang,grid.170430.1,UCF,University of Central Florida,United States,empty,Feng-Jiang Zhuang
ur.010412562577.56,Claudia,21,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Hartmann,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,empty,Claudia Hartmann
ur.013401675175.05,Antonios,21,"[{'id': 'grid.4834.b', 'acronym': 'FORTH', 'name': 'Foundation for Research and Technology Hellas', 'country_name': 'Greece'}, {'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}, {'id': 'grid.499377.7', 'name': 'University of West Attica', 'country_name': 'Greece'}, {'id': 'grid.419877.4', 'acronym': 'ATEI', 'name': 'Technological Educational Institute of Athens', 'country_name': 'Greece'}]",Hatziapostolou,grid.499377.7,empty,University of West Attica,Greece,empty,Antonios Hatziapostolou
ur.014100720741.33,Hengli,20,"[{'id': 'grid.43555.32', 'acronym': 'BIT', 'name': 'Beijing Institute of Technology', 'country_name': 'China'}, {'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Zhang,grid.43555.32,BIT,Beijing Institute of Technology,China,empty,Hengli Zhang
ur.014305613343.40,Sascha,19,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}, {'id': 'grid.1957.a', 'acronym': 'RWTH', 'name': 'RWTH Aachen University', 'country_name': 'Germany'}]",Brose,grid.1957.a,RWTH,RWTH Aachen University,Germany,empty,Sascha Brose
ur.015716706741.43,Oliver,19,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Fitzau,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,empty,Oliver Fitzau
ur.01216664530.66,Heinz-Dieter,18,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Plum,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,empty,Heinz-Dieter Plum
ur.016710420525.96,Martin,17,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}, {'id': 'grid.1957.a', 'acronym': 'RWTH', 'name': 'RWTH Aachen University', 'country_name': 'Germany'}]",Reininghaus,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,empty,Martin Reininghaus
ur.016325776642.26,Thomas,17,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Westphalen,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,empty,Thomas Westphalen
ur.012512647745.14,Bodo,17,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}, {'id': 'grid.426697.8', 'name': 'Fraunhofer USA', 'country_name': 'United States'}]",Ehlers,grid.426697.8,empty,Fraunhofer USA,United States,empty,Bodo Ehlers
ur.01150666041.67,Malte W,17,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}, {'id': 'grid.1001.0', 'acronym': 'ANU', 'name': 'Australian National University', 'country_name': 'Australia'}]",Duering,grid.1001.0,ANU,Australian National University,Australia,empty,Malte W Duering
ur.012254564155.10,Jens,17,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Geiger,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,empty,Jens Geiger
ur.0765351732.13,Xinghui,17,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}, {'id': 'grid.5719.a', 'name': 'University of Stuttgart', 'country_name': 'Germany'}, {'id': 'grid.419552.e', 'name': 'Max Planck Institute for Solid State Research', 'country_name': 'Germany'}, {'id': 'grid.1957.a', 'acronym': 'RWTH', 'name': 'RWTH Aachen University', 'country_name': 'Germany'}]",Yin,grid.5719.a,empty,University of Stuttgart,Germany,empty,Xinghui Yin
ur.016452531343.14,Jens,16,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Gedicke,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,empty,Jens Gedicke
ur.012162673061.84,Martin,16,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Giesberts,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,empty,Martin Giesberts
ur.010624231722.37,Michael,16,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Leers,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,empty,Michael Leers
ur.07462537737.30,Oliver,16,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}, {'id': 'grid.1957.a', 'acronym': 'RWTH', 'name': 'RWTH Aachen University', 'country_name': 'Germany'}]",Rosier,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,empty,Oliver Rosier
ur.011642027107.63,Jens,16,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Löhring,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,empty,Jens Löhring
ur.014273352105.90,Markus Benjamin,15,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}, {'id': 'grid.1957.a', 'acronym': 'RWTH', 'name': 'RWTH Aachen University', 'country_name': 'Germany'}]",Wilms,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,empty,Markus Benjamin Wilms
ur.011710151303.09,Manfred,15,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}, {'id': 'grid.7892.4', 'acronym': 'KIT', 'name': 'Karlsruhe Institute of Technology', 'country_name': 'Germany'}]",Neiger,grid.7892.4,KIT,Karlsruhe Institute of Technology,Germany,empty,Manfred Neiger
ur.01027570135.30,Jintang,15,"[{'id': 'grid.419547.a', 'name': 'Max Planck Institute for Polymer Research', 'country_name': 'Germany'}, {'id': 'grid.1957.a', 'acronym': 'RWTH', 'name': 'RWTH Aachen University', 'country_name': 'Germany'}, {'id': 'grid.59053.3a', 'acronym': 'USTC', 'name': 'University of Science and Technology of China', 'country_name': 'China'}, {'id': 'grid.10784.3a', 'acronym': 'CUHK', 'name': 'Chinese University of Hong Kong', 'country_name': 'China'}, {'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Huang,grid.419547.a,empty,Max Planck Institute for Polymer Research,Germany,empty,Jintang Huang
ur.015400357447.54,Christian,15,"[{'id': 'grid.436558.9', 'name': 'Coherent (United States)', 'country_name': 'United States'}, {'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Scholz,grid.436558.9,empty,Coherent (United States),United States,empty,Christian Scholz
ur.07641421431.66,Jochen,15,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Wueppen,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,empty,Jochen Wueppen
ur.0773033211.07,Christoph,15,"[{'id': 'grid.1957.a', 'acronym': 'RWTH', 'name': 'RWTH Aachen University', 'country_name': 'Germany'}, {'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Janzen,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,empty,Christoph Janzen
ur.013441034133.44,Christian,14,"[{'id': 'grid.255966.b', 'acronym': 'FIT', 'name': 'Florida Institute of Technology', 'country_name': 'United States'}, {'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Fornaroli,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,empty,Christian Fornaroli
ur.07654526000.54,Johannes,14,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}, {'id': 'grid.1957.a', 'acronym': 'RWTH', 'name': 'RWTH Aachen University', 'country_name': 'Germany'}]",Finger,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,empty,Johannes Finger
ur.01102436130.37,Dietmar,14,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Ehrlichmann,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,empty,Dietmar Ehrlichmann
ur.012445511621.00,Joachim,13,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Giesekus,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,empty,Joachim Giesekus
ur.07560257577.87,Mirko,13,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Aden,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,empty,Mirko Aden
ur.013253230330.63,Lucas,13,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}, {'id': 'grid.1957.a', 'acronym': 'RWTH', 'name': 'RWTH Aachen University', 'country_name': 'Germany'}]",Jauer,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,empty,Lucas Jauer
ur.07555702101.52,Yves-Christian,13,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}, {'id': 'grid.1957.a', 'acronym': 'RWTH', 'name': 'RWTH Aachen University', 'country_name': 'Germany'}]",Hagedorn,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,empty,Yves-Christian Hagedorn
ur.0624354737.64,Sebastian,13,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Nyga,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,empty,Sebastian Nyga
ur.010116115051.04,Christoph,13,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Engelmann,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,empty,Christoph Engelmann
ur.011136255773.20,Ulrich,13,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}, {'id': 'grid.1957.a', 'acronym': 'RWTH', 'name': 'RWTH Aachen University', 'country_name': 'Germany'}]",Jansen,grid.1957.a,RWTH,RWTH Aachen University,Germany,empty,Ulrich Jansen
ur.013466056335.14,Toufik Al,13,"[{'id': 'grid.1957.a', 'acronym': 'RWTH', 'name': 'RWTH Aachen University', 'country_name': 'Germany'}, {'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}, {'id': 'grid.268355.f', 'acronym': 'XULA', 'name': 'Xavier University of Louisiana', 'country_name': 'United States'}, {'id': 'grid.440568.b', 'acronym': 'KUSTAR', 'name': 'Khalifa University of Science and Technology', 'country_name': 'United Arab Emirates'}]",Khawli,grid.440568.b,KUSTAR,Khalifa University of Science and Technology,United Arab Emirates,empty,Toufik Al Khawli
ur.012401733527.66,Marco,12,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Höfer,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,empty,Marco Höfer
ur.014520244135.55,Alexander,12,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Munk,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,empty,Alexander Munk
ur.012155711075.15,Viktor,12,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}, {'id': 'grid.1957.a', 'acronym': 'RWTH', 'name': 'RWTH Aachen University', 'country_name': 'Germany'}]",Mamuschkin,grid.1957.a,RWTH,RWTH Aachen University,Germany,empty,Viktor Mamuschkin
ur.014750614075.13,Martin,12,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Dahmen,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,empty,Martin Dahmen
ur.016474233411.12,Sörn,12,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Ocylok,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,empty,Sörn Ocylok
ur.010727033117.42,Chongliang,12,"[{'id': 'grid.1957.a', 'acronym': 'RWTH', 'name': 'RWTH Aachen University', 'country_name': 'Germany'}, {'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Zhong,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,empty,Chongliang Zhong
ur.016203617010.54,M,11,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}, {'id': 'grid.1957.a', 'acronym': 'RWTH', 'name': 'RWTH Aachen University', 'country_name': 'Germany'}]",Mertin,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,empty,M Mertin
ur.0753404543.64,Dorothea,11,"[{'id': 'grid.412301.5', 'acronym': 'UKA', 'name': 'University Hospital Aachen', 'country_name': 'Germany'}, {'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Leonhäuser,grid.412301.5,UKA,University Hospital Aachen,Germany,empty,Dorothea Leonhäuser
ur.012135431236.47,Ansgar,11,"[{'id': 'grid.4305.2', 'name': 'University of Edinburgh', 'country_name': 'United Kingdom'}, {'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Meissner,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,empty,Ansgar Meissner
ur.012126053336.49,Andreas,11,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Roesner,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,empty,Andreas Roesner
ur.013706575070.27,Gerd,11,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Kochem,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,empty,Gerd Kochem
ur.011406501131.08,Wolfgang,11,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Knapp,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,empty,Wolfgang Knapp
ur.01364056563.68,Carlo,11,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}, {'id': 'grid.1957.a', 'acronym': 'RWTH', 'name': 'RWTH Aachen University', 'country_name': 'Germany'}]",Holly,grid.1957.a,RWTH,RWTH Aachen University,Germany,empty,Carlo Holly
ur.014617716505.45,Kira,11,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}]",Van Der Straeten,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,empty,Kira Van Der Straeten
ur.012776541246.86,Valentin,11,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}, {'id': 'grid.1957.a', 'acronym': 'RWTH', 'name': 'RWTH Aachen University', 'country_name': 'Germany'}]",Morasch,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,empty,Valentin Morasch
ur.011160526033.33,Sebastian,11,"[{'id': 'grid.461628.f', 'acronym': 'ILT', 'name': 'Fraunhofer Institute for Laser Technology', 'country_name': 'Germany'}, {'id': 'grid.1957.a', 'acronym': 'RWTH', 'name': 'RWTH Aachen University', 'country_name': 'Germany'}]",Bremen,grid.461628.f,ILT,Fraunhofer Institute for Laser Technology,Germany,empty,Sebastian Bremen
